Gis_X;Gis_Y;Distrito;Barrio;Calle;Nº Finca;Color;Batería/Línea;Número de Plazas
443521,84;4475026,09;04  SALAMANCA;04-03 FUENTE DEL BERRO;LOS PEÑASCALES, CALLE, DE;21;Verde;Línea;11
443578,38;4475016,93;04  SALAMANCA;04-03 FUENTE DEL BERRO;LOS PEÑASCALES, CALLE, DE;23;Verde;Línea;1
443596,97;4475012,87;04  SALAMANCA;04-03 FUENTE DEL BERRO;LOS PEÑASCALES, CALLE, DE;27;Verde;Línea;3
443627,75;4475006,14;04  SALAMANCA;04-03 FUENTE DEL BERRO;LOS PEÑASCALES, CALLE, DE;33;Verde;Línea;5
443661,71;4474997,23;04  SALAMANCA;04-03 FUENTE DEL BERRO;LOS PEÑASCALES, CALLE, DE;43;Verde;Línea;1
443687,26;4474989,29;04  SALAMANCA;04-03 FUENTE DEL BERRO;LOS PEÑASCALES, CALLE, DE;47;Verde;Línea;3
443705,89;4474983,56;04  SALAMANCA;04-03 FUENTE DEL BERRO;LOS PEÑASCALES, CALLE, DE;49;Verde;Línea;2
443593,06;4475657,75;04  SALAMANCA;04-03 FUENTE DEL BERRO;MAESTRO ALONSO, CALLE, DEL;1;Verde;Línea;3
443597,48;4475650,64;04  SALAMANCA;04-03 FUENTE DEL BERRO;MAESTRO ALONSO, CALLE, DEL;2;Verde;Línea;1
443622,8;4475609,27;04  SALAMANCA;04-03 FUENTE DEL BERRO;MAESTRO ALONSO, CALLE, DEL;8;Verde;Línea;4
443640,03;4475582,49;04  SALAMANCA;04-03 FUENTE DEL BERRO;MAESTRO ALONSO, CALLE, DEL;10;Verde;Línea;3
443648,17;4475569,7;04  SALAMANCA;04-03 FUENTE DEL BERRO;MAESTRO ALONSO, CALLE, DEL;12;Verde;Línea;1
443661,13;4475549,67;04  SALAMANCA;04-03 FUENTE DEL BERRO;MAESTRO ALONSO, CALLE, DEL;15;Verde;Línea;8
443700,03;4475489,18;04  SALAMANCA;04-03 FUENTE DEL BERRO;MAESTRO ALONSO, CALLE, DEL;18;Verde;Línea;7
443712,2;4475424,2;04  SALAMANCA;04-03 FUENTE DEL BERRO;MAESTRO ALONSO, CALLE, DEL;23;Verde;Línea;7
443717,07;4475427,8;04  SALAMANCA;04-03 FUENTE DEL BERRO;MAESTRO ALONSO, CALLE, DEL;23;Verde;Línea;5
443715,12;4475399,73;04  SALAMANCA;04-03 FUENTE DEL BERRO;MAESTRO ALONSO, CALLE, DEL;25;Verde;Línea;1
443712,54;4475362,45;04  SALAMANCA;04-03 FUENTE DEL BERRO;MAESTRO ALONSO, CALLE, DEL;27;Verde;Línea;5
443709,34;4475371,01;04  SALAMANCA;04-03 FUENTE DEL BERRO;MAESTRO ALONSO, CALLE, DEL;27;Verde;Línea;8
443585,49;4474868,2;04  SALAMANCA;04-03 FUENTE DEL BERRO;MARQUES DE LA HERMIDA, CALLE, DEL;4;Verde;Línea;6
443403,03;4475347,52;04  SALAMANCA;04-03 FUENTE DEL BERRO;MARQUES DE MONDEJAR, CALLE, DEL;2;Verde;Línea;5
443400,03;4475350,66;04  SALAMANCA;04-03 FUENTE DEL BERRO;MARQUES DE MONDEJAR, CALLE, DEL;3;Verde;Línea;2
443481,97;4475399,01;04  SALAMANCA;04-03 FUENTE DEL BERRO;MARQUES DE MONDEJAR, CALLE, DEL;15;Verde;Línea;6
443529,97;4475426,44;04  SALAMANCA;04-03 FUENTE DEL BERRO;MARQUES DE MONDEJAR, CALLE, DEL;17;Verde;Línea;5
443527,34;4475429,03;04  SALAMANCA;04-03 FUENTE DEL BERRO;MARQUES DE MONDEJAR, CALLE, DEL;17;Verde;Línea;6
443551,84;4475444,36;04  SALAMANCA;04-03 FUENTE DEL BERRO;MARQUES DE MONDEJAR, CALLE, DEL;21;Verde;Línea;3
443571,28;4475452,67;04  SALAMANCA;04-03 FUENTE DEL BERRO;MARQUES DE MONDEJAR, CALLE, DEL;23;Verde;Línea;13
443563,28;4475451,39;04  SALAMANCA;04-03 FUENTE DEL BERRO;MARQUES DE MONDEJAR, CALLE, DEL;23;Verde;Línea;1
443570,34;4475455,77;04  SALAMANCA;04-03 FUENTE DEL BERRO;MARQUES DE MONDEJAR, CALLE, DEL;23;Verde;Línea;1
443645,66;4475499,25;04  SALAMANCA;04-03 FUENTE DEL BERRO;MARQUES DE MONDEJAR, CALLE, DEL;26;Verde;Línea;11
443594,37;4475471,8;04  SALAMANCA;04-03 FUENTE DEL BERRO;MARQUES DE MONDEJAR, CALLE, DEL;27;Verde;Línea;1
443620,09;4475487,46;04  SALAMANCA;04-03 FUENTE DEL BERRO;MARQUES DE MONDEJAR, CALLE, DEL;31;Verde;Línea;6
443756,42;4475567,35;04  SALAMANCA;04-03 FUENTE DEL BERRO;MARQUES DE MONDEJAR, CALLE, DEL;32;Verde;Línea;3
443756,47;4475572,66;04  SALAMANCA;04-03 FUENTE DEL BERRO;MARQUES DE MONDEJAR, CALLE, DEL;32;Verde;Línea;4
443775,05;4475578,94;04  SALAMANCA;04-03 FUENTE DEL BERRO;MARQUES DE MONDEJAR, CALLE, DEL;32;Verde;Línea;3
443650,78;4475506,16;04  SALAMANCA;04-03 FUENTE DEL BERRO;MARQUES DE MONDEJAR, CALLE, DEL;33;Verde;Línea;2
443793,51;4475590,53;04  SALAMANCA;04-03 FUENTE DEL BERRO;MARQUES DE MONDEJAR, CALLE, DEL;34;Verde;Línea;3
443708,42;4475541,83;04  SALAMANCA;04-03 FUENTE DEL BERRO;MARQUES DE MONDEJAR, CALLE, DEL;37;Verde;Línea;10
443711,86;4475539,71;04  SALAMANCA;04-03 FUENTE DEL BERRO;MARQUES DE MONDEJAR, CALLE, DEL;37;Verde;Línea;10
443783,99;4475589,85;04  SALAMANCA;04-03 FUENTE DEL BERRO;MARQUES DE MONDEJAR, CALLE, DEL;41;Verde;Línea;6
443607,53;4475475,09;04  SALAMANCA;04-03 FUENTE DEL BERRO;MARQUES DE MONDEJAR, CALLE, DEL;22 B;Verde;Línea;2
443667,41;4475517,7;04  SALAMANCA;04-03 FUENTE DEL BERRO;MARQUES DE MONDEJAR, CALLE, DEL;35 B;Verde;Línea;1
443681,32;4474767,79;04  SALAMANCA;04-03 FUENTE DEL BERRO;MARQUES DE VALLEJO, CALLE, DEL;6;Verde;Línea;9
443733,17;4474766,55;04  SALAMANCA;04-03 FUENTE DEL BERRO;MARQUES DE VALLEJO, CALLE, DEL;16;Verde;Línea;9
443381,41;4475325,76;04  SALAMANCA;04-03 FUENTE DEL BERRO;MARQUES DE ZAFRA, CALLE, DEL;5;Azul;Línea;4
443797,06;4475191,07;04  SALAMANCA;04-03 FUENTE DEL BERRO;MARQUES DE ZAFRA, CALLE, DEL;9;Verde;Línea;6
443816,3;4475235,49;04  SALAMANCA;04-03 FUENTE DEL BERRO;MARQUES DE ZAFRA, CALLE, DEL;12;Verde;Línea;2
443807;4475216,77;04  SALAMANCA;04-03 FUENTE DEL BERRO;MARQUES DE ZAFRA, CALLE, DEL;15;Verde;Línea;1
443826,59;4475262,36;04  SALAMANCA;04-03 FUENTE DEL BERRO;MARQUES DE ZAFRA, CALLE, DEL;16;Verde;Línea;6
443419,16;4475311,27;04  SALAMANCA;04-03 FUENTE DEL BERRO;MARQUES DE ZAFRA, CALLE, DEL;S/N;Azul;Línea;3
443401,41;4475318,04;04  SALAMANCA;04-03 FUENTE DEL BERRO;MARQUES DE ZAFRA, CALLE, DEL;S/N;Azul;Línea;3
443421,84;4475317,5;04  SALAMANCA;04-03 FUENTE DEL BERRO;MARQUES DE ZAFRA, CALLE, DEL;S/N;Azul;Línea;8
443870,66;4475132,25;04  SALAMANCA;04-03 FUENTE DEL BERRO;MARQUES DE ZAFRA, GLORIETA, DEL;4;Verde;Línea;2
443884,73;4475146,13;04  SALAMANCA;04-03 FUENTE DEL BERRO;MARQUES DE ZAFRA, GLORIETA, DEL;4;Verde;Batería;7
443331,74;4475345,56;04  SALAMANCA;04-03 FUENTE DEL BERRO;MARQUES DE ZAFRA, PASEO, DEL;2;Azul;Línea;2
443337,36;4475351,05;04  SALAMANCA;04-03 FUENTE DEL BERRO;MARQUES DE ZAFRA, PASEO, DEL;3;Azul;Línea;4
443349,28;4475338,53;04  SALAMANCA;04-03 FUENTE DEL BERRO;MARQUES DE ZAFRA, PASEO, DEL;4;Azul;Línea;5
443359,91;4475342,08;04  SALAMANCA;04-03 FUENTE DEL BERRO;MARQUES DE ZAFRA, PASEO, DEL;7;Azul;Línea;4
443448,91;4475306,11;04  SALAMANCA;04-03 FUENTE DEL BERRO;MARQUES DE ZAFRA, PASEO, DEL;15;Azul;Línea;3
443455,28;4475296,44;04  SALAMANCA;04-03 FUENTE DEL BERRO;MARQUES DE ZAFRA, PASEO, DEL;16;Azul;Línea;7
443466,53;4475299,43;04  SALAMANCA;04-03 FUENTE DEL BERRO;MARQUES DE ZAFRA, PASEO, DEL;17;Azul;Línea;3
443519,72;4475270,79;04  SALAMANCA;04-03 FUENTE DEL BERRO;MARQUES DE ZAFRA, PASEO, DEL;20;Azul;Línea;7
443558,57;4475255,48;04  SALAMANCA;04-03 FUENTE DEL BERRO;MARQUES DE ZAFRA, PASEO, DEL;24;Azul;Línea;7
443540,78;4475270,37;04  SALAMANCA;04-03 FUENTE DEL BERRO;MARQUES DE ZAFRA, PASEO, DEL;25;Azul;Línea;15
443614,72;4475241,39;04  SALAMANCA;04-03 FUENTE DEL BERRO;MARQUES DE ZAFRA, PASEO, DEL;28;Azul;Línea;3
443599,29;4475239,4;04  SALAMANCA;04-03 FUENTE DEL BERRO;MARQUES DE ZAFRA, PASEO, DEL;28;Azul;Línea;6
443579,06;4475255,56;04  SALAMANCA;04-03 FUENTE DEL BERRO;MARQUES DE ZAFRA, PASEO, DEL;29;Azul;Línea;1
443648,09;4475220,2;04  SALAMANCA;04-03 FUENTE DEL BERRO;MARQUES DE ZAFRA, PASEO, DEL;30;Azul;Línea;3
443660,78;4475214,88;04  SALAMANCA;04-03 FUENTE DEL BERRO;MARQUES DE ZAFRA, PASEO, DEL;34;Azul;Línea;1
443680,97;4475207,03;04  SALAMANCA;04-03 FUENTE DEL BERRO;MARQUES DE ZAFRA, PASEO, DEL;36;Azul;Línea;6
443674,53;4475217,55;04  SALAMANCA;04-03 FUENTE DEL BERRO;MARQUES DE ZAFRA, PASEO, DEL;37;Azul;Línea;5
443715,97;4475201,01;04  SALAMANCA;04-03 FUENTE DEL BERRO;MARQUES DE ZAFRA, PASEO, DEL;41;Azul;Línea;8
443767,61;4475172,73;04  SALAMANCA;04-03 FUENTE DEL BERRO;MARQUES DE ZAFRA, PASEO, DEL;42;Azul;Línea;7
443761,2;4475183,76;04  SALAMANCA;04-03 FUENTE DEL BERRO;MARQUES DE ZAFRA, PASEO, DEL;47;Azul;Línea;4
443806,16;4475157,35;04  SALAMANCA;04-03 FUENTE DEL BERRO;MARQUES DE ZAFRA, PASEO, DEL;50;Verde;Línea;4
443779,82;4475176,49;04  SALAMANCA;04-03 FUENTE DEL BERRO;MARQUES DE ZAFRA, PASEO, DEL;51;Azul;Línea;3
443831,64;4475147,82;04  SALAMANCA;04-03 FUENTE DEL BERRO;MARQUES DE ZAFRA, PASEO, DEL;52;Verde;Línea;3
443808,99;4475165;04  SALAMANCA;04-03 FUENTE DEL BERRO;MARQUES DE ZAFRA, PASEO, DEL;53;Verde;Línea;4
443851,78;4475139,9;04  SALAMANCA;04-03 FUENTE DEL BERRO;MARQUES DE ZAFRA, PASEO, DEL;58;Verde;Línea;5
443844,97;4475150,79;04  SALAMANCA;04-03 FUENTE DEL BERRO;MARQUES DE ZAFRA, PASEO, DEL;59;Verde;Línea;7
443911,78;4475167,03;04  SALAMANCA;04-03 FUENTE DEL BERRO;MARQUES DE ZAFRA, PASEO, DEL;63;Verde;Línea;2
443891,26;4475217,22;04  SALAMANCA;04-03 FUENTE DEL BERRO;MARQUES DE ZAFRA, PASEO, DEL;63;Verde;Línea;5
443908,86;4475195,04;04  SALAMANCA;04-03 FUENTE DEL BERRO;MARQUES DE ZAFRA, PASEO, DEL;63;Verde;Línea;7
443912,54;4475195,45;04  SALAMANCA;04-03 FUENTE DEL BERRO;MARQUES DE ZAFRA, PASEO, DEL;63;Verde;Línea;7
443917,18;4475149,29;04  SALAMANCA;04-03 FUENTE DEL BERRO;MARQUES DE ZAFRA, PASEO, DEL;63;Verde;Línea;9
443880,05;4475219,4;04  SALAMANCA;04-03 FUENTE DEL BERRO;MARQUES DE ZAFRA, PASEO, DEL;63;Verde;Línea;1
443896,11;4475221,45;04  SALAMANCA;04-03 FUENTE DEL BERRO;MARQUES DE ZAFRA, PASEO, DEL;63;Verde;Línea;3
443910,53;4475146,76;04  SALAMANCA;04-03 FUENTE DEL BERRO;MARQUES DE ZAFRA, PASEO, DEL;63;Verde;Batería;10
443888,59;4475130,24;04  SALAMANCA;04-03 FUENTE DEL BERRO;MARQUES DE ZAFRA, PASEO, DEL;66;Verde;Línea;2
443719,34;4475192,09;04  SALAMANCA;04-03 FUENTE DEL BERRO;MARQUES DE ZAFRA, PASEO, DEL;38 A;Azul;Línea;6
443569,74;4474698,27;04  SALAMANCA;04-03 FUENTE DEL BERRO;O'DONNELL, CALLE, DE;66;Verde;Línea;2
443482,34;4475497,91;04  SALAMANCA;04-03 FUENTE DEL BERRO;PEDRO HEREDIA, CALLE, DE;1;Verde;Línea;7
443514;4475518,31;04  SALAMANCA;04-03 FUENTE DEL BERRO;PEDRO HEREDIA, CALLE, DE;4;Verde;Línea;7
443547,48;4475539,98;04  SALAMANCA;04-03 FUENTE DEL BERRO;PEDRO HEREDIA, CALLE, DE;6;Verde;Línea;8
443574,64;4475557,67;04  SALAMANCA;04-03 FUENTE DEL BERRO;PEDRO HEREDIA, CALLE, DE;12;Verde;Línea;4
443614,61;4475583,59;04  SALAMANCA;04-03 FUENTE DEL BERRO;PEDRO HEREDIA, CALLE, DE;20;Verde;Línea;6
443662,53;4475615,2;04  SALAMANCA;04-03 FUENTE DEL BERRO;PEDRO HEREDIA, CALLE, DE;24;Verde;Línea;9
443717,64;4475651,25;04  SALAMANCA;04-03 FUENTE DEL BERRO;PEDRO HEREDIA, CALLE, DE;29;Verde;Línea;9
443758,49;4475680,76;04  SALAMANCA;04-03 FUENTE DEL BERRO;PEDRO HEREDIA, CALLE, DE;31;Verde;Línea;2
443775,66;4475692,15;04  SALAMANCA;04-03 FUENTE DEL BERRO;PEDRO HEREDIA, CALLE, DE;33;Verde;Línea;3
443352,37;4475040,9;04  SALAMANCA;04-03 FUENTE DEL BERRO;PEYRE, CALLE, DE;5;Verde;Línea;13
443347,92;4475027,14;04  SALAMANCA;04-03 FUENTE DEL BERRO;PEYRE, CALLE, DE;7;Verde;Línea;6
443351,68;4475004,11;04  SALAMANCA;04-03 FUENTE DEL BERRO;PEYRE, CALLE, DE;7;Verde;Línea;14
443349,57;4475057,96;04  SALAMANCA;04-03 FUENTE DEL BERRO;PEYRE, CALLE, DE;8;Verde;Línea;6
443371,76;4474789,23;04  SALAMANCA;04-03 FUENTE DEL BERRO;PINTOR DOMINGUEZ, CALLE, DEL;1;Verde;Línea;3
443375,39;4474788,04;04  SALAMANCA;04-03 FUENTE DEL BERRO;PINTOR DOMINGUEZ, CALLE, DEL;2;Verde;Línea;3
443499,79;4475174,57;04  SALAMANCA;04-03 FUENTE DEL BERRO;PORVENIR, CALLE, DEL;1;Verde;Línea;2
443493,47;4475164,58;04  SALAMANCA;04-03 FUENTE DEL BERRO;PORVENIR, CALLE, DEL;4;Verde;Línea;6
443490,96;4475121,51;04  SALAMANCA;04-03 FUENTE DEL BERRO;PORVENIR, CALLE, DEL;7;Verde;Línea;3
443494,28;4475141,49;04  SALAMANCA;04-03 FUENTE DEL BERRO;PORVENIR, CALLE, DEL;8;Verde;Línea;6
443487,65;4475129,49;04  SALAMANCA;04-03 FUENTE DEL BERRO;PORVENIR, CALLE, DEL;10;Verde;Línea;6
443477,51;4475067,47;04  SALAMANCA;04-03 FUENTE DEL BERRO;PORVENIR, CALLE, DEL;16;Verde;Línea;9
443480,18;4475055,56;04  SALAMANCA;04-03 FUENTE DEL BERRO;PORVENIR, CALLE, DEL;18;Verde;Línea;4
443484,08;4475080,23;04  SALAMANCA;04-03 FUENTE DEL BERRO;PORVENIR, CALLE, DEL;9 B;Verde;Línea;3
443500,09;4475300,3;04  SALAMANCA;04-03 FUENTE DEL BERRO;RAFAEL JUAN Y SEVA, CALLE, DE;1;Verde;Línea;2
443530,54;4475319,24;04  SALAMANCA;04-03 FUENTE DEL BERRO;RAFAEL JUAN Y SEVA, CALLE, DE;6;Verde;Línea;6
443614,41;4475338,84;04  SALAMANCA;04-03 FUENTE DEL BERRO;RAMON DE AGUINAGA, CALLE, DE;2;Verde;Línea;6
443651,42;4475338,03;04  SALAMANCA;04-03 FUENTE DEL BERRO;RAMON DE AGUINAGA, CALLE, DE;4;Verde;Línea;4
443648,79;4475343,62;04  SALAMANCA;04-03 FUENTE DEL BERRO;RAMON DE AGUINAGA, CALLE, DE;4;Verde;Línea;22
443687,75;4475336,88;04  SALAMANCA;04-03 FUENTE DEL BERRO;RAMON DE AGUINAGA, CALLE, DE;10;Verde;Línea;8
443724,64;4475332,84;04  SALAMANCA;04-03 FUENTE DEL BERRO;RAMON DE AGUINAGA, CALLE, DE;14;Verde;Línea;3
443828,44;4475340,27;04  SALAMANCA;04-03 FUENTE DEL BERRO;RAMON DE AGUINAGA, CALLE, DE;15;Verde;Línea;7
443830,4;4475344,45;04  SALAMANCA;04-03 FUENTE DEL BERRO;RAMON DE AGUINAGA, CALLE, DE;15;Verde;Línea;6
443752,19;4475325,93;04  SALAMANCA;04-03 FUENTE DEL BERRO;RAMON DE AGUINAGA, CALLE, DE;16;Verde;Línea;4
443765,16;4475336,46;04  SALAMANCA;04-03 FUENTE DEL BERRO;RAMON DE AGUINAGA, CALLE, DE;18;Verde;Línea;3
443739,32;4475333,45;04  SALAMANCA;04-03 FUENTE DEL BERRO;RAMON DE AGUINAGA, CALLE, DE;7 B;Verde;Línea;9
443565,43;4475344,22;04  SALAMANCA;04-03 FUENTE DEL BERRO;RAMON DE AGUINAGA, CALLE, DE;S/N;Verde;Batería;14
443562,28;4475351,3;04  SALAMANCA;04-03 FUENTE DEL BERRO;RAMON DE AGUINAGA, CALLE, DE;S/N;Verde;Línea;8
443414,05;4475551,92;04  SALAMANCA;04-03 FUENTE DEL BERRO;RUFINO BLANCO, CALLE, DE;1;Verde;Batería;3
443421,47;4475538,8;04  SALAMANCA;04-03 FUENTE DEL BERRO;RUFINO BLANCO, CALLE, DE;2;Verde;Batería;6
443473,71;4475458,59;04  SALAMANCA;04-03 FUENTE DEL BERRO;RUFINO BLANCO, CALLE, DE;15;Verde;Línea;5
443462,57;4475465,85;04  SALAMANCA;04-03 FUENTE DEL BERRO;RUFINO BLANCO, CALLE, DE;15;Verde;Línea;2
443522,31;4475381,35;04  SALAMANCA;04-03 FUENTE DEL BERRO;RUFINO BLANCO, CALLE, DE;16;Verde;Línea;8
443525,73;4475369,35;04  SALAMANCA;04-03 FUENTE DEL BERRO;RUFINO BLANCO, CALLE, DE;18;Verde;Línea;15
443480,61;4475437,34;04  SALAMANCA;04-03 FUENTE DEL BERRO;RUFINO BLANCO, CALLE, DE;19;Verde;Línea;8
443490,34;4475432,59;04  SALAMANCA;04-03 FUENTE DEL BERRO;RUFINO BLANCO, CALLE, DE;21;Verde;Línea;5
443546,57;4475342,38;04  SALAMANCA;04-03 FUENTE DEL BERRO;RUFINO BLANCO, CALLE, DE;22;Verde;Línea;1
443565,07;4475306,83;04  SALAMANCA;04-03 FUENTE DEL BERRO;RUFINO BLANCO, CALLE, DE;26;Verde;Línea;7
443566,15;4475311,13;04  SALAMANCA;04-03 FUENTE DEL BERRO;RUFINO BLANCO, CALLE, DE;29;Verde;Línea;10
443587,18;4475271,75;04  SALAMANCA;04-03 FUENTE DEL BERRO;RUFINO BLANCO, CALLE, DE;32;Verde;Línea;5
443590,24;4475274,57;04  SALAMANCA;04-03 FUENTE DEL BERRO;RUFINO BLANCO, CALLE, DE;32;Verde;Línea;6
443631,67;4475202,39;04  SALAMANCA;04-03 FUENTE DEL BERRO;RUFINO BLANCO, CALLE, DE;36;Verde;Línea;7
443836,43;4475572,88;04  SALAMANCA;04-03 FUENTE DEL BERRO;SANCHO DAVILA, CALLE, DE;1;Verde;Batería;5
443837,96;4475555,05;04  SALAMANCA;04-03 FUENTE DEL BERRO;SANCHO DAVILA, CALLE, DE;3;Verde;Batería;5
443830,71;4475562,41;04  SALAMANCA;04-03 FUENTE DEL BERRO;SANCHO DAVILA, CALLE, DE;4;Verde;Línea;3
443829,02;4475576,75;04  SALAMANCA;04-03 FUENTE DEL BERRO;SANCHO DAVILA, CALLE, DE;4;Verde;Línea;1
443832,94;4475543,73;04  SALAMANCA;04-03 FUENTE DEL BERRO;SANCHO DAVILA, CALLE, DE;6;Verde;Línea;3
443842,2;4475509,97;04  SALAMANCA;04-03 FUENTE DEL BERRO;SANCHO DAVILA, CALLE, DE;7;Verde;Batería;28
443836,43;4475510,34;04  SALAMANCA;04-03 FUENTE DEL BERRO;SANCHO DAVILA, CALLE, DE;8;Verde;Línea;4
443862,62;4475477,21;04  SALAMANCA;04-03 FUENTE DEL BERRO;SANCHO DAVILA, CALLE, DE;9;Verde;Batería;7
443860,15;4475461,88;04  SALAMANCA;04-03 FUENTE DEL BERRO;SANCHO DAVILA, CALLE, DE;11;Verde;Batería;4
443870,07;4475462,84;04  SALAMANCA;04-03 FUENTE DEL BERRO;SANCHO DAVILA, CALLE, DE;11;Verde;Batería;3
443862,78;4475469,69;04  SALAMANCA;04-03 FUENTE DEL BERRO;SANCHO DAVILA, CALLE, DE;11;Verde;Línea;4
443876,49;4475471,07;04  SALAMANCA;04-03 FUENTE DEL BERRO;SANCHO DAVILA, CALLE, DE;11;Verde;Batería;4
443843,52;4475435,83;04  SALAMANCA;04-03 FUENTE DEL BERRO;SANCHO DAVILA, CALLE, DE;14;Verde;Línea;5
443852,78;4475407,66;04  SALAMANCA;04-03 FUENTE DEL BERRO;SANCHO DAVILA, CALLE, DE;15;Verde;Batería;42
443875,54;4475353,42;04  SALAMANCA;04-03 FUENTE DEL BERRO;SANCHO DAVILA, CALLE, DE;19;Verde;Batería;7
443848,16;4475387,53;04  SALAMANCA;04-03 FUENTE DEL BERRO;SANCHO DAVILA, CALLE, DE;20;Verde;Línea;7
443877,95;4475338,88;04  SALAMANCA;04-03 FUENTE DEL BERRO;SANCHO DAVILA, CALLE, DE;21;Verde;Batería;6
443889,34;4475344,94;04  SALAMANCA;04-03 FUENTE DEL BERRO;SANCHO DAVILA, CALLE, DE;21;Verde;Batería;5
443879,04;4475345,6;04  SALAMANCA;04-03 FUENTE DEL BERRO;SANCHO DAVILA, CALLE, DE;21;Verde;Batería;4
443851,03;4475361,06;04  SALAMANCA;04-03 FUENTE DEL BERRO;SANCHO DAVILA, CALLE, DE;22;Verde;Línea;3
443864,55;4475296,2;04  SALAMANCA;04-03 FUENTE DEL BERRO;SANCHO DAVILA, CALLE, DE;23;Verde;Batería;28
443855,73;4475311,16;04  SALAMANCA;04-03 FUENTE DEL BERRO;SANCHO DAVILA, CALLE, DE;26;Verde;Línea;9
443861,27;4475265,88;04  SALAMANCA;04-03 FUENTE DEL BERRO;SANCHO DAVILA, CALLE, DE;28;Verde;Línea;3
443869,94;4475242,74;04  SALAMANCA;04-03 FUENTE DEL BERRO;SANCHO DAVILA, CALLE, DE;29;Verde;Batería;8
443864,1;4475235,39;04  SALAMANCA;04-03 FUENTE DEL BERRO;SANCHO DAVILA, CALLE, DE;32;Verde;Línea;7
443875,66;4475184,7;04  SALAMANCA;04-03 FUENTE DEL BERRO;SANCHO DAVILA, CALLE, DE;33;Verde;Línea;10
443867,49;4475201,33;04  SALAMANCA;04-03 FUENTE DEL BERRO;SANCHO DAVILA, CALLE, DE;34;Verde;Línea;3
443869,03;4475182,29;04  SALAMANCA;04-03 FUENTE DEL BERRO;SANCHO DAVILA, CALLE, DE;38;Verde;Línea;1
443839,39;4475478,22;04  SALAMANCA;04-03 FUENTE DEL BERRO;SANCHO DAVILA, CALLE, DE;10 B;Verde;Línea;8
443842,97;4475205,54;04  SALAMANCA;04-03 FUENTE DEL BERRO;SOL, CALLE, DEL;1;Verde;Línea;1
443828,22;4475168,05;04  SALAMANCA;04-03 FUENTE DEL BERRO;SOL, CALLE, DEL;9;Verde;Línea;2
443474,03;4474682,83;04  SALAMANCA;04-03 FUENTE DEL BERRO;VICALVARO, CALLE, DE;1;Verde;Línea;1
443453,95;4474681,86;04  SALAMANCA;04-03 FUENTE DEL BERRO;VICALVARO, CALLE, DE;1;Verde;Línea;2
443490,26;4474684,01;04  SALAMANCA;04-03 FUENTE DEL BERRO;VICALVARO, CALLE, DE;13;Verde;Línea;1
443503,78;4474685,42;04  SALAMANCA;04-03 FUENTE DEL BERRO;VICALVARO, CALLE, DE;13;Verde;Línea;1
443615,99;4475307,78;04  SALAMANCA;04-03 FUENTE DEL BERRO;VIZCONDE DE MATAMALA, CALLE, DEL;1;Verde;Línea;7
443585,51;4475324,71;04  SALAMANCA;04-03 FUENTE DEL BERRO;VIZCONDE DE MATAMALA, CALLE, DEL;2;Verde;Línea;3
443591,08;4475328,49;04  SALAMANCA;04-03 FUENTE DEL BERRO;VIZCONDE DE MATAMALA, CALLE, DEL;2;Verde;Línea;2
443599,22;4475309,54;04  SALAMANCA;04-03 FUENTE DEL BERRO;VIZCONDE DE MATAMALA, CALLE, DEL;4;Verde;Línea;4
443647,04;4475295,72;04  SALAMANCA;04-03 FUENTE DEL BERRO;VIZCONDE DE MATAMALA, CALLE, DEL;5;Verde;Línea;1
443618,11;4475302,27;04  SALAMANCA;04-03 FUENTE DEL BERRO;VIZCONDE DE MATAMALA, CALLE, DEL;6;Verde;Línea;1
443659,1;4475290,87;04  SALAMANCA;04-03 FUENTE DEL BERRO;VIZCONDE DE MATAMALA, CALLE, DEL;7;Verde;Línea;2
443635,29;4475295,66;04  SALAMANCA;04-03 FUENTE DEL BERRO;VIZCONDE DE MATAMALA, CALLE, DEL;8;Verde;Línea;3
443677,23;4475283,51;04  SALAMANCA;04-03 FUENTE DEL BERRO;VIZCONDE DE MATAMALA, CALLE, DEL;9;Verde;Línea;3
443662,82;4475284,73;04  SALAMANCA;04-03 FUENTE DEL BERRO;VIZCONDE DE MATAMALA, CALLE, DEL;10;Verde;Línea;3
443698,33;4475274,82;04  SALAMANCA;04-03 FUENTE DEL BERRO;VIZCONDE DE MATAMALA, CALLE, DEL;13;Verde;Línea;3
443680,71;4475277,71;04  SALAMANCA;04-03 FUENTE DEL BERRO;VIZCONDE DE MATAMALA, CALLE, DEL;14;Verde;Línea;2
443711,82;4475269,48;04  SALAMANCA;04-03 FUENTE DEL BERRO;VIZCONDE DE MATAMALA, CALLE, DEL;15;Verde;Línea;1
443691,26;4475273,39;04  SALAMANCA;04-03 FUENTE DEL BERRO;VIZCONDE DE MATAMALA, CALLE, DEL;16;Verde;Línea;1
443761;4475250,46;04  SALAMANCA;04-03 FUENTE DEL BERRO;VIZCONDE DE MATAMALA, CALLE, DEL;21;Verde;Batería;2
443778,21;4475238,23;04  SALAMANCA;04-03 FUENTE DEL BERRO;VIZCONDE DE MATAMALA, CALLE, DEL;23;Verde;Línea;1
443825,2;4475221,49;04  SALAMANCA;04-03 FUENTE DEL BERRO;VIZCONDE DE MATAMALA, CALLE, DEL;27;Verde;Línea;3
443840,53;4475216,14;04  SALAMANCA;04-03 FUENTE DEL BERRO;VIZCONDE DE MATAMALA, CALLE, DEL;29;Verde;Línea;1
