Gis_X;Gis_Y;Distrito;Barrio;Calle;Nº Finca;Color;Batería/Línea;Número de Plazas
439391,18;4473397,08;01  CENTRO;01-01 PALACIO;SAN BERNABE, CALLE, DE;16;Verde;Línea;11
439327,28;4473358,14;01  CENTRO;01-01 PALACIO;SAN BERNABE, CALLE, DE;17;Verde;Línea;5
439385,66;4473389,66;01  CENTRO;01-01 PALACIO;SAN BERNABE, CALLE, DE;18;Verde;Línea;9
439364,04;4473382,54;01  CENTRO;01-01 PALACIO;SAN BERNABE, CALLE, DE;22;Verde;Línea;1
439355,81;4473373,39;01  CENTRO;01-01 PALACIO;SAN BERNABE, CALLE, DE;24;Verde;Línea;5
439349,6;4473374,79;01  CENTRO;01-01 PALACIO;SAN BERNABE, CALLE, DE;24;Verde;Línea;3
439321,92;4473360,06;01  CENTRO;01-01 PALACIO;SAN BERNABE, CALLE, DE;28;Verde;Línea;5
439891,82;4473836,58;01  CENTRO;01-01 PALACIO;SAN BRUNO, CALLE, DE;6;Verde;Línea;1
439889,13;4473829,74;01  CENTRO;01-01 PALACIO;SAN BRUNO, CALLE, DE;7;Verde;Línea;1
439381,94;4473614,36;01  CENTRO;01-01 PALACIO;SAN BUENAVENTURA, CALLE, DE;2;Verde;Línea;8
439356,84;4473655,27;01  CENTRO;01-01 PALACIO;SAN BUENAVENTURA, CALLE, DE;4;Verde;Línea;3
439337,65;4473690,14;01  CENTRO;01-01 PALACIO;SAN BUENAVENTURA, CALLE, DE;12;Verde;Línea;14
439620,59;4473645,39;01  CENTRO;01-01 PALACIO;SAN FRANCISCO, CARRERA, DE;1;Verde;Línea;3
439614,7;4473651,61;01  CENTRO;01-01 PALACIO;SAN FRANCISCO, CARRERA, DE;2;Azul;Línea;5
439590,27;4473633,75;01  CENTRO;01-01 PALACIO;SAN FRANCISCO, CARRERA, DE;3;Verde;Línea;13
439582,36;4473639,31;01  CENTRO;01-01 PALACIO;SAN FRANCISCO, CARRERA, DE;4;Azul;Línea;4
439541,59;4473615,43;01  CENTRO;01-01 PALACIO;SAN FRANCISCO, CARRERA, DE;7;Verde;Línea;3
439524,84;4473608,64;01  CENTRO;01-01 PALACIO;SAN FRANCISCO, CARRERA, DE;9;Verde;Línea;1
439503,41;4473600,56;01  CENTRO;01-01 PALACIO;SAN FRANCISCO, CARRERA, DE;11;Verde;Línea;2
439473,28;4473586,08;01  CENTRO;01-01 PALACIO;SAN FRANCISCO, CARRERA, DE;13;Verde;Batería;5
439485,16;4473590,49;01  CENTRO;01-01 PALACIO;SAN FRANCISCO, CARRERA, DE;13;Verde;Batería;4
439481,36;4473601,58;01  CENTRO;01-01 PALACIO;SAN FRANCISCO, CARRERA, DE;14;Azul;Línea;2
439460,97;4473584,1;01  CENTRO;01-01 PALACIO;SAN FRANCISCO, CARRERA, DE;15;Verde;Línea;3
439460,73;4473593,46;01  CENTRO;01-01 PALACIO;SAN FRANCISCO, CARRERA, DE;16;Azul;Línea;4
439430,62;4473498,04;01  CENTRO;01-01 PALACIO;SAN FRANCISCO, PLAZA, DE;4;Verde;Línea;2
439518,47;4473540,06;01  CENTRO;01-01 PALACIO;SAN ISIDRO LABRADOR, CALLE, DE;6;Verde;Línea;14
439499,78;4473582,81;01  CENTRO;01-01 PALACIO;SAN ISIDRO LABRADOR, CALLE, DE;12;Verde;Línea;3
439822,5;4473949,38;01  CENTRO;01-01 PALACIO;SAN JUSTO, CALLE, DE;2;Verde;Línea;3
439844,08;4474087,45;01  CENTRO;01-01 PALACIO;SAN MIGUEL, PLAZA, DE;6;Verde;Línea;8
439614,36;4474144,08;01  CENTRO;01-01 PALACIO;SAN NICOLAS, PLAZA, DE;1;Verde;Línea;1
439704,89;4473811,85;01  CENTRO;01-01 PALACIO;SAN PEDRO, COSTANILLA, DE;10;Verde;Línea;6
439699,02;4473782,87;01  CENTRO;01-01 PALACIO;SAN PEDRO, COSTANILLA, DE;12;Verde;Línea;2
439698,36;4473708,28;01  CENTRO;01-01 PALACIO;SAN PEDRO, COSTANILLA, DE;S/N;Azul;Línea;6
439692,89;4474292,7;01  CENTRO;01-01 PALACIO;SANTA CLARA, CALLE, DE;6;Verde;Línea;3
439690,13;4474323,63;01  CENTRO;01-01 PALACIO;SANTA CLARA, CALLE, DE;8;Verde;Línea;4
439754,57;4474507,44;01  CENTRO;01-01 PALACIO;SANTO DOMINGO, CUESTA, DE;1;Verde;Línea;2
439764,07;4474519,51;01  CENTRO;01-01 PALACIO;SANTO DOMINGO, CUESTA, DE;4;Verde;Línea;4
439832,64;4474690,8;01  CENTRO;01-01 PALACIO;SANTO DOMINGO, PLAZA, DE;12;Verde;Línea;1
439838,04;4474691,23;01  CENTRO;01-01 PALACIO;SANTO DOMINGO, PLAZA, DE;12;Verde;Línea;4
439888,78;4474676,45;01  CENTRO;01-01 PALACIO;SANTO DOMINGO, PLAZA, DE;14;Verde;Línea;1
439959,55;4473885,96;01  CENTRO;01-01 PALACIO;SEGOVIA NUEVA, PLAZA, DE;1;Verde;Línea;4
439737,93;4473887,69;01  CENTRO;01-01 PALACIO;SEGOVIA, CALLE, DE;11;Verde;Batería;5
439664,72;4473913,42;01  CENTRO;01-01 PALACIO;SEGOVIA, CALLE, DE;12;Verde;Línea;3
439677,42;4473909,44;01  CENTRO;01-01 PALACIO;SEGOVIA, CALLE, DE;12;Verde;Línea;2
439638,6;4473921,49;01  CENTRO;01-01 PALACIO;SEGOVIA, CALLE, DE;16;Verde;Línea;2
439570,02;4473935,21;01  CENTRO;01-01 PALACIO;SEGOVIA, CALLE, DE;17;Verde;Línea;19
439524,71;4473935,49;01  CENTRO;01-01 PALACIO;SEGOVIA, CALLE, DE;19;Verde;Línea;1
439509,63;4473935,45;01  CENTRO;01-01 PALACIO;SEGOVIA, CALLE, DE;19;Verde;Línea;4
439576,76;4473945,94;01  CENTRO;01-01 PALACIO;SEGOVIA, CALLE, DE;20;Azul;Línea;3
439487,08;4473946,13;01  CENTRO;01-01 PALACIO;SEGOVIA, CALLE, DE;21;Azul;Línea;4
439484,03;4473935,85;01  CENTRO;01-01 PALACIO;SEGOVIA, CALLE, DE;21;Verde;Línea;3
439537,15;4473946,18;01  CENTRO;01-01 PALACIO;SEGOVIA, CALLE, DE;24;Azul;Línea;6
439356,12;4473937,18;01  CENTRO;01-01 PALACIO;SEGOVIA, CALLE, DE;27;Verde;Línea;20
439345,58;4473947,04;01  CENTRO;01-01 PALACIO;SEGOVIA, CALLE, DE;28;Azul;Línea;40
439295,64;4473938,28;01  CENTRO;01-01 PALACIO;SEGOVIA, CALLE, DE;31;Verde;Línea;3
439269,82;4473938,62;01  CENTRO;01-01 PALACIO;SEGOVIA, CALLE, DE;35;Verde;Línea;4
439218,89;4473949,69;01  CENTRO;01-01 PALACIO;SEGOVIA, CALLE, DE;39;Azul;Línea;9
439215,31;4473939,65;01  CENTRO;01-01 PALACIO;SEGOVIA, CALLE, DE;39;Verde;Línea;7
439151,36;4473853,53;01  CENTRO;01-01 PALACIO;SEGOVIA, RONDA, DE;3;Verde;Línea;6
439134,04;4473808,46;01  CENTRO;01-01 PALACIO;SEGOVIA, RONDA, DE;5;Verde;Línea;3
439129,1;4473795,47;01  CENTRO;01-01 PALACIO;SEGOVIA, RONDA, DE;7;Verde;Línea;2
439121,85;4473777,3;01  CENTRO;01-01 PALACIO;SEGOVIA, RONDA, DE;9;Verde;Línea;4
439111,58;4473750,42;01  CENTRO;01-01 PALACIO;SEGOVIA, RONDA, DE;13;Verde;Línea;6
439102,36;4473727,58;01  CENTRO;01-01 PALACIO;SEGOVIA, RONDA, DE;15;Verde;Línea;2
439080,7;4473704,47;01  CENTRO;01-01 PALACIO;SEGOVIA, RONDA, DE;17;Azul;Línea;18
439086,95;4473687,92;01  CENTRO;01-01 PALACIO;SEGOVIA, RONDA, DE;19;Verde;Línea;11
439076,78;4473662,08;01  CENTRO;01-01 PALACIO;SEGOVIA, RONDA, DE;23;Verde;Línea;2
439076,91;4473616,39;01  CENTRO;01-01 PALACIO;SEGOVIA, RONDA, DE;25;Verde;Línea;3
439083,22;4473601,82;01  CENTRO;01-01 PALACIO;SEGOVIA, RONDA, DE;27;Verde;Línea;2
439088,22;4473591,83;01  CENTRO;01-01 PALACIO;SEGOVIA, RONDA, DE;29;Verde;Línea;1
439106,72;4473553,08;01  CENTRO;01-01 PALACIO;SEGOVIA, RONDA, DE;35;Verde;Línea;1
439124,72;4473512,85;01  CENTRO;01-01 PALACIO;SEGOVIA, RONDA, DE;39;Verde;Línea;7
439142,03;4473476,57;01  CENTRO;01-01 PALACIO;SEGOVIA, RONDA, DE;41;Verde;Línea;4
439149,09;4473462,21;01  CENTRO;01-01 PALACIO;SEGOVIA, RONDA, DE;43;Verde;Línea;2
439158,36;4473442,35;01  CENTRO;01-01 PALACIO;SEGOVIA, RONDA, DE;45;Verde;Línea;4
439172,58;4473413,78;01  CENTRO;01-01 PALACIO;SEGOVIA, RONDA, DE;49;Verde;Línea;3
439188,22;4473379,91;01  CENTRO;01-01 PALACIO;SEGOVIA, RONDA, DE;53;Verde;Línea;6
439213,53;4473359,41;01  CENTRO;01-01 PALACIO;SEGOVIA, RONDA, DE;55;Verde;Línea;5
439256,53;4473335,09;01  CENTRO;01-01 PALACIO;SEGOVIA, RONDA, DE;61;Verde;Línea;11
439376,17;4473271,35;01  CENTRO;01-01 PALACIO;SEGOVIA, RONDA, DE;69;Verde;Línea;38
439468,78;4473226,43;01  CENTRO;01-01 PALACIO;SEGOVIA, RONDA, DE;75;Verde;Línea;4
439495,36;4473211,65;01  CENTRO;01-01 PALACIO;SEGOVIA, RONDA, DE;87;Verde;Línea;4
439117,64;4473799,42;01  CENTRO;01-01 PALACIO;SEGOVIA, RONDA, DE;2 G;Azul;Línea;18
439093,98;4473580,23;01  CENTRO;01-01 PALACIO;SEGOVIA, RONDA, DE;31 B;Verde;Línea;1
439773,34;4473515,32;01  CENTRO;01-01 PALACIO;SIERPE, CALLE, DE LA;1;Verde;Línea;10
439946,64;4474684,79;01  CENTRO;01-01 PALACIO;SILVA, CALLE, DE;1;Azul;Línea;8
440002,99;4474702,86;01  CENTRO;01-01 PALACIO;SILVA, CALLE, DE;8;Azul;Línea;3
439650,99;4473631,41;01  CENTRO;01-01 PALACIO;TABERNILLAS, CALLE, DE LAS;5;Verde;Línea;3
439617,53;4473556,36;01  CENTRO;01-01 PALACIO;TABERNILLAS, CALLE, DE LAS;6;Verde;Línea;2
439640,66;4473604,45;01  CENTRO;01-01 PALACIO;TABERNILLAS, CALLE, DE LAS;13;Verde;Línea;8
439946,07;4473765,83;01  CENTRO;01-01 PALACIO;TOLEDO, CALLE, DE;44;Azul;Batería;6
439929,07;4473724,18;01  CENTRO;01-01 PALACIO;TOLEDO, CALLE, DE;50;Azul;Batería;9
439658,59;4473272,1;01  CENTRO;01-01 PALACIO;TOLEDO, CALLE, DE;102;Azul;Línea;10
439637,77;4473216,69;01  CENTRO;01-01 PALACIO;TOLEDO, CALLE, DE;110;Azul;Línea;4
439784,25;4474702,34;01  CENTRO;01-01 PALACIO;TORIJA, CALLE, DE;4;Verde;Línea;8
439787,07;4474696,44;01  CENTRO;01-01 PALACIO;TORIJA, CALLE, DE;4;Verde;Batería;17
439738,19;4474271,37;01  CENTRO;01-01 PALACIO;UNION, CALLE, DE LA;1;Verde;Línea;2
439741,68;4474257,9;01  CENTRO;01-01 PALACIO;UNION, CALLE, DE LA;2;Verde;Línea;1
439731,78;4474295,32;01  CENTRO;01-01 PALACIO;UNION, CALLE, DE LA;3;Verde;Línea;4
439724,05;4474325,73;01  CENTRO;01-01 PALACIO;UNION, CALLE, DE LA;5;Verde;Línea;2
439718,27;4474351,2;01  CENTRO;01-01 PALACIO;UNION, CALLE, DE LA;9;Verde;Línea;4
439309,85;4473915,34;01  CENTRO;01-01 PALACIO;VALLICIERGO, CALLE, DE;2;Verde;Línea;9
439301,16;4474081,93;01  CENTRO;01-01 PALACIO;VEGA, CUESTA, DE LA;1;Naranja;Línea;27
439262,28;4474003,52;01  CENTRO;01-01 PALACIO;VEGA, CUESTA, DE LA;3;Naranja;Línea;13
439226,88;4474003,64;01  CENTRO;01-01 PALACIO;VEGA, CUESTA, DE LA;3;Naranja;Línea;36
439206,07;4474078,34;01  CENTRO;01-01 PALACIO;VEGA, CUESTA, DE LA;3;Naranja;Línea;4
439435,56;4473297,43;01  CENTRO;01-01 PALACIO;VENTOSA, CALLE, DE LA;19;Verde;Línea;9
439448,05;4473296;01  CENTRO;01-01 PALACIO;VENTOSA, CALLE, DE LA;19;Verde;Línea;2
439350,83;4473361,46;01  CENTRO;01-01 PALACIO;VENTOSA, CALLE, DE LA;25;Verde;Línea;1
439381,53;4473339,19;01  CENTRO;01-01 PALACIO;VENTOSA, CALLE, DE LA;26;Verde;Línea;12
439327,62;4473379,03;01  CENTRO;01-01 PALACIO;VENTOSA, CALLE, DE LA;28;Verde;Línea;4
439310,08;4473393,27;01  CENTRO;01-01 PALACIO;VENTOSA, CALLE, DE LA;30;Verde;Línea;3
439702,24;4474356,5;01  CENTRO;01-01 PALACIO;VERGARA, CALLE, DE;7;Verde;Línea;5
439546,93;4473985,73;01  CENTRO;01-01 PALACIO;VILLA, CALLE, DE LA;2;Verde;Línea;3
439536,47;4473994,96;01  CENTRO;01-01 PALACIO;VILLA, CALLE, DE LA;2;Verde;Batería;6
439578,9;4473323,97;01  CENTRO;01-01 PALACIO;VIRGEN DE LA PALOMA, PLAZA, DE LA;4;Verde;Línea;3
439587,34;4473315,34;01  CENTRO;01-01 PALACIO;VIRGEN DE LA PALOMA, PLAZA, DE LA;4;Verde;Línea;3
439416,66;4473777,5;01  CENTRO;01-01 PALACIO;YESEROS, CALLE, DE LOS;3;Verde;Línea;2
439390,97;4473798,23;01  CENTRO;01-01 PALACIO;YESEROS, CALLE, DE LOS;5;Verde;Línea;1
439406,76;4473785,41;01  CENTRO;01-01 PALACIO;YESEROS, CALLE, DE LOS;6;Verde;Línea;3
439399,03;4473791,59;01  CENTRO;01-01 PALACIO;YESEROS, CALLE, DE LOS;8;Verde;Línea;1
439934,43;4473449,84;01  CENTRO;01-02 EMBAJADORES;AMAZONAS, CALLE, DE LAS;1;Verde;Batería;5
439903,8;4473443,43;01  CENTRO;01-02 EMBAJADORES;AMAZONAS, CALLE, DE LAS;1;Verde;Batería;13
439929,67;4473439,79;01  CENTRO;01-02 EMBAJADORES;AMAZONAS, CALLE, DE LAS;1;Verde;Línea;7
439901,14;4473450,04;01  CENTRO;01-02 EMBAJADORES;AMAZONAS, CALLE, DE LAS;1;Verde;Línea;10
439940,81;4473431,41;01  CENTRO;01-02 EMBAJADORES;AMAZONAS, CALLE, DE LAS;1;Verde;Línea;7
439930,08;4473459,92;01  CENTRO;01-02 EMBAJADORES;AMAZONAS, CALLE, DE LAS;1;Verde;Línea;1
439954,41;4473468,14;01  CENTRO;01-02 EMBAJADORES;AMAZONAS, CALLE, DE LAS;6;Verde;Línea;9
440534,37;4473172,89;01  CENTRO;01-02 EMBAJADORES;AMPARO, CALLE, DE;89;Verde;Línea;3
440557,14;4473112,51;01  CENTRO;01-02 EMBAJADORES;AMPARO, CALLE, DE;92;Verde;Línea;23
440567,99;4473098,74;01  CENTRO;01-02 EMBAJADORES;AMPARO, CALLE, DE;94;Verde;Línea;11
440549,15;4473140,58;01  CENTRO;01-02 EMBAJADORES;AMPARO, CALLE, DE;97;Verde;Línea;7
440603,93;4473038,25;01  CENTRO;01-02 EMBAJADORES;AMPARO, CALLE, DE;102;Azul;Línea;1
440587,8;4473043,5;01  CENTRO;01-02 EMBAJADORES;AMPARO, CALLE, DE;102;Verde;Línea;1
440587,96;4473054,08;01  CENTRO;01-02 EMBAJADORES;AMPARO, CALLE, DE;115;Verde;Línea;6
439758,67;4473337;01  CENTRO;01-02 EMBAJADORES;ARGANZUELA, CALLE, DE LA;9;Verde;Línea;3
439763,94;4473320,13;01  CENTRO;01-02 EMBAJADORES;ARGANZUELA, CALLE, DE LA;13;Verde;Línea;5
439778,55;4473275,74;01  CENTRO;01-02 EMBAJADORES;ARGANZUELA, CALLE, DE LA;19;Verde;Línea;8
439803,47;4473211,29;01  CENTRO;01-02 EMBAJADORES;ARGANZUELA, CALLE, DE LA;27;Verde;Línea;14
439822,84;4473164,29;01  CENTRO;01-02 EMBAJADORES;ARGANZUELA, CALLE, DE LA;33;Verde;Línea;4
440584,26;4473314,58;01  CENTRO;01-02 EMBAJADORES;ARGUMOSA, CALLE, DE;2;Verde;Línea;3
440608,44;4473309,03;01  CENTRO;01-02 EMBAJADORES;ARGUMOSA, CALLE, DE;4;Verde;Línea;6
440605,1;4473316,48;01  CENTRO;01-02 EMBAJADORES;ARGUMOSA, CALLE, DE;5;Verde;Batería;16
440651,88;4473300,12;01  CENTRO;01-02 EMBAJADORES;ARGUMOSA, CALLE, DE;8;Azul;Línea;2
440666,86;4473296,95;01  CENTRO;01-02 EMBAJADORES;ARGUMOSA, CALLE, DE;10;Azul;Línea;5
440665,9;4473303,13;01  CENTRO;01-02 EMBAJADORES;ARGUMOSA, CALLE, DE;11;Verde;Batería;13
440693,74;4473291,44;01  CENTRO;01-02 EMBAJADORES;ARGUMOSA, CALLE, DE;14;Azul;Línea;3
440729,74;4473283,68;01  CENTRO;01-02 EMBAJADORES;ARGUMOSA, CALLE, DE;18;Azul;Línea;9
440738,51;4473287,61;01  CENTRO;01-02 EMBAJADORES;ARGUMOSA, CALLE, DE;21;Verde;Batería;34
440810,43;4473266,23;01  CENTRO;01-02 EMBAJADORES;ARGUMOSA, CALLE, DE;22;Verde;Línea;4
440794,29;4473269,65;01  CENTRO;01-02 EMBAJADORES;ARGUMOSA, CALLE, DE;22;Verde;Línea;4
440756,45;4473278,17;01  CENTRO;01-02 EMBAJADORES;ARGUMOSA, CALLE, DE;23;Azul;Línea;2
440842,88;4473259,24;01  CENTRO;01-02 EMBAJADORES;ARGUMOSA, CALLE, DE;24;Verde;Línea;3
440823;4473269,79;01  CENTRO;01-02 EMBAJADORES;ARGUMOSA, CALLE, DE;29;Verde;Batería;13
440937,28;4473206,48;01  CENTRO;01-02 EMBAJADORES;ARGUMOSA, CALLE, DE;30;Azul;Línea;9
440967,94;4473186,39;01  CENTRO;01-02 EMBAJADORES;ARGUMOSA, CALLE, DE;32;Azul;Línea;2
440847,98;4473260,63;01  CENTRO;01-02 EMBAJADORES;ARGUMOSA, CALLE, DE;33;Verde;Batería;4
440855,59;4473256,39;01  CENTRO;01-02 EMBAJADORES;ARGUMOSA, CALLE, DE;33;Verde;Línea;3
440394;4473923,07;01  CENTRO;01-02 EMBAJADORES;ATOCHA, CALLE, DE;22;Verde;Línea;3
440444;4473900,2;01  CENTRO;01-02 EMBAJADORES;ATOCHA, CALLE, DE;26;Verde;Línea;3
440943,53;4473577,47;01  CENTRO;01-02 EMBAJADORES;ATOCHA, CALLE, DE;94;Verde;Línea;2
440952,84;4473570,03;01  CENTRO;01-02 EMBAJADORES;ATOCHA, CALLE, DE;96;Azul;Línea;1
440987;4473550,26;01  CENTRO;01-02 EMBAJADORES;ATOCHA, CALLE, DE;100;Azul;Línea;6
441050,78;4473514,25;01  CENTRO;01-02 EMBAJADORES;ATOCHA, CALLE, DE;106;Azul;Línea;2
441106,74;4473481,53;01  CENTRO;01-02 EMBAJADORES;ATOCHA, CALLE, DE;108;Azul;Línea;4
441032,66;4473524,67;01  CENTRO;01-02 EMBAJADORES;ATOCHA, CALLE, DE;111;Azul;Línea;4
441171,28;4473444,02;01  CENTRO;01-02 EMBAJADORES;ATOCHA, CALLE, DE;114;Azul;Línea;3
441075,07;4473500,09;01  CENTRO;01-02 EMBAJADORES;ATOCHA, CALLE, DE;117;Azul;Línea;9
440915,73;4473147,41;01  CENTRO;01-02 EMBAJADORES;ATOCHA, RONDA, DE;0;Azul;Línea;3
440934,72;4473154,1;01  CENTRO;01-02 EMBAJADORES;ATOCHA, RONDA, DE;10;Azul;Línea;2
440901,88;4473142,63;01  CENTRO;01-02 EMBAJADORES;ATOCHA, RONDA, DE;12;Azul;Línea;3
440855,6;4473126,27;01  CENTRO;01-02 EMBAJADORES;ATOCHA, RONDA, DE;16;Azul;Línea;13
440808,44;4473109,86;01  CENTRO;01-02 EMBAJADORES;ATOCHA, RONDA, DE;18;Azul;Línea;1
440752,49;4473089,58;01  CENTRO;01-02 EMBAJADORES;ATOCHA, RONDA, DE;24;Azul;Línea;6
440684,08;4473066,9;01  CENTRO;01-02 EMBAJADORES;ATOCHA, RONDA, DE;34;Azul;Línea;3
440587,88;4473688,15;01  CENTRO;01-02 EMBAJADORES;AVE MARIA, CALLE, DEL;7;Verde;Línea;3
440583,41;4473688,37;01  CENTRO;01-02 EMBAJADORES;AVE MARIA, CALLE, DEL;8;Verde;Línea;2
440576,48;4473652,93;01  CENTRO;01-02 EMBAJADORES;AVE MARIA, CALLE, DEL;12;Verde;Línea;1
440581,85;4473647,13;01  CENTRO;01-02 EMBAJADORES;AVE MARIA, CALLE, DEL;13;Verde;Línea;3
440574,98;4473642,59;01  CENTRO;01-02 EMBAJADORES;AVE MARIA, CALLE, DEL;14;Verde;Línea;1
440573,71;4473622,73;01  CENTRO;01-02 EMBAJADORES;AVE MARIA, CALLE, DEL;15;Verde;Línea;2
440568,04;4473612,39;01  CENTRO;01-02 EMBAJADORES;AVE MARIA, CALLE, DEL;17;Verde;Línea;3
440562,16;4473618,89;01  CENTRO;01-02 EMBAJADORES;AVE MARIA, CALLE, DEL;18;Verde;Línea;5
440561,87;4473601,23;01  CENTRO;01-02 EMBAJADORES;AVE MARIA, CALLE, DEL;19;Verde;Línea;2
440539,57;4473564,94;01  CENTRO;01-02 EMBAJADORES;AVE MARIA, CALLE, DEL;25;Verde;Línea;2
440538,26;4473577,72;01  CENTRO;01-02 EMBAJADORES;AVE MARIA, CALLE, DEL;26;Verde;Línea;1
440534,1;4473570,69;01  CENTRO;01-02 EMBAJADORES;AVE MARIA, CALLE, DEL;26;Verde;Línea;2
440525,75;4473485,09;01  CENTRO;01-02 EMBAJADORES;AVE MARIA, CALLE, DEL;35;Verde;Línea;6
440524,64;4473460,3;01  CENTRO;01-02 EMBAJADORES;AVE MARIA, CALLE, DEL;39;Verde;Línea;3
440524,47;4473449,18;01  CENTRO;01-02 EMBAJADORES;AVE MARIA, CALLE, DEL;41;Verde;Línea;2
440524,48;4473430,31;01  CENTRO;01-02 EMBAJADORES;AVE MARIA, CALLE, DEL;45;Verde;Línea;3
440519,75;4473460,82;01  CENTRO;01-02 EMBAJADORES;AVE MARIA, CALLE, DEL;46;Verde;Línea;14
440518,48;4473416,43;01  CENTRO;01-02 EMBAJADORES;AVE MARIA, CALLE, DEL;52;Verde;Línea;2
440669,27;4473481,95;01  CENTRO;01-02 EMBAJADORES;BUENAVISTA, CALLE, DE;21;Verde;Línea;5
440643,07;4473450,45;01  CENTRO;01-02 EMBAJADORES;BUENAVISTA, CALLE, DE;27;Verde;Línea;10
440613,46;4473410,77;01  CENTRO;01-02 EMBAJADORES;BUENAVISTA, CALLE, DE;41;Verde;Línea;8
439916,42;4473135,09;01  CENTRO;01-02 EMBAJADORES;CAMPILLO DEL MUNDO NUEVO, PLAZA, DEL;2;Verde;Línea;2
439919,04;4473121,38;01  CENTRO;01-02 EMBAJADORES;CAMPILLO DEL MUNDO NUEVO, PLAZA, DEL;3;Verde;Línea;3
439926,07;4473083,98;01  CENTRO;01-02 EMBAJADORES;CAMPILLO DEL MUNDO NUEVO, PLAZA, DEL;5;Verde;Línea;4
439918,8;4473068,63;01  CENTRO;01-02 EMBAJADORES;CAMPILLO DEL MUNDO NUEVO, PLAZA, DEL;5;Verde;Línea;1
439820,06;4473118,08;01  CENTRO;01-02 EMBAJADORES;CAMPILLO DEL MUNDO NUEVO, PLAZA, DEL;6;Verde;Batería;15
439806,89;4473124,75;01  CENTRO;01-02 EMBAJADORES;CAMPILLO DEL MUNDO NUEVO, PLAZA, DEL;6;Verde;Batería;14
439847,76;4473142,21;01  CENTRO;01-02 EMBAJADORES;CAMPILLO DEL MUNDO NUEVO, PLAZA, DEL;8;Verde;Batería;4
439851,37;4473138,41;01  CENTRO;01-02 EMBAJADORES;CAMPILLO DEL MUNDO NUEVO, PLAZA, DEL;8;Verde;Línea;5
439893,85;4473148,73;01  CENTRO;01-02 EMBAJADORES;CAMPILLO DEL MUNDO NUEVO, PLAZA, DEL;9;Verde;Línea;3
439893,32;4473154,79;01  CENTRO;01-02 EMBAJADORES;CAMPILLO DEL MUNDO NUEVO, PLAZA, DEL;9;Verde;Batería;6
439862,81;4473146,51;01  CENTRO;01-02 EMBAJADORES;CAMPILLO DEL MUNDO NUEVO, PLAZA, DEL;8 B;Verde;Batería;3
440478,28;4473863,76;01  CENTRO;01-02 EMBAJADORES;CAÑIZARES, CALLE, DE LOS;1;Verde;Línea;2
440474,09;4473834,13;01  CENTRO;01-02 EMBAJADORES;CAÑIZARES, CALLE, DE LOS;3;Verde;Línea;8
439689,68;4473228,72;01  CENTRO;01-02 EMBAJADORES;CAPITAN SALAZAR MARTINEZ, CALLE, DEL;3;Verde;Línea;12
439694,65;4473224,77;01  CENTRO;01-02 EMBAJADORES;CAPITAN SALAZAR MARTINEZ, CALLE, DEL;3;Verde;Línea;14
439729,94;4473230,12;01  CENTRO;01-02 EMBAJADORES;CAPITAN SALAZAR MARTINEZ, CALLE, DEL;9;Verde;Línea;3
439736,55;4473226,11;01  CENTRO;01-02 EMBAJADORES;CAPITAN SALAZAR MARTINEZ, CALLE, DEL;9;Verde;Línea;4
439763,07;4473231,11;01  CENTRO;01-02 EMBAJADORES;CAPITAN SALAZAR MARTINEZ, CALLE, DEL;11;Verde;Línea;7
439890,09;4473362,55;01  CENTRO;01-02 EMBAJADORES;CARLOS ARNICHES, CALLE, DE;6;Verde;Línea;10
439886,34;4473330,91;01  CENTRO;01-02 EMBAJADORES;CARLOS ARNICHES, CALLE, DE;10;Verde;Línea;2
439889,77;4473286,22;01  CENTRO;01-02 EMBAJADORES;CARLOS ARNICHES, CALLE, DE;18;Verde;Línea;9
439897,86;4473238,93;01  CENTRO;01-02 EMBAJADORES;CARLOS ARNICHES, CALLE, DE;24;Verde;Línea;4
439905,07;4473202,21;01  CENTRO;01-02 EMBAJADORES;CARLOS ARNICHES, CALLE, DE;27;Verde;Línea;3
439910,18;4473175,23;01  CENTRO;01-02 EMBAJADORES;CARLOS ARNICHES, CALLE, DE;31;Verde;Línea;2
439908,83;4473182,51;01  CENTRO;01-02 EMBAJADORES;CARLOS ARNICHES, CALLE, DE;31;Verde;Línea;1
439995,6;4473643,9;01  CENTRO;01-02 EMBAJADORES;CASCORRO, PLAZA, DE;2;Verde;Línea;6
440015,08;4473581,36;01  CENTRO;01-02 EMBAJADORES;CASCORRO, PLAZA, DE;5;Verde;Línea;15
439983,38;4473511,96;01  CENTRO;01-02 EMBAJADORES;CASCORRO, PLAZA, DE;13;Azul;Línea;5
439978,79;4473510,85;01  CENTRO;01-02 EMBAJADORES;CASCORRO, PLAZA, DE;13;Verde;Línea;4
439982,46;4473559,3;01  CENTRO;01-02 EMBAJADORES;CASCORRO, PLAZA, DE;18;Azul;Línea;8
439977,82;4473562,91;01  CENTRO;01-02 EMBAJADORES;CASCORRO, PLAZA, DE;18;Verde;Línea;7
439981,38;4473607,59;01  CENTRO;01-02 EMBAJADORES;CASCORRO, PLAZA, DE;20;Verde;Línea;3
439984,49;4473601,2;01  CENTRO;01-02 EMBAJADORES;CASCORRO, PLAZA, DE;20;Verde;Línea;5
439991,93;4473636,74;01  CENTRO;01-02 EMBAJADORES;CASCORRO, PLAZA, DE;22;Verde;Batería;7
