FID,ID,NOMBRE,DESCRIPCION,DIRECCION,SDOGEOMETRIA,URL,EMAIL,CONTACTO,HORARIOS,PRECIOS,TITULARIDAD,TARJETAJOVEN,ACCESOPMR,NROPLAZAS,TOTALPLAZAS
da_aparcamientosBici.fid--175d4967_1a00d9bb795_f92,65998,APARCABICIS_217,Frente a Carril de los Niños.,"CARRIL DE CASTELL, 23 ",POINT (374793.57398567 4065356.27104485),,,,,,MUNICIPAL,No,No,8,2084
da_aparcamientosBici.fid--175d4967_1a00d9bb795_f93,66088,APARCABICIS_298,Esq. Cl. Peinado,"CALLE EDUARDO DOMÍNGUEZ ÁVILA, 19 ",POINT (373063.643026174 4065994.5453474),,,,,,MUNICIPAL,No,No,10,2084
da_aparcamientosBici.fid--175d4967_1a00d9bb795_f94,65996,APARCABICIS_186,Esquina c/ Mar.,"PLAZA NIÑO DE LAS MORAS, 4 ",POINT (378607.9429513 4064618.04854184),,,,,,MUNICIPAL,No,No,6,2084
da_aparcamientosBici.fid--175d4967_1a00d9bb795_f95,66061,APARCABICIS_268,A la altura del número 18,"CALLE REAL, 18 ",POINT (378646.371738611 4064839.75493038),,,,,,MUNICIPAL,No,No,6,2084
da_aparcamientosBici.fid--175d4967_1a00d9bb795_f96,65999,APARCABICIS_229,Frente a Colegio San Estanislao de Kostka.,"AVENIDA DE JUAN SEBASTIÁN ELCANO, 170 ",POINT (378354.123919688 4064809.95156696),,,,,,MUNICIPAL,No,No,6,2084
da_aparcamientosBici.fid--175d4967_1a00d9bb795_f97,66123,APARCABICIS_325,Esq. Plaza Cristo del Amor,"CALLE FERNANDO EL CATÓLICO, 2 ",POINT (373759.647658538 4065765.90348837),,,,,,MUNICIPAL,No,No,4,2084
da_aparcamientosBici.fid--175d4967_1a00d9bb795_f98,65974,APARCABICIS_051,A la altura del Polideportivo la Mosca,"CALLE EUCALIPTUS, 18 ",POINT (377574.72770875 4065644.0585491),,,,,,MUNICIPAL,No,No,4,2084
da_aparcamientosBici.fid--175d4967_1a00d9bb795_f99,66005,APARCABICIS_233,Puerta del Conservatorio de Música Manuel Carra.,"AVENIDA DE JACINTO BENAVENTE, 13 ",POINT (372830.699844618 4068077.44835446),,,,,,MUNICIPAL,No,No,4,2084
da_aparcamientosBici.fid--175d4967_1a00d9bb795_f9a,65885,APARCABICIS_338,,"CALLE BARROSO, 7 ",POINT (372934.000185537 4064289.00009046),,,,,,MUNICIPAL,No,No,6,2084
da_aparcamientosBici.fid--175d4967_1a00d9bb795_f9b,78125,APARCABICIS_345,,"CALLE ALCALDE JOAQUÍN QUILES, 31 ",POINT (373522.224115278 4068021.69864904),,,,,,MUNICIPAL,No,No,6,2084
da_aparcamientosBici.fid--175d4967_1a00d9bb795_f9c,65988,APARCABICIS_206,Junto a Oficina de Turismo.,"PLAZA DE LA MARINA, 11 ",POINT (373151.817951465 4064471.83316786),,,,,,MUNICIPAL,No,No,16,2084
da_aparcamientosBici.fid--175d4967_1a00d9bb795_f9d,66049,APARCABICIS_257,A la altura del Paseo de Levante,"PASEO DE LA FAROLA, 21 ",POINT (373683.242554624 4064029.44516644),,,,,,MUNICIPAL,No,No,10,2084
da_aparcamientosBici.fid--175d4967_1a00d9bb795_f9e,66019,APARCABICIS_203,Puerta del Colegio Manolo Garvayo,"CALLE ENCARNACIÓN FONTIVEROS, 4 ",POINT (370702.135740221 4065499.73631764),,,,,,MUNICIPAL,No,No,8,2084
da_aparcamientosBici.fid--175d4967_1a00d9bb795_f9f,66037,APARCABICIS_216,Glorieta Antonio Molina,"GLORIETA ANTONIO MOLINA, 1 ",POINT (371742.438923765 4062570.74554696),,,,,,MUNICIPAL,No,No,8,2084
da_aparcamientosBici.fid--175d4967_1a00d9bb795_fa0,66036,APARCABICIS_215,Junto aparatos de gimnasia,"GLORIETA ANTONIO MOLINA, 1 ",POINT (371753.465811727 4062585.11647307),,,,,,MUNICIPAL,No,No,4,2084
da_aparcamientosBici.fid--175d4967_1a00d9bb795_fa1,65911,APARCABICIS_135,Esquina con Gta. Antonio Molina,"GLORIETA ANTONIO MOLINA, 1 ",POINT (371730.198406006 4062548.64438878),,,,,,MUNICIPAL,No,No,4,2084
da_aparcamientosBici.fid--175d4967_1a00d9bb795_fa2,65907,APARCABICIS_112,Frente al C.E.P Pablo Ruiz Picasso,"CALLE HONDURAS, 6 ",POINT (371839.794827993 4064809.85847611),,,,,,MUNICIPAL,No,No,4,2084
da_aparcamientosBici.fid--175d4967_1a00d9bb795_fa3,66023,APARCABICIS_220,Junto al Campo de Fútbol,"CALLE LA ARGENTINITA, 6 ",POINT (370903.745543407 4065185.75702395),,,,,,MUNICIPAL,No,No,4,2084
da_aparcamientosBici.fid--175d4967_1a00d9bb795_fa4,66074,APARCABICIS_284,Esquina con Cl. Miguel Carrera,"CALLE MIGUEL CARRERA, 30 ",POINT (368875.992401043 4065212.61684381),,,,,,MUNICIPAL,No,No,8,2084
da_aparcamientosBici.fid--175d4967_1a00d9bb795_fa5,66041,APARCABICIS_221,Frente a la Ciudad de la Justicia,"CALLE FISCAL LUIS PORTERO GARCÍA, 11 ",POINT (369549.603975397 4064322.15079086),,,,,,MUNICIPAL,No,No,8,2084
da_aparcamientosBici.fid--175d4967_1a00d9bb795_fa6,66021,APARCABICIS_213,Esq. con Cl. O'donnell,"CALLE JUAN FERNÁNDEZ SÚRIA, 9 ",POINT (371516.26229823 4065014.98788746),,,,,,MUNICIPAL,No,No,8,2084
da_aparcamientosBici.fid--175d4967_1a00d9bb795_fa7,65939,APARCABICIS_034,Esquina con Walt Whitman junto Edificio negro.,"CALLE DEL VOLUNTARIADO MALAGUEÑO, 3 ",POINT (371895.680008419 4064253.62242316),,,,,,MUNICIPAL,No,No,10,2084
da_aparcamientosBici.fid--175d4967_1a00d9bb795_fa8,66085,APARCABICIS_295,Esq. con Cl. Antonio Jiménez Ruiz,"CALLE DIEGO DE VERGARA, 6 ",POINT (371909.095363498 4064989.34593081),,,,,,MUNICIPAL,No,No,6,2084
da_aparcamientosBici.fid--175d4967_1a00d9bb795_fa9,65920,APARCABICIS_038,Esquina con c/ Ejido,"PLAZA DEL MAESTRO ARTOLA, 3 ",POINT (373341.153769862 4065767.22849721),,,,,,MUNICIPAL,No,No,8,2084
da_aparcamientosBici.fid--175d4967_1a00d9bb795_faa,65954,APARCABICIS_131,Frente c/ Diamantino García Acosta,"CALLE LUIS BARAHONA DE SOTO, 11 ",POINT (370901.565672633 4061793.63174792),,,,,,MUNICIPAL,No,No,12,2084
da_aparcamientosBici.fid--175d4967_1a00d9bb795_fab,65924,APARCABICIS_160,Esquina con c/ Hilera,"CALLE ARMENGUAL DE LA MOTA, 8 ",POINT (372357.731071217 4064547.80152877),,,,,,MUNICIPAL,No,No,8,2084
da_aparcamientosBici.fid--175d4967_1a00d9bb795_fac,66092,APARCABICIS_302,Esq. Cl. Armengual de la Mota,"CALLE ARMENGUAL DE LA MOTA, 8 ",POINT (372366.128102983 4064548.65156659),,,,,,MUNICIPAL,No,No,8,2084
da_aparcamientosBici.fid--175d4967_1a00d9bb795_fad,65976,APARCABICIS_174,Esquina con c/ San Jorge.,"CALLE DUQUE DE RIVAS, 28 ",POINT (372815.449219483 4065719.27270971),,,,,,MUNICIPAL,No,No,4,2084
da_aparcamientosBici.fid--175d4967_1a00d9bb795_fae,65876,APARCABICIS_328,Esq. C/ Natalia,"CALLE CATALUÑA, 9 ",POINT (372030.999829348 4065111.99978313),,,,,,MUNICIPAL,No,No,4,2084
da_aparcamientosBici.fid--175d4967_1a00d9bb795_faf,65975,APARCABICIS_163,Esquina con Cl. Antonio Baena Gómez.,"CALLE ANTONIO BAENA GÓMEZ, 1 ",POINT (372997.758621848 4064588.74237426),,,,,,MUNICIPAL,No,No,20,2084
da_aparcamientosBici.fid--175d4967_1a00d9bb795_fb0,65967,APARCABICIS_092,Esq. con Cl. Antonio Romero,"CALLE FÉLIX CORRALES, 7 ",POINT (371487.494434637 4065294.15946623),,,,,,MUNICIPAL,No,No,6,2084
da_aparcamientosBici.fid--175d4967_1a00d9bb795_fb1,66008,APARCABICIS_185,Esquina Avenida Barcelona.,"CALLE CALZADA DE LA TRINIDAD, 1 ",POINT (372162.228855539 4065292.92673368),,,,,,MUNICIPAL,No,No,6,2084
da_aparcamientosBici.fid--175d4967_1a00d9bb795_fb2,66000,APARCABICIS_072,Esquina c/ Quiteria.,"CALLE LÁGRIMA, 8 ",POINT (373578.795159725 4067666.21906543),,,,,,MUNICIPAL,No,No,4,2084
da_aparcamientosBici.fid--175d4967_1a00d9bb795_fb3,66020,APARCABICIS_212,Esquina con Cl. Martínez de la Rosa,"CALLE MORALES VILLARRUBIA, 26 ",POINT (371521.725712791 4065497.70660764),,,,,,MUNICIPAL,No,No,6,2084
da_aparcamientosBici.fid--175d4967_1a00d9bb795_fb4,65929,APARCABICIS_064,A la altura del Tintero,"CALLE PLAYA DEL CHANQUETE, 97 ",POINT (379645.624681462 4064291.41588322),,,,,,MUNICIPAL,No,No,8,2084
da_aparcamientosBici.fid--175d4967_1a00d9bb795_fb5,74268,APARCABICIS_889,"Calle cuarteles, 31","CALLE CUARTELES, 31 ",POINT (372432.731969422 4064042.07035963),,,,,,MUNICIPAL,No,No,4,2084
da_aparcamientosBici.fid--175d4967_1a00d9bb795_fb6,65986,APARCABICIS_200,Esquina c/ Jacinto Verdaguer.,"CALLE CUARTELES, 49 ",POINT (372316.465114268 4063908.36178713),,,,,,MUNICIPAL,No,No,10,2084
da_aparcamientosBici.fid--175d4967_1a00d9bb795_fb7,65953,APARCABICIS_130,Frente I.E.S. Emilio Prados,"CALLE LUIS BARAHONA DE SOTO, 18 ",POINT (370749.440589847 4061592.11601545),,,,,,MUNICIPAL,No,No,8,2084
da_aparcamientosBici.fid--175d4967_1a00d9bb795_fb8,65949,APARCABICIS_125,Esquina con Camino de la Térmica,"AVENIDA DE LOS GUINDOS, 46 ",POINT (370761.289603223 4061518.9224333),,,,,,MUNICIPAL,No,No,8,2084
da_aparcamientosBici.fid--175d4967_1a00d9bb795_fb9,65985,APARCABICIS_199,Esquina c/ Dos Aceras.,"CALLE REFINO, 28 ",POINT (373180.597099279 4065461.07868531),,,,,,MUNICIPAL,No,No,8,2084
da_aparcamientosBici.fid--175d4967_1a00d9bb795_fba,65951,APARCABICIS_128,Esquina con Cl. Conejito de Málaga,"CALLE CONEJITO DE MÁLAGA, 3 ",POINT (370202.219312344 4062461.42340361),,,,,,MUNICIPAL,No,No,10,2084
da_aparcamientosBici.fid--175d4967_1a00d9bb795_fbb,66063,APARCABICIS_270,,"CALLE PALESTINA, 7 ",POINT (371358.579553772 4064550.20244254),,,,,,MUNICIPAL,No,No,8,2084
da_aparcamientosBici.fid--175d4967_1a00d9bb795_fbc,66053,APARCABICIS_263,A la altura del número 14,"AVENIDA DE SANTIAGO RAMÓN Y CAJAL, 24 ",POINT (372899.388805964 4066835.64036543),,,,,,MUNICIPAL,No,No,8,2084
