"Codigo de via";"Clase de la via";"Particula de la via";"Nombre de la via";"Tipo de tramo ";"Nombre de la aproximacion";"Numero inicial del tramo";"Calificador del numero inicial del tramo";"Numero final del tramo";"Calificador del numero final del tramo";"Zona S E R  del tramo"
"00330400";"CALLE                   ";"DEL   ";"GENERAL LACY                                    ";"impar";"NUM";"000001";"  ";"000023";" G";"000026"
"00330400";"CALLE                   ";"DEL   ";"GENERAL LACY                                    ";"impar";"NUM";"000025";"  ";"000999";"  ";"000025"
"00330400";"CALLE                   ";"DEL   ";"GENERAL LACY                                    ";"par  ";"NUM";"000002";"  ";"000054";"  ";"000026"
"00330400";"CALLE                   ";"DEL   ";"GENERAL LACY                                    ";"par  ";"NUM";"000056";"  ";"000998";"  ";"000025"
"00330500";"CALLE                   ";"DEL   ";"GENERAL LOPEZ POZAS                             ";"impar";"NUM";"000001";"  ";"000999";"  ";"000055"
"00330500";"CALLE                   ";"DEL   ";"GENERAL LOPEZ POZAS                             ";"par  ";"NUM";"000002";"  ";"000998";"  ";"000055"
"00330600";"CALLE                   ";"DEL   ";"GENERAL LORENZO                                 ";"impar";"NUM";"000001";"  ";"000009";"  ";"000102"
"00330600";"CALLE                   ";"DEL   ";"GENERAL LORENZO                                 ";"par  ";"NUM";"000002";"  ";"000008";"  ";"000102"
"00330700";"CALLE                   ";"DEL   ";"GENERAL MANSO                                   ";"impar";"NUM";"000001";"  ";"000009";"  ";"000102"
"00330700";"CALLE                   ";"DEL   ";"GENERAL MANSO                                   ";"par  ";"NUM";"000002";"  ";"000004";"  ";"000102"
"00330800";"CALLE                   ";"DEL   ";"GENERAL MARGALLO                                ";"impar";"NUM";"000001";"  ";"000999";"  ";"000063"
"00330800";"CALLE                   ";"DEL   ";"GENERAL MARGALLO                                ";"par  ";"NUM";"000002";"  ";"000998";"  ";"000063"
"00330900";"PLAZA                   ";"DEL   ";"GENERAL MAROTO                                  ";"impar";"NUM";"000001";"  ";"000999";"  ";"000023"
"00330900";"PLAZA                   ";"DEL   ";"GENERAL MAROTO                                  ";"par  ";"NUM";"000002";"  ";"000998";"  ";"000023"
"00331100";"PASEO                   ";"DEL   ";"GENERAL MARTINEZ CAMPOS                         ";"impar";"NUM";"000001";"  ";"000999";"  ";"000074"
"00331100";"PASEO                   ";"DEL   ";"GENERAL MARTINEZ CAMPOS                         ";"par  ";"NUM";"000002";"  ";"000998";"  ";"000074"
"00331200";"CALLE                   ";"DEL   ";"GENERAL MARVA                                   ";"impar";"NUM";"000001";"  ";"000999";"  ";"000125"
"00331200";"CALLE                   ";"DEL   ";"GENERAL MARVA                                   ";"par  ";"NUM";"000002";"  ";"000998";"  ";"000125"
"00331300";"CALLE                   ";"DEL   ";"GENERAL MITRE                                   ";"impar";"NUM";"000001";"  ";"000999";"  ";"000015"
"00331300";"CALLE                   ";"DEL   ";"GENERAL MITRE                                   ";"par  ";"NUM";"000002";"  ";"000998";"  ";"000015"
"00331500";"PASAJE                  ";"DE    ";"ENRIQUE RUANO                                   ";"impar";"NUM";"000001";"  ";"000999";"  ";"000042"
"00331500";"PASAJE                  ";"DE    ";"ENRIQUE RUANO                                   ";"par  ";"NUM";"000002";"  ";"000998";"  ";"000042"
"00331600";"CALLE                   ";"DE    ";"EDGAR NEVILLE                                   ";"impar";"NUM";"000001";"  ";"000999";"  ";"000062"
"00331600";"CALLE                   ";"DE    ";"EDGAR NEVILLE                                   ";"par  ";"NUM";"000002";"  ";"000998";"  ";"000062"
"00331700";"CALLE                   ";"DEL   ";"GENERAL ORAA                                    ";"impar";"NUM";"000001";"  ";"000051";"  ";"000046"
"00331700";"CALLE                   ";"DEL   ";"GENERAL ORAA                                    ";"impar";"NUM";"000053";"  ";"000999";"  ";"000045"
"00331700";"CALLE                   ";"DEL   ";"GENERAL ORAA                                    ";"par  ";"NUM";"000002";"  ";"000058";"  ";"000046"
"00331700";"CALLE                   ";"DEL   ";"GENERAL ORAA                                    ";"par  ";"NUM";"000060";"  ";"000998";"  ";"000045"
"00331800";"CALLE                   ";"DE    ";"FORTUNATA Y JACINTA                             ";"impar";"NUM";"000001";"  ";"000999";"  ";"000062"
"00331800";"CALLE                   ";"DE    ";"FORTUNATA Y JACINTA                             ";"par  ";"NUM";"000002";"  ";"000998";"  ";"000062"
"00331900";"CALLE                   ";"DEL   ";"GENERAL PALANCA                                 ";"impar";"NUM";"000001";"  ";"000011";"  ";"000023"
"00331900";"CALLE                   ";"DEL   ";"GENERAL PALANCA                                 ";"impar";"NUM";"000013";"  ";"000999";"  ";"000025"
"00331900";"CALLE                   ";"DEL   ";"GENERAL PALANCA                                 ";"par  ";"NUM";"000002";"  ";"000018";"  ";"000023"
"00331900";"CALLE                   ";"DEL   ";"GENERAL PALANCA                                 ";"par  ";"NUM";"000020";"  ";"000998";"  ";"000025"
"00332000";"CALLE                   ";"DEL   ";"GENERAL PARDIÑAS                                ";"impar";"NUM";"000001";"  ";"000037";"  ";"000042"
"00332000";"CALLE                   ";"DEL   ";"GENERAL PARDIÑAS                                ";"impar";"NUM";"000039";"  ";"000999";"  ";"000045"
"00332000";"CALLE                   ";"DEL   ";"GENERAL PARDIÑAS                                ";"par  ";"NUM";"000002";"  ";"000054";"  ";"000042"
"00332000";"CALLE                   ";"DEL   ";"GENERAL PARDIÑAS                                ";"par  ";"NUM";"000056";"  ";"000998";"  ";"000045"
"00332100";"AVENIDA                 ";"DEL   ";"GENERAL PERON                                   ";"impar";"NUM";"000001";"  ";"000999";"  ";"000062"
"00332100";"AVENIDA                 ";"DEL   ";"GENERAL PERON                                   ";"par  ";"NUM";"000002";"  ";"000998";"  ";"000062"
"00332200";"CALLE                   ";"DEL   ";"GENERAL PINTOS                                  ";"impar";"NUM";"000001";"  ";"000999";"  ";"000064"
"00332200";"CALLE                   ";"DEL   ";"GENERAL PINTOS                                  ";"par  ";"NUM";"000002";"  ";"000998";"  ";"000064"
"00332600";"CALLE                   ";"DEL   ";"GENERAL RAMIREZ DE MADRID                       ";"impar";"NUM";"000001";"  ";"000023";"  ";"000062"
"00332600";"CALLE                   ";"DEL   ";"GENERAL RAMIREZ DE MADRID                       ";"impar";"NUM";"000025";"  ";"000999";"  ";"000063"
"00332600";"CALLE                   ";"DEL   ";"GENERAL RAMIREZ DE MADRID                       ";"par  ";"NUM";"000002";"  ";"000032";"  ";"000062"
"00332600";"CALLE                   ";"DEL   ";"GENERAL RAMIREZ DE MADRID                       ";"par  ";"NUM";"000034";"  ";"000998";"  ";"000063"
"00332950";"CALLE                   ";"DEL   ";"MAESTRO ANGEL LLORCA                            ";"impar";"NUM";"000001";"  ";"000999";"  ";"000076"
"00332950";"CALLE                   ";"DEL   ";"MAESTRO ANGEL LLORCA                            ";"par  ";"NUM";"000002";"  ";"000998";"  ";"000076"
"00333200";"PASEO                   ";"DE LA ";"MAESTRA MARIA SANCHEZ ARBOS                     ";"impar";"NUM";"000001";"  ";"000005";"  ";"000094"
"00333200";"PASEO                   ";"DE LA ";"MAESTRA MARIA SANCHEZ ARBOS                     ";"par  ";"NUM";"000002";"  ";"000024";"  ";"000094"
"00333500";"CALLE                   ";"DEL   ";"GENERAL SERRANO ORIVE                           ";"impar";"NUM";"000001";"  ";"099999";"  ";"000111"
"00333500";"CALLE                   ";"DEL   ";"GENERAL SERRANO ORIVE                           ";"par  ";"NUM";"000002";"  ";"099998";"  ";"000111"
"00333800";"PLAZA                   ";"DEL   ";"GENERAL VARA DE REY                             ";"impar";"NUM";"000001";"  ";"000999";"  ";"000012"
"00333800";"PLAZA                   ";"DEL   ";"GENERAL VARA DE REY                             ";"par  ";"NUM";"000002";"  ";"000998";"  ";"000012"
"00333900";"CALLE                   ";"DE    ";"JULIAN BESTEIRO                                 ";"impar";"NUM";"000001";"  ";"000019";" F";"000062"
"00333900";"CALLE                   ";"DE    ";"JULIAN BESTEIRO                                 ";"impar";"NUM";"000021";"  ";"000999";"  ";"000063"
"00333900";"CALLE                   ";"DE    ";"JULIAN BESTEIRO                                 ";"par  ";"NUM";"000002";"  ";"000024";"  ";"000062"
"00333900";"CALLE                   ";"DE    ";"JULIAN BESTEIRO                                 ";"par  ";"NUM";"000026";"  ";"000998";"  ";"000063"
"00334100";"CALLE                   ";"DEL   ";"GENERAL VELARDE                                 ";"impar";"NUM";"000001";"  ";"000999";"  ";"000031"
"00334100";"CALLE                   ";"DEL   ";"GENERAL VELARDE                                 ";"par  ";"NUM";"000002";"  ";"000998";"  ";"000031"
"00334200";"CALLE                   ";"DE    ";"SAN GERMAN                                      ";"impar";"NUM";"000001";"  ";"000999";"  ";"000062"
"00334200";"CALLE                   ";"DE    ";"SAN GERMAN                                      ";"par  ";"NUM";"000002";"  ";"000998";"  ";"000063"
"00334400";"CALLE                   ";"DEL   ";"GENERAL ZABALA                                  ";"impar";"NUM";"000001";"  ";"000013";"  ";"000052"
"00334400";"CALLE                   ";"DEL   ";"GENERAL ZABALA                                  ";"impar";"NUM";"000015";"  ";"000999";"  ";"000053"
"00334400";"CALLE                   ";"DEL   ";"GENERAL ZABALA                                  ";"par  ";"NUM";"000002";"  ";"000008";"  ";"000052"
"00334400";"CALLE                   ";"DEL   ";"GENERAL ZABALA                                  ";"par  ";"NUM";"000010";"  ";"000998";"  ";"000053"
"00334700";"CALLE                   ";"DEL   ";"GENIL                                           ";"impar";"NUM";"000001";"  ";"000999";"  ";"000051"
"00334700";"CALLE                   ";"DEL   ";"GENIL                                           ";"par  ";"NUM";"000002";"  ";"000998";"  ";"000051"
"00334800";"CALLE                   ";"DE    ";"GENOVA                                          ";"impar";"NUM";"000001";"  ";"000999";"  ";"000074"
"00334800";"CALLE                   ";"DE    ";"GENOVA                                          ";"par  ";"NUM";"000002";"  ";"000998";"  ";"000014"
"00334900";"CALLE                   ";"DE    ";"GENSERICO                                       ";"impar";"NUM";"000003";"  ";"000009";"  ";"000102"
"00334900";"CALLE                   ";"DE    ";"GENSERICO                                       ";"par  ";"NUM";"000006";"  ";"000014";"  ";"000102"
"00335100";"PLAZA                   ";"DE LOS";"GEOLOGOS                                        ";"impar";"NUM";"000001";"  ";"000005";"  ";"000153"
"00335100";"PLAZA                   ";"DE LOS";"GEOLOGOS                                        ";"par  ";"NUM";"000002";"  ";"000004";"  ";"000153"
"00335200";"CALLE                   ";"DE LOS";"GERANIOS                                        ";"impar";"NUM";"000001";"  ";"000999";"  ";"000064"
"00335200";"CALLE                   ";"DE LOS";"GERANIOS                                        ";"par  ";"NUM";"000002";"  ";"000998";"  ";"000064"
"00335400";"CALLE                   ";"DE    ";"GERARDO CORDON                                  ";"impar";"NUM";"000001";"  ";"000069";"  ";"000151"
"00335400";"CALLE                   ";"DE    ";"GERARDO CORDON                                  ";"par  ";"NUM";"000002";"  ";"000046";"  ";"000151"
"00335500";"TRAVESIA                ";"DE    ";"GERARDO CORDON                                  ";"impar";"NUM";"000001";"  ";"000009";"  ";"000151"
"00335500";"TRAVESIA                ";"DE    ";"GERARDO CORDON                                  ";"par  ";"NUM";"000002";"  ";"000008";"  ";"000151"
"00335800";"CALLE                   ";"DE    ";"GERMAN PEREZ CARRASCO                           ";"impar";"NUM";"000019";"  ";"000035";"  ";"000153"
"00335800";"CALLE                   ";"DE    ";"GERMAN PEREZ CARRASCO                           ";"par  ";"NUM";"000002";"  ";"000034";"  ";"000153"
"00335900";"CALLE                   ";"DE    ";"GERONA                                          ";"impar";"NUM";"000001";"  ";"000999";"  ";"000161"
"00335900";"CALLE                   ";"DE    ";"GERONA                                          ";"par  ";"NUM";"000002";"  ";"000998";"  ";"000161"
"00336200";"PLAZA                   ";"DE    ";"GETAFE                                          ";"impar";"NUM";"000001";"  ";"000999";"  ";"000052"
"00336200";"PLAZA                   ";"DE    ";"GETAFE                                          ";"par  ";"NUM";"000002";"  ";"000998";"  ";"000052"
"00336400";"CALLE                   ";"DE    ";"GIJON                                           ";"impar";"NUM";"000001";"  ";"000007";"  ";"000102"
"00336400";"CALLE                   ";"DE    ";"GIJON                                           ";"par  ";"NUM";"000002";"  ";"000006";"  ";"000102"
"00336500";"CALLE                   ";"DE    ";"GIL IMON                                        ";"impar";"NUM";"000001";"  ";"000999";"  ";"000021"
"00336500";"CALLE                   ";"DE    ";"GIL IMON                                        ";"par  ";"NUM";"000002";"  ";"000998";"  ";"000021"
"00336600";"TRAVESIA                ";"DE    ";"GIL IMON                                        ";"impar";"NUM";"000001";"  ";"000999";"  ";"000021"
"00336600";"TRAVESIA                ";"DE    ";"GIL IMON                                        ";"par  ";"NUM";"000002";"  ";"000998";"  ";"000021"
"00336800";"CALLE                   ";"DE    ";"GIL Y POLO                                      ";"impar";"NUM";"000001";"  ";"000009";"  ";"000152"
"00336800";"CALLE                   ";"DE    ";"GIL Y POLO                                      ";"par  ";"NUM";"000002";"  ";"000004";"  ";"000152"
"00336900";"CALLE                   ";"DE    ";"GIL DE SANTIVAÑES                               ";"impar";"NUM";"000001";"  ";"000999";"  ";"000041"
"00336900";"CALLE                   ";"DE    ";"GIL DE SANTIVAÑES                               ";"par  ";"NUM";"000002";"  ";"000998";"  ";"000041"
"00337350";"CALLE                   ";"DE    ";"GINZO DE LIMIA                                  ";"impar";"NUM";"000001";"  ";"000999";"  ";"000084"
"00337350";"CALLE                   ";"DE    ";"GINZO DE LIMIA                                  ";"par  ";"NUM";"000002";"  ";"000998";"  ";"000085"
"00337600";"CALLE                   ";"DEL   ";"GLADIOLO                                        ";"impar";"NUM";"000001";"  ";"000999";"  ";"000066"
"00337600";"CALLE                   ";"DEL   ";"GLADIOLO                                        ";"par  ";"NUM";"000002";"  ";"000998";"  ";"000066"
"00338100";"CALLE                   ";"DEL   ";"GOBERNADOR                                      ";"impar";"NUM";"000001";"  ";"000999";"  ";"000013"
"00338100";"CALLE                   ";"DEL   ";"GOBERNADOR                                      ";"par  ";"NUM";"000002";"  ";"000998";"  ";"000013"
"00338400";"CALLE                   ";"DE    ";"GOIRI                                           ";"impar";"NUM";"000001";"  ";"000999";"  ";"000061"
"00338400";"CALLE                   ";"DE    ";"GOIRI                                           ";"par  ";"NUM";"000002";"  ";"000998";"  ";"000061"
"00339400";"CALLE                   ";"DE    ";"GOMEZ DE AVELLANEDA                             ";"impar";"NUM";"000001";"  ";"000009";"  ";"000152"
"00339400";"CALLE                   ";"DE    ";"GOMEZ DE AVELLANEDA                             ";"par  ";"NUM";"000002";"  ";"000008";"  ";"000152"
"00339500";"CALLE                   ";"DE    ";"GOMEZ CANO                                      ";"impar";"NUM";"000001";"  ";"000999";"  ";"000051"
"00339500";"CALLE                   ";"DE    ";"GOMEZ CANO                                      ";"par  ";"NUM";"000002";"  ";"000998";"  ";"000051"
"00339800";"CALLE                   ";"DE    ";"GOMEZ DE MORA                                   ";"impar";"NUM";"000001";"  ";"000999";"  ";"000011"
"00339800";"CALLE                   ";"DE    ";"GOMEZ DE MORA                                   ";"par  ";"NUM";"000002";"  ";"000998";"  ";"000011"
"00339900";"CALLE                   ";"DE    ";"GOMEZ ORTEGA                                    ";"impar";"NUM";"000001";"  ";"000999";"  ";"000051"
"00339900";"CALLE                   ";"DE    ";"GOMEZ ORTEGA                                    ";"par  ";"NUM";"000002";"  ";"000998";"  ";"000051"
"00340300";"CALLE                   ";"DE    ";"GONZALEZ AMIGO                                  ";"impar";"NUM";"000013";"  ";"000019";"  ";"000158"
"00340400";"CALLE                   ";"DE    ";"GONZALEZ ARIAS                                  ";"impar";"NUM";"000001";"  ";"099999";"  ";"000127"
"00340400";"CALLE                   ";"DE    ";"GONZALEZ ARIAS                                  ";"par  ";"NUM";"000002";"  ";"099998";"  ";"000127"
"00340600";"CALLE                   ";"DE    ";"GONZALEZ SOLA                                   ";"impar";"NUM";"000001";"  ";"000999";"  ";"000064"
"00340600";"CALLE                   ";"DE    ";"GONZALEZ SOLA                                   ";"par  ";"NUM";"000002";"  ";"000998";"  ";"000064"
"00341000";"CALLE                   ";"DE    ";"GONZALO DE CORDOBA                              ";"impar";"NUM";"000001";"  ";"000999";"  ";"000073"
"00341000";"CALLE                   ";"DE    ";"GONZALO DE CORDOBA                              ";"par  ";"NUM";"000002";"  ";"000998";"  ";"000073"
"00341100";"CALLE                   ";"DE    ";"GONZALO HERRERO                                 ";"impar";"NUM";"000001";"  ";"000999";"  ";"000065"
"00341100";"CALLE                   ";"DE    ";"GONZALO HERRERO                                 ";"par  ";"NUM";"000002";"  ";"000998";"  ";"000065"
"00341200";"CALLE                   ";"DE    ";"GONZALO JIMENEZ DE QUESADA                      ";"impar";"NUM";"000001";"  ";"000999";"  ";"000015"
"00341200";"CALLE                   ";"DE    ";"GONZALO JIMENEZ DE QUESADA                      ";"par  ";"NUM";"000002";"  ";"000998";"  ";"000015"
"00341400";"CALLE                   ";"DE    ";"GONZALO SANDINO                                 ";"impar";"NUM";"000001";"  ";"000999";"  ";"000065"
"00341400";"CALLE                   ";"DE    ";"GONZALO SANDINO                                 ";"par  ";"NUM";"000002";"  ";"000998";"  ";"000065"
"00341900";"CALLE                   ";"DE    ";"GOYA                                            ";"impar";"NUM";"000001";"  ";"000063";"  ";"000041"
"00341900";"CALLE                   ";"DE    ";"GOYA                                            ";"impar";"NUM";"000065";"  ";"000999";"  ";"000042"
"00341900";"CALLE                   ";"DE    ";"GOYA                                            ";"par  ";"NUM";"000002";"  ";"000040";"  ";"000041"
"00341900";"CALLE                   ";"DE    ";"GOYA                                            ";"par  ";"NUM";"000042";"  ";"000998";"  ";"000042"
"00342100";"CALLE                   ";"DE    ";"GOYENECHE                                       ";"impar";"NUM";"000001";"  ";"000999";"  ";"000125"
"00342100";"CALLE                   ";"DE    ";"GOYENECHE                                       ";"par  ";"NUM";"000002";"  ";"000998";"  ";"000125"
"00342500";"CALLE                   ";"DE    ";"GRAFAL                                          ";"impar";"NUM";"000001";"  ";"000999";"  ";"000011"
"00342500";"CALLE                   ";"DE    ";"GRAFAL                                          ";"par  ";"NUM";"000002";"  ";"000998";"  ";"000011"
"00342800";"GLORIETA                ";"DEL   ";"GRAN CAPITAN                                    ";"impar";"NUM";"000001";"  ";"000999";"  ";"000015"
"00342800";"GLORIETA                ";"DEL   ";"GRAN CAPITAN                                    ";"par  ";"NUM";"000002";"  ";"000998";"  ";"000072"
"00342950";"CALLE                   ";"      ";"GRAN VIA                                        ";"impar";"NUM";"000001";"  ";"000011";"  ";"000013"
"00342950";"CALLE                   ";"      ";"GRAN VIA                                        ";"impar";"NUM";"000013";"  ";"000039";"  ";"000163"
"00342950";"CALLE                   ";"      ";"GRAN VIA                                        ";"impar";"NUM";"000041";"  ";"000999";"  ";"000011"
"00342950";"CALLE                   ";"      ";"GRAN VIA                                        ";"par  ";"NUM";"000002";"  ";"000026";"  ";"000014"
"00342950";"CALLE                   ";"      ";"GRAN VIA                                        ";"par  ";"NUM";"000028";"  ";"000998";"  ";"000015"
"00343000";"CALLE                   ";"DE    ";"GRANADA                                         ";"impar";"NUM";"000001";"  ";"000999";"  ";"000031"
"00343000";"CALLE                   ";"DE    ";"GRANADA                                         ";"par  ";"NUM";"000002";"  ";"000998";"  ";"000031"
"00343300";"CALLE                   ";"DEL   ";"GRANADO                                         ";"impar";"NUM";"000001";"  ";"000999";"  ";"000011"
"00343300";"CALLE                   ";"DEL   ";"GRANADO                                         ";"par  ";"NUM";"000002";"  ";"000998";"  ";"000011"
"00343400";"PLAZA                   ";"DEL   ";"GRANADO                                         ";"impar";"NUM";"000001";"  ";"000999";"  ";"000011"
"00343400";"PLAZA                   ";"DEL   ";"GRANADO                                         ";"par  ";"NUM";"000002";"  ";"000998";"  ";"000011"
"00343500";"PLAZA                   ";"DE    ";"MASLAMA AL-MAYRITI                              ";"impar";"NUM";"000001";"  ";"000999";"  ";"000054"
"00343500";"PLAZA                   ";"DE    ";"MASLAMA AL-MAYRITI                              ";"par  ";"NUM";"000002";"  ";"000998";"  ";"000054"
"00343600";"CALLE                   ";"DE LA ";"GRANDEZA ESPAÑOLA                               ";"impar";"NUM";"000001";"  ";"000089";"  ";"000102"
"00343600";"CALLE                   ";"DE LA ";"GRANDEZA ESPAÑOLA                               ";"par  ";"NUM";"000002";"  ";"000106";"  ";"000102"
"00343700";"CALLE                   ";"DE LA ";"GRANJA                                          ";"impar";"NUM";"000001";"  ";"000999";"  ";"000076"
"00343700";"CALLE                   ";"DE LA ";"GRANJA                                          ";"par  ";"NUM";"000002";"  ";"000998";"  ";"000076"
"00343900";"CALLE                   ";"DE LA ";"GRANJILLA                                       ";"impar";"NUM";"000001";"  ";"000999";"  ";"000044"
"00343900";"CALLE                   ";"DE LA ";"GRANJILLA                                       ";"par  ";"NUM";"000002";"  ";"000998";"  ";"000044"
"00344000";"CALLE                   ";"DE    ";"GRAVINA                                         ";"impar";"NUM";"000001";"  ";"000999";"  ";"000014"
"00344000";"CALLE                   ";"DE    ";"GRAVINA                                         ";"par  ";"NUM";"000002";"  ";"000998";"  ";"000014"
"00345550";"CALLE                   ";"DE    ";"EDUARDO VICENTE                                 ";"impar";"NUM";"000001";"  ";"000999";"  ";"000044"
"00345550";"CALLE                   ";"DE    ";"EDUARDO VICENTE                                 ";"par  ";"NUM";"000002";"  ";"000998";"  ";"000044"
"00345700";"CALLE                   ";"DE    ";"GRIJALBA                                        ";"impar";"NUM";"000001";"  ";"000999";"  ";"000051"
"00345700";"CALLE                   ";"DE    ";"GRIJALBA                                        ";"par  ";"NUM";"000002";"  ";"000998";"  ";"000051"
"00345800";"PASAJE                  ";"DE    ";"GRIJALBA                                        ";"impar";"NUM";"000001";"  ";"000999";"  ";"000051"
"00345800";"PASAJE                  ";"DE    ";"GRIJALBA                                        ";"par  ";"NUM";"000002";"  ";"000998";"  ";"000051"
"00345900";"CALLE                   ";"DE    ";"GRIÑON                                          ";"impar";"NUM";"000001";"  ";"000999";"  ";"000052"
"00345900";"CALLE                   ";"DE    ";"GRIÑON                                          ";"par  ";"NUM";"000002";"  ";"000998";"  ";"000052"
"00346100";"CALLE                   ";"DE    ";"IGNACIO ELLACURIA                               ";"impar";"NUM";"000001";"  ";"000007";"  ";"000151"
"00346100";"CALLE                   ";"DE    ";"IGNACIO ELLACURIA                               ";"par  ";"NUM";"000002";"  ";"000016";"  ";"000151"
"00347000";"CALLE                   ";"DEL   ";"GUADALETE                                       ";"impar";"NUM";"000001";"  ";"099999";"  ";"000111"
"00347000";"CALLE                   ";"DEL   ";"GUADALETE                                       ";"par  ";"NUM";"000002";"  ";"099998";"  ";"000111"
"00347100";"CALLE                   ";"DE    ";"GUADALIX                                        ";"impar";"NUM";"000001";"  ";"000999";"  ";"000066"
"00347100";"CALLE                   ";"DE    ";"GUADALIX                                        ";"par  ";"NUM";"000002";"  ";"000998";"  ";"000066"
"00347200";"CALLE                   ";"DEL   ";"GUADALQUIVIR                                    ";"impar";"NUM";"000001";"  ";"000999";"  ";"000051"
"00347200";"CALLE                   ";"DEL   ";"GUADALQUIVIR                                    ";"par  ";"NUM";"000002";"  ";"000998";"  ";"000051"
"00347300";"CALLE                   ";"DE    ";"GUADARRAMA                                      ";"impar";"NUM";"000001";"  ";"000025";"  ";"000102"
"00347300";"CALLE                   ";"DE    ";"GUADARRAMA                                      ";"par  ";"NUM";"000002";"  ";"000026";"  ";"000102"
"00347400";"CALLE                   ";"DEL   ";"GUADIANA                                        ";"impar";"NUM";"000001";"  ";"000999";"  ";"000051"
"00347400";"CALLE                   ";"DEL   ";"GUADIANA                                        ";"par  ";"NUM";"000002";"  ";"000998";"  ";"000051"
"00348400";"CALLE                   ";"DE    ";"LOS GUARAMILLOS                                 ";"impar";"NUM";"000001";"  ";"000999";"  ";"000053"
"00348400";"CALLE                   ";"DE    ";"LOS GUARAMILLOS                                 ";"par  ";"NUM";"000002";"  ";"000998";"  ";"000053"
"00348800";"PLAZA                   ";"DE LOS";"GUARDIAS DE CORPS                               ";"impar";"NUM";"000001";"  ";"000999";"  ";"000015"
"00348800";"PLAZA                   ";"DE LOS";"GUARDIAS DE CORPS                               ";"par  ";"NUM";"000002";"  ";"000998";"  ";"000015"
"00349000";"CALLE                   ";"DE    ";"GUATEMALA                                       ";"impar";"NUM";"000001";"  ";"000999";"  ";"000055"
"00349000";"CALLE                   ";"DE    ";"GUATEMALA                                       ";"par  ";"NUM";"000002";"  ";"000998";"  ";"000055"
"00349500";"CALLE                   ";"DE    ";"GUERRERO Y MENDOZA                              ";"impar";"NUM";"000001";"  ";"000999";"  ";"000053"
"00349500";"CALLE                   ";"DE    ";"GUERRERO Y MENDOZA                              ";"par  ";"NUM";"000002";"  ";"000998";"  ";"000053"
"00350000";"PLAZA                   ";"DE    ";"GUILHOU                                         ";"impar";"NUM";"000001";"  ";"000999";"  ";"000065"
"00350000";"PLAZA                   ";"DE    ";"GUILHOU                                         ";"par  ";"NUM";"000002";"  ";"000998";"  ";"000065"
"00350200";"CALLE                   ";"DE    ";"GUILLERMO DE OSMA                               ";"impar";"NUM";"000001";"  ";"000999";"  ";"000023"
"00350200";"CALLE                   ";"DE    ";"GUILLERMO DE OSMA                               ";"par  ";"NUM";"000002";"  ";"000998";"  ";"000023"
"00350600";"CALLE                   ";"DE    ";"GUILLERMO ROLLAND                               ";"impar";"NUM";"000001";"  ";"000999";"  ";"000011"
"00350600";"CALLE                   ";"DE    ";"GUILLERMO ROLLAND                               ";"par  ";"NUM";"000002";"  ";"000998";"  ";"000011"
"00350800";"CALLE                   ";"DE LOS";"GUINDOS                                         ";"impar";"NUM";"000001";"  ";"000999";"  ";"000065"
"00350800";"CALLE                   ";"DE LOS";"GUINDOS                                         ";"par  ";"NUM";"000002";"  ";"000998";"  ";"000065"
"00351000";"CALLE                   ";"DE    ";"GUIPUZCOA                                       ";"impar";"NUM";"000001";"  ";"000999";"  ";"000062"
"00351000";"CALLE                   ";"DE    ";"GUIPUZCOA                                       ";"par  ";"NUM";"000002";"  ";"000998";"  ";"000062"
"00351400";"CALLE                   ";"DE    ";"GUMERSINDA ROSILLO                              ";"impar";"NUM";"000001";"  ";"000999";"  ";"000125"
"00351400";"CALLE                   ";"DE    ";"GUMERSINDA ROSILLO                              ";"par  ";"NUM";"000002";"  ";"000998";"  ";"000125"
"00351500";"CALLE                   ";"DE    ";"GUMERSINDO AZCARATE                             ";"impar";"NUM";"000001";"  ";"000999";"  ";"000125"
"00351500";"CALLE                   ";"DE    ";"GUMERSINDO AZCARATE                             ";"par  ";"NUM";"000002";"  ";"000998";"  ";"000125"
"00352000";"CALLE                   ";"DE    ";"GURTUBAY                                        ";"impar";"NUM";"000001";"  ";"000999";"  ";"000041"
"00352000";"CALLE                   ";"DE    ";"GURTUBAY                                        ";"par  ";"NUM";"000002";"  ";"000998";"  ";"000041"
"00352100";"CALLE                   ";"DE    ";"GUSTAVO FERNANDEZ BALBUENA                      ";"impar";"NUM";"000001";"  ";"000001";"  ";"000052"
"00352100";"CALLE                   ";"DE    ";"GUSTAVO FERNANDEZ BALBUENA                      ";"impar";"NUM";"000003";"  ";"000999";"  ";"000053"
"00352100";"CALLE                   ";"DE    ";"GUSTAVO FERNANDEZ BALBUENA                      ";"par  ";"NUM";"000002";"  ";"000002";"  ";"000052"
"00352100";"CALLE                   ";"DE    ";"GUSTAVO FERNANDEZ BALBUENA                      ";"par  ";"NUM";"000004";"  ";"000998";"  ";"000053"
"00352200";"CALLE                   ";"DE    ";"GUTENBERG                                       ";"impar";"NUM";"000001";"  ";"000017";"  ";"000031"
"00352200";"CALLE                   ";"DE    ";"GUTENBERG                                       ";"impar";"NUM";"000019";"  ";"000999";"  ";"000035"
"00352200";"CALLE                   ";"DE    ";"GUTENBERG                                       ";"par  ";"NUM";"000002";"  ";"000030";"  ";"000031"
"00352200";"CALLE                   ";"DE    ";"GUTENBERG                                       ";"par  ";"NUM";"000032";"  ";"000998";"  ";"000035"
