"Codigo de via";"Clase de la via";"Particula de la via";"Nombre de la via";"Tipo de tramo ";"Nombre de la aproximacion";"Numero inicial del tramo";"Calificador del numero inicial del tramo";"Numero final del tramo";"Calificador del numero final del tramo";"Zona S E R  del tramo"
"00352300";"CALLE                   ";"DE    ";"GUTIERRE DE CETINA                              ";"impar";"NUM";"000001";"  ";"000075";"  ";"000152"
"00352300";"CALLE                   ";"DE    ";"GUTIERRE DE CETINA                              ";"par  ";"NUM";"000002";"  ";"000052";"  ";"000152"
"00352600";"CALLE                   ";"DE    ";"GUTIERREZ SOLANA                                ";"impar";"NUM";"000001";"  ";"000999";"  ";"000051"
"00352600";"CALLE                   ";"DE    ";"GUTIERREZ SOLANA                                ";"par  ";"NUM";"000002";"  ";"000998";"  ";"000051"
"00352700";"CALLE                   ";"DE    ";"GUZMAN EL BUENO                                 ";"impar";"NUM";"000001";"  ";"000101";"  ";"000071"
"00352700";"CALLE                   ";"DE    ";"GUZMAN EL BUENO                                 ";"impar";"NUM";"000103";"  ";"000999";"  ";"000076"
"00352700";"CALLE                   ";"DE    ";"GUZMAN EL BUENO                                 ";"par  ";"NUM";"000002";"  ";"000076";"  ";"000071"
"00352700";"CALLE                   ";"DE    ";"GUZMAN EL BUENO                                 ";"par  ";"NUM";"000078";"  ";"000998";"  ";"000076"
"00352800";"GLORIETA                ";"DE    ";"GUZMAN EL BUENO                                 ";"impar";"NUM";"000001";"  ";"000999";"  ";"000076"
"00352800";"GLORIETA                ";"DE    ";"GUZMAN EL BUENO                                 ";"par  ";"NUM";"000002";"  ";"000998";"  ";"000076"
"00353200";"PASEO                   ";"DE    ";"LA HABANA                                       ";"impar";"NUM";"000001";"  ";"000029";"  ";"000051"
"00353200";"PASEO                   ";"DE    ";"LA HABANA                                       ";"impar";"NUM";"000031";"  ";"000103";"  ";"000054"
"00353200";"PASEO                   ";"DE    ";"LA HABANA                                       ";"impar";"NUM";"000105";"  ";"000999";"  ";"000055"
"00353200";"PASEO                   ";"DE    ";"LA HABANA                                       ";"par  ";"NUM";"000002";"  ";"000058";"  ";"000051"
"00353200";"PASEO                   ";"DE    ";"LA HABANA                                       ";"par  ";"NUM";"000060";"  ";"000156";"  ";"000054"
"00353200";"PASEO                   ";"DE    ";"LA HABANA                                       ";"par  ";"NUM";"000158";"  ";"000998";"  ";"000055"
"00353400";"CALLE                   ";"DE LA ";"HACIENDA                                        ";"impar";"NUM";"000001";"  ";"000011";"  ";"000113"
"00353400";"CALLE                   ";"DE LA ";"HACIENDA                                        ";"par  ";"NUM";"000002";"  ";"000022";"  ";"000113"
"00353900";"CALLE                   ";"DE    ";"HARTZENBUSCH                                    ";"impar";"NUM";"000001";"  ";"000999";"  ";"000073"
"00353900";"CALLE                   ";"DE    ";"HARTZENBUSCH                                    ";"par  ";"NUM";"000002";"  ";"000998";"  ";"000073"
"00354600";"CALLE                   ";"DEL   ";"HELIOTROPO                                      ";"impar";"NUM";"000001";"  ";"000999";"  ";"000064"
"00354600";"CALLE                   ";"DEL   ";"HELIOTROPO                                      ";"par  ";"NUM";"000002";"  ";"000998";"  ";"000064"
"00354800";"CALLE                   ";"DEL   ";"HENARES                                         ";"impar";"NUM";"000001";"  ";"000999";"  ";"000051"
"00354800";"CALLE                   ";"DEL   ";"HENARES                                         ";"par  ";"NUM";"000002";"  ";"000998";"  ";"000051"
"00354900";"CALLE                   ";"DE    ";"HENRI DUNANT                                    ";"impar";"NUM";"000001";"  ";"000999";"  ";"000055"
"00354900";"CALLE                   ";"DE    ";"HENRI DUNANT                                    ";"par  ";"NUM";"000002";"  ";"000998";"  ";"000055"
"00355700";"CALLE                   ";"DEL   ";"HERMANO GARATE                                  ";"impar";"NUM";"000001";"  ";"000999";"  ";"000063"
"00355700";"CALLE                   ";"DEL   ";"HERMANO GARATE                                  ";"par  ";"NUM";"000002";"  ";"000998";"  ";"000063"
"00355900";"CALLE                   ";"DE LOS";"HERMANOS ALVAREZ QUINTERO                       ";"impar";"NUM";"000001";"  ";"000999";"  ";"000014"
"00355900";"CALLE                   ";"DE LOS";"HERMANOS ALVAREZ QUINTERO                       ";"par  ";"NUM";"000002";"  ";"000998";"  ";"000014"
"00356000";"CALLE                   ";"DE LOS";"HERMANOS DE ANDRES                              ";"impar";"NUM";"000001";"  ";"000999";"  ";"000064"
"00356000";"CALLE                   ";"DE LOS";"HERMANOS DE ANDRES                              ";"par  ";"NUM";"000002";"  ";"000998";"  ";"000064"
"00356200";"CALLE                   ";"DE LOS";"HERMANOS BECQUER                                ";"impar";"NUM";"000001";"  ";"000999";"  ";"000046"
"00356200";"CALLE                   ";"DE LOS";"HERMANOS BECQUER                                ";"par  ";"NUM";"000002";"  ";"000998";"  ";"000046"
"00357200";"CALLE                   ";"DE LOS";"HERMANOS GOMEZ                                  ";"impar";"NUM";"000001";"  ";"000067";"  ";"000151"
"00357200";"CALLE                   ";"DE LOS";"HERMANOS GOMEZ                                  ";"impar";"NUM";"000069";"  ";"000081";"  ";"000151"
"00357200";"CALLE                   ";"DE LOS";"HERMANOS GOMEZ                                  ";"par  ";"NUM";"000002";"  ";"000050";"  ";"000151"
"00357200";"CALLE                   ";"DE LOS";"HERMANOS GOMEZ                                  ";"par  ";"NUM";"000052";"  ";"000060";"  ";"000151"
"00357500";"CALLE                   ";"DE LOS";"HERMANOS MACHADO                                ";"impar";"NUM";"000001";"  ";"000055";"  ";"000151"
"00357500";"CALLE                   ";"DE LOS";"HERMANOS MACHADO                                ";"par  ";"NUM";"000002";"  ";"000068";"  ";"000151"
"00358300";"CALLE                   ";"DE LOS";"HERMANOS DE PABLO                               ";"impar";"NUM";"000001";"  ";"000045";"  ";"000153"
"00358300";"CALLE                   ";"DE LOS";"HERMANOS DE PABLO                               ";"impar";"NUM";"000047";"  ";"000047";"  ";"000154"
"00358300";"CALLE                   ";"DE LOS";"HERMANOS DE PABLO                               ";"par  ";"NUM";"000002";"  ";"000042";"  ";"000153"
"00358300";"CALLE                   ";"DE LOS";"HERMANOS DE PABLO                               ";"par  ";"NUM";"000046";"  ";"000048";"  ";"000154"
"00358500";"CALLE                   ";"DE LOS";"HERMANOS PINZON                                 ";"impar";"NUM";"000001";"  ";"000999";"  ";"000051"
"00358500";"CALLE                   ";"DE LOS";"HERMANOS PINZON                                 ";"par  ";"NUM";"000002";"  ";"000998";"  ";"000051"
"00358700";"CALLE                   ";"DE LOS";"HERMANOS RUIZ                                   ";"impar";"NUM";"000001";"  ";"000999";"  ";"000032"
"00358700";"CALLE                   ";"DE LOS";"HERMANOS RUIZ                                   ";"par  ";"NUM";"000002";"  ";"000998";"  ";"000032"
"00359000";"TRAVESIA                ";"DE LOS";"HERMANOS TERCERO                                ";"impar";"NUM";"000001";"  ";"000999";"  ";"000055"
"00359000";"TRAVESIA                ";"DE LOS";"HERMANOS TERCERO                                ";"par  ";"NUM";"000002";"  ";"000998";"  ";"000055"
"00359300";"CALLE                   ";"DE    ";"HERMENEGILDA MARTINEZ                           ";"impar";"NUM";"000001";"  ";"000999";"  ";"000051"
"00359300";"CALLE                   ";"DE    ";"HERMENEGILDA MARTINEZ                           ";"par  ";"NUM";"000002";"  ";"000998";"  ";"000051"
"00359400";"CALLE                   ";"DE    ";"HERMENEGILDO BIELSA                             ";"impar";"NUM";"000001";"  ";"000029";"  ";"000125"
"00359400";"CALLE                   ";"DE    ";"HERMENEGILDO BIELSA                             ";"par  ";"NUM";"000002";"  ";"000034";"  ";"000125"
"00359400";"CALLE                   ";"DE    ";"HERMENEGILDO BIELSA                             ";"par  ";"NUM";"000036";"  ";"000998";"  ";"000124"
"00359800";"CALLE                   ";"DE    ";"HERMINIO PUERTAS                                ";"impar";"NUM";"000001";"  ";"000055";"  ";"000102"
"00359800";"CALLE                   ";"DE    ";"HERMINIO PUERTAS                                ";"par  ";"NUM";"000002";"  ";"000074";"  ";"000102"
"00360000";"CALLE                   ";"DE    ";"HERMOSILLA                                      ";"impar";"NUM";"000001";"  ";"000061";"  ";"000041"
"00360000";"CALLE                   ";"DE    ";"HERMOSILLA                                      ";"impar";"NUM";"000063";"  ";"000137";"  ";"000042"
"00360000";"CALLE                   ";"DE    ";"HERMOSILLA                                      ";"impar";"NUM";"000139";"  ";"000999";"  ";"000043"
"00360000";"CALLE                   ";"DE    ";"HERMOSILLA                                      ";"par  ";"NUM";"000002";"  ";"000060";"  ";"000041"
"00360000";"CALLE                   ";"DE    ";"HERMOSILLA                                      ";"par  ";"NUM";"000062";"  ";"000122";"  ";"000042"
"00360000";"CALLE                   ";"DE    ";"HERMOSILLA                                      ";"par  ";"NUM";"000124";"  ";"000998";"  ";"000043"
"00360100";"CALLE                   ";"DE    ";"HERNAN CORTES                                   ";"impar";"NUM";"000001";"  ";"000999";"  ";"000014"
"00360100";"CALLE                   ";"DE    ";"HERNAN CORTES                                   ";"par  ";"NUM";"000002";"  ";"000998";"  ";"000014"
"00360400";"CALLE                   ";"DE    ";"HERNANDEZ REQUENA                               ";"impar";"NUM";"000001";"  ";"099999";"  ";"000124"
"00360400";"CALLE                   ";"DE    ";"HERNANDEZ REQUENA                               ";"par  ";"NUM";"000002";"  ";"099998";"  ";"000124"
"00360600";"CALLE                   ";"DE    ";"HERNANDEZ DE TEJADA                             ";"impar";"NUM";"000001";"  ";"000009";"  ";"000155"
"00360600";"CALLE                   ";"DE    ";"HERNANDEZ DE TEJADA                             ";"par  ";"NUM";"000002";"  ";"000998";"  ";"000155"
"00360700";"CALLE                   ";"DE    ";"HERNANI                                         ";"impar";"NUM";"000001";"  ";"000999";"  ";"000062"
"00360700";"CALLE                   ";"DE    ";"HERNANI                                         ";"par  ";"NUM";"000002";"  ";"000998";"  ";"000062"
"00361200";"PLAZA                   ";"DE LOS";"HERRADORES                                      ";"impar";"NUM";"000001";"  ";"000003";"  ";"000161"
"00361200";"PLAZA                   ";"DE LOS";"HERRADORES                                      ";"impar";"NUM";"000005";"  ";"000007";"  ";"000011"
"00361200";"PLAZA                   ";"DE LOS";"HERRADORES                                      ";"impar";"NUM";"000009";"  ";"000009";"  ";"000161"
"00361200";"PLAZA                   ";"DE LOS";"HERRADORES                                      ";"par  ";"NUM";"000002";"  ";"000002";"  ";"000161"
"00361200";"PLAZA                   ";"DE LOS";"HERRADORES                                      ";"par  ";"NUM";"000004";"  ";"000008";"  ";"000011"
"00361200";"PLAZA                   ";"DE LOS";"HERRADORES                                      ";"par  ";"NUM";"000010";"  ";"000010";"  ";"000161"
"00361400";"CALLE                   ";"DE    ";"HERRERA                                         ";"impar";"NUM";"000001";"  ";"000999";"  ";"000065"
"00361400";"CALLE                   ";"DE    ";"HERRERA                                         ";"par  ";"NUM";"000002";"  ";"000998";"  ";"000065"
"00361500";"TRAVESIA                ";"DE    ";"HERRERA                                         ";"impar";"NUM";"000001";"  ";"000999";"  ";"000065"
"00361500";"TRAVESIA                ";"DE    ";"HERRERA                                         ";"par  ";"NUM";"000002";"  ";"000998";"  ";"000065"
"00361700";"CALLE                   ";"DE    ";"HERREROS DE TEJADA                              ";"impar";"NUM";"000001";"  ";"000999";"  ";"000054"
"00361700";"CALLE                   ";"DE    ";"HERREROS DE TEJADA                              ";"par  ";"NUM";"000002";"  ";"000998";"  ";"000054"
"00362000";"PLAZA                   ";"DEL   ";"HIDROGENO                                       ";"impar";"NUM";"000001";"  ";"099999";"  ";"000127"
"00362000";"PLAZA                   ";"DEL   ";"HIDROGENO                                       ";"par  ";"NUM";"000002";"  ";"099998";"  ";"000127"
"00362100";"CALLE                   ";"DE LA ";"HIEDRA                                          ";"impar";"NUM";"000001";"  ";"000999";"  ";"000056"
"00362100";"CALLE                   ";"DE LA ";"HIEDRA                                          ";"par  ";"NUM";"000002";"  ";"000998";"  ";"000056"
"00362300";"CALLE                   ";"DE LA ";"HIERBABUENA                                     ";"impar";"NUM";"000001";"  ";"000045";"  ";"000066"
"00362300";"CALLE                   ";"DE LA ";"HIERBABUENA                                     ";"impar";"NUM";"000047";"  ";"000999";"  ";"000065"
"00362300";"CALLE                   ";"DE LA ";"HIERBABUENA                                     ";"par  ";"NUM";"000002";"  ";"000032";"  ";"000066"
"00362300";"CALLE                   ";"DE LA ";"HIERBABUENA                                     ";"par  ";"NUM";"000034";"  ";"000998";"  ";"000065"
"00362400";"CALLE                   ";"DEL   ";"HIERRO                                          ";"impar";"NUM";"000009";"  ";"000021";"  ";"000025"
