titulo,descripcion,comunidad_autonoma,provincia,municipio,publicador_codigo,publicador_nombre,identificador,url_catalogo,formatos,urls_descarga,licencia,fecha_modificacion
Zona azul de Terrassa,Mapa de zona azul y zona de carga y descarga de Terrassa,Cataluña,Barcelona,Terrassa,L01082798,Ayuntamiento de Terrassa,https://opendata.terrassa.cat/dataset/zona-blava-de-terrassa,https://datos.gob.es/catalogo/l01082798-zona-azul-de-terrassa1,VND.GOOGLE-EARTH.KMZ,https://opendata.terrassa.cat/dataset/6cc9fc58-05e2-4fbd-a449-35b5ef05f47e/resource/aec416ef-5ae1-400e-8a18-81e5992678fb/download/kmlterrassa_cidzonablava.kmz,,
Aparcamientos (foro EELL-SITNA),Ubicación y características de los aparcamientos de los municipios participantes en el Grupo de Trabajo IDE del Foro SITNA de Entidades Locales.,Comunidad Foral de Navarra,,,A15002917,Comunidad Foral de Navarra,https://datosabiertos.navarra.es/dataset/spasitnaidemun_pol_aparcamientos-xml,https://datos.gob.es/catalogo/a15002917-aparcamientos1,SHP,https://idena.navarra.es/descargas/IDEMUN_Pol_Aparcamientos.zip,http://publications.europa.eu/resource/authority/licence/CC_BY_4_0,"mié, 15 abr 2026 11:33:29 GMT+0000"
Aparcamientos de superficie. Ayuntamiento de Pamplona / Iruñeko Udala.,Ubicación e información de los Aparcamientos de superficie que tiene disponible el Ayuntamiento de Pamplona.,Comunidad Foral de Navarra,,,A15002917,Comunidad Foral de Navarra,https://datosabiertos.navarra.es/dataset/spapamplona_ambi_pol_aparcsuperf,https://datos.gob.es/catalogo/a15002917-aparcamientos-de-superficie-ayuntamiento-de-pamplona-iruneko-udala,SHP | SHP,https://sig.pamplona.es/descargas/AMBI_Pol_AparcSuperf.zip | https://sig.pamplona.es/ogc/wfs?request=getcapabilities,http://publications.europa.eu/resource/authority/licence/CC_BY_4_0,"mié, 15 abr 2026 11:40:45 GMT+0000"
Aparcamientos disuasorios. Ayuntamiento de Pamplona / Iruñeko Udala.,Ubicación e información de los aparcamientos disuasorios que tiene disponible el Ayuntamiento de Pamplona.,Comunidad Foral de Navarra,,,A15002917,Comunidad Foral de Navarra,https://datosabiertos.navarra.es/dataset/spapamplona_gral_pol_aparcdisua,https://datos.gob.es/catalogo/a15002917-aparcamientos-disuasorios-ayuntamiento-de-pamplona-iruneko-udala1,SHP | SHP,https://sig.pamplona.es/descargas/GRAL_Pol_AparcDisua.zip | https://sig.pamplona.es/ogc/wfs?request=getcapabilities,http://publications.europa.eu/resource/authority/licence/CC_BY_4_0,"mié, 15 abr 2026 11:32:14 GMT+0000"
Aparcamientos para motos. Ayuntamiento de Pamplona / Iruñeko Udala.,Ubicación e información de las zonas de estacionamiento de motos y ciclomotores que tiene disponible el Ayuntamiento de Pamplona.,Comunidad Foral de Navarra,,,A15002917,Comunidad Foral de Navarra,https://datosabiertos.navarra.es/dataset/spapamplona_gral_pto_aparcmotos,https://datos.gob.es/catalogo/a15002917-aparcamientos-para-motos-ayuntamiento-de-pamplona-iruneko-udala1,SHP | SHP,https://sig.pamplona.es/ogc/wfs?request=getcapabilities | https://sig.pamplona.es/descargas/GRAL_Pto_AparcMotos.zip,http://publications.europa.eu/resource/authority/licence/CC_BY_4_0,"mié, 15 abr 2026 11:33:11 GMT+0000"
Aparcamientos para personas con discapacidad. Ayuntamiento de Pamplona / Iruñeko Udala.,Ubicación e información de los aparcamientos para personas con discapacidad que tiene disponible el Ayuntamiento de Pamplona.,Comunidad Foral de Navarra,,,A15002917,Comunidad Foral de Navarra,https://datosabiertos.navarra.es/dataset/spapamplona_segu_pto_aparcminus,https://datos.gob.es/catalogo/a15002917-aparcamientos-para-personas-con-discapacidad-ayuntamiento-de-pamplona-iruneko-udala1,SHP | SHP,https://sig.pamplona.es/descargas/SEGU_Pto_AparcMinus.zip | https://sig.pamplona.es/ogc/wfs?request=getcapabilities,http://publications.europa.eu/resource/authority/licence/CC_BY_4_0,"mié, 15 abr 2026 11:42:28 GMT+0000"
Aparcamientos para personas con movilidad reducida (foro EELL-SITNA),Ubicación y características de los aparcamientos con movilidad reducida existentes en los municipios participantes en el Grupo de Trabajo IDE del Foro SITNA de Entidades Locales.,Comunidad Foral de Navarra,,,A15002917,Comunidad Foral de Navarra,https://datosabiertos.navarra.es/dataset/spasitnaidemun_sym_aparcamientosmovreducida-xml,https://datos.gob.es/catalogo/a15002917-aparcamientos-para-personas-con-movilidad-reducida1,SHP,https://idena.navarra.es/descargas/IDEMUN_Sym_AparcamientosMovReducida.zip,http://publications.europa.eu/resource/authority/licence/CC_BY_4_0,"mié, 15 abr 2026 11:23:24 GMT+0000"
Aparcamientos rotatorios cubiertos para bicicletas. Ayuntamiento de Pamplona / Iruñeko Udala.,Ubicación e información de los aparcamientos rotatorios cubiertos para bicicletas que tiene disponible el Ayuntamiento de Pamplona.,Comunidad Foral de Navarra,,,A15002917,Comunidad Foral de Navarra,https://datosabiertos.navarra.es/dataset/spapamplona_movi_pto_aparcabicir,https://datos.gob.es/catalogo/a15002917-aparcamientos-rotatorios-cubiertos-para-bicicletas-ayuntamiento-de-pamplona-iruneko-udala1,SHP | SHP,https://sig.pamplona.es/descargas/MOVI_Pto_AparcaBiciR.zip | https://sig.pamplona.es/ogc/wfs?request=getcapabilities,http://publications.europa.eu/resource/authority/licence/CC_BY_4_0,"mié, 15 abr 2026 11:42:16 GMT+0000"
Aparcamientos vecinales para bicicletas. Ayuntamiento de Pamplona / Iruñeko Udala.,Ubicación e información de los aparcamientos vecinales para bicicletas que tiene disponible el Ayuntamiento de Pamplona.,Comunidad Foral de Navarra,,,A15002917,Comunidad Foral de Navarra,https://datosabiertos.navarra.es/dataset/spapamplona_movi_pto_aparcabiciv,https://datos.gob.es/catalogo/a15002917-aparcamientos-vecinales-para-bicicletas-ayuntamiento-de-pamplona-iruneko-udala1,SHP | SHP,https://sig.pamplona.es/ogc/wfs?request=getcapabilities | https://sig.pamplona.es/descargas/MOVI_Pto_AparcaBiciV.zip,http://publications.europa.eu/resource/authority/licence/CC_BY_4_0,"mié, 15 abr 2026 11:45:18 GMT+0000"
Estacionamiento regulado. Expendedores. Ayuntamiento de Pamplona / Iruñeko Udala.,Ubicación e información de los expendedores de estacionamiento regulado que tiene disponible el Ayuntamiento de Pamplona.,Comunidad Foral de Navarra,,,A15002917,Comunidad Foral de Navarra,https://datosabiertos.navarra.es/dataset/spapamplona_segu_pto_esregexp,https://datos.gob.es/catalogo/a15002917-estacionamiento-regulado-expendedores-ayuntamiento-de-pamplona-iruneko-udala1,SHP | SHP,https://sig.pamplona.es/ogc/wfs?request=getcapabilities | https://sig.pamplona.es/descargas/SEGU_Pto_EsRegExp.zip,http://publications.europa.eu/resource/authority/licence/CC_BY_4_0,"mié, 15 abr 2026 11:38:56 GMT+0000"
Estacionamiento regulado. Sectores. Ayuntamiento de Pamplona / Iruñeko Udala.,Ubicación e información de los sectores de estacionamiento regulado que tiene disponible el Ayuntamiento de Pamplona.,Comunidad Foral de Navarra,,,A15002917,Comunidad Foral de Navarra,https://datosabiertos.navarra.es/dataset/spapamplona_segu_pol_esregsector,https://datos.gob.es/catalogo/a15002917-estacionamiento-regulado-sectores-ayuntamiento-de-pamplona-iruneko-udala1,SHP | SHP,https://sig.pamplona.es/ogc/wfs?request=getcapabilities | https://sig.pamplona.es/descargas/SEGU_Pol_EsRegSector.zip,http://publications.europa.eu/resource/authority/licence/CC_BY_4_0,"mié, 15 abr 2026 11:43:49 GMT+0000"
Estacionamiento regulado. Zonas. Ayuntamiento de Pamplona / Iruñeko Udala.,Ubicación e información de las zonas de estacionamiento regulado que tiene disponible el Ayuntamiento de Pamplona.,Comunidad Foral de Navarra,,,A15002917,Comunidad Foral de Navarra,https://datosabiertos.navarra.es/dataset/spapamplona_segu_lin_esregzonas,https://datos.gob.es/catalogo/a15002917-estacionamiento-regulado-zonas-ayuntamiento-de-pamplona-iruneko-udala,SHP | SHP,https://sig.pamplona.es/descargas/SEGU_Lin_EsRegZonas.zip | https://sig.pamplona.es/ogc/wfs?request=getcapabilities,http://publications.europa.eu/resource/authority/licence/CC_BY_4_0,"mié, 15 abr 2026 11:21:32 GMT+0000"
Movilidad ciclista. Aparcamientos para bicicletas,Ubicación e información de aparcamientos para bicicletas. La información se visualiza como iconos a partir de la escala 1:5.000. Enlace de descarga del contenido y modelo de datos disponible en Información Suplementaria.,Comunidad Foral de Navarra,,,A15002917,Comunidad Foral de Navarra,https://datosabiertos.navarra.es/dataset/spasitnainfrae_sym_aparcamientosigmc-xml,https://datos.gob.es/catalogo/a15002917-movilidad-ciclista-aparcamientos-para-bicicletas1,SHP,https://idena.navarra.es/descargas/INFRAE_Sym_AparcamientoSIGMC.zip,http://publications.europa.eu/resource/authority/licence/CC_BY_4_0,"lun, 06 jul 2026 07:05:47 GMT+0000"
Parkings. Ayuntamiento de Pamplona / Iruñeko Udala.,Ubicación e información de aparcamientos para coches y autocaravanas que tiene disponible el Ayuntamiento de Pamplona.,Comunidad Foral de Navarra,,,A15002917,Comunidad Foral de Navarra,https://datosabiertos.navarra.es/dataset/spapamplona_gral_pto_parkings,https://datos.gob.es/catalogo/a15002917-parkings-ayuntamiento-de-pamplona-iruneko-udala1,SHP | SHP,https://sig.pamplona.es/descargas/GRAL_Pto_Parkings.zip | https://sig.pamplona.es/ogc/wfs?request=getcapabilities,http://publications.europa.eu/resource/authority/licence/CC_BY_4_0,"mié, 15 abr 2026 11:32:39 GMT+0000"
Planes de Ordenación Cinegética. Aparcamientos,Aparcamientos aprobados en los Planes de Ordenación Cinegética (POC) para la temporada 2025-2026.,Comunidad Foral de Navarra,,,A15002917,Comunidad Foral de Navarra,https://datosabiertos.navarra.es/dataset/spasitnacazape_sym_aparcamien-xml,https://datos.gob.es/catalogo/a15002917-planes-de-ordenacion-cinegetica-aparcamientos1,SHP,https://idena.navarra.es/descargas/CAZAPE_Sym_Aparcamien.zip,http://publications.europa.eu/resource/authority/licence/CC_BY_4_0,"mié, 15 abr 2026 11:24:43 GMT+0000"
Zonas de Escalada. Aparcamientos,"Localización y delimitación de los Aparcamientos de las zonas de escalada de Navarra. Esta información se ha integrado previamente en la cartografía BTA 2023 en la capa que contiene servicios, instalaciones y dotaciones.",Comunidad Foral de Navarra,,,A15002917,Comunidad Foral de Navarra,https://datosabiertos.navarra.es/dataset/spasitnadotaci_sym_aparcamientosescalada-xml,https://datos.gob.es/catalogo/a15002917-zonas-de-escalada-aparcamientos,SHP,https://idena.navarra.es/descargas/DOTACI_Sym_AparcamientosEscalada.zip,http://publications.europa.eu/resource/authority/licence/CC_BY_4_0,"mié, 15 abr 2026 11:43:23 GMT+0000"
Ayto. de Pamplona: Ocupación de parkings en tiempo real,"Estado de ocupación de los parkings de Pamplona en tiempo real. Incluyendo coordenadas del parking, situación y contacto.
El sistema se actualiza cada dos minutos.",Comunidad Foral de Navarra,Navarra,Pamplona,L01312016,Ayuntamiento de Pamplona,,https://datos.gob.es/catalogo/l01312016-ayto-de-pamplona-ocupacion-de-parkings-en-tiempo-real,XML,http://www.pamplona.es/xml/parkings.xml,,"dom, 17 may 2015 22:00:00 GMT+0000"
Aparcaments mobilitat reduïda 2016 / Aparcamientos movilidad reducida 2016,Relació de places d'aparcament destinades a persones amb mobilitat reduïda 2016 / Relación de plazas de aparcamientos destinadas a personas con movilidad reducida 2016,Comunidad Valenciana,Valencia,Torrent,L01462444,Ayuntamiento de Torrent,http://datosabiertos.torrent.es/dataset/aparcaments-mobilitat-reduida-2016,https://datos.gob.es/catalogo/l01462444-aparcaments-mobilitat-reduida-2016-aparcamientos-movilidad-reducida-2016,JSON | X-ZIPPED-SHP | CSV | VND.GOOGLE-EARTH.KML+XML,http://datosabiertos.torrent.es/dataset/a52acc91-3e95-4af1-b1d7-c2bb1f661e63/resource/f2c550eb-f6e0-45b9-ac5a-ce82f8735315/download/ODTRAparcamientosMovilidadReducida.geojson | http://datosabiertos.torrent.es/dataset/a52acc91-3e95-4af1-b1d7-c2bb1f661e63/resource/da122359-d4a4-4b49-ae20-1494f5bd57a9/download/AparcamientosMovilidadReducida.rar | http://datosabiertos.torrent.es/dataset/a52acc91-3e95-4af1-b1d7-c2bb1f661e63/resource/5017a5f3-743f-45d5-870e-f814573051f6/download/ODTRAparcamientosMovilidadReducida.csv | http://datosabiertos.torrent.es/dataset/a52acc91-3e95-4af1-b1d7-c2bb1f661e63/resource/7c338fc0-c088-4134-9cb0-95e9bedd5ac0/download/ODTRAparcamientosMovilidadReducida.kml,,"mar, 25 ene 2022 23:00:00 GMT+0000"
Estaciones Smart Parking / Estacions Smart Parking  - Online,## Estaciones Smart Parking en la ciudad de Torrent / Estacions Smart Parking a la ciutat de Torrent  Información obtenida en tiempo real / Informació obtinguda en temps real,Comunidad Valenciana,Valencia,Torrent,L01462444,Ayuntamiento de Torrent,http://datosabiertos.torrent.es/dataset/estaciones-smart-parking-estacions-smart-parking-online,https://datos.gob.es/catalogo/l01462444-estaciones-smart-parking-estacions-smart-parking-online,JSON | JSON | CSV,http://10.128.128.254:51088/api/parkingspot/json | http://10.128.128.254:51088/api/parkingspot/gson | http://10.128.128.254:51088/api/parkingspot/csv,,"jue, 10 mar 2022 23:00:00 GMT+0000"
Parkings 2016 / Parkings 2016,"Relació de parkings, soterrats i en superficie / Relación de parkings subterráneos y en superfície",Comunidad Valenciana,Valencia,Torrent,L01462444,Ayuntamiento de Torrent,http://datosabiertos.torrent.es/dataset/parkings-2016,https://datos.gob.es/catalogo/l01462444-parkings-2016-parkings-2016,CSV | VND.GOOGLE-EARTH.KML+XML | X-ZIPPED-SHP | JSON,http://datosabiertos.torrent.es/dataset/6dff58eb-9d88-47de-8b30-213e645b2350/resource/520ccc08-92c9-417d-9daf-463242c977e4/download/ODTRParkings.csv | http://datosabiertos.torrent.es/dataset/6dff58eb-9d88-47de-8b30-213e645b2350/resource/2a8f603b-f962-4019-92f1-7d29e07bca08/download/ODTRParkings.kml | http://datosabiertos.torrent.es/dataset/6dff58eb-9d88-47de-8b30-213e645b2350/resource/8b5a8ee2-fc12-4009-83e0-734cbf73641c/download/Parkings.rar | http://datosabiertos.torrent.es/dataset/6dff58eb-9d88-47de-8b30-213e645b2350/resource/3c5880ef-ce01-4530-8a76-d121a532048f/download/ODTRParkings.geojson,,"lun, 03 oct 2016 22:00:00 GMT+0000"
Places d'aparcament de càrrega i descàrrega 2016 / Plazas de aparcamiento de carga y descarga 2016,Relació de places d'estacionament habilitades per a vehicles de càrrega i descàrrega a Torrent amb les seues coordenades. / Relación de plazas de estacionamiento habilitadas para vehículos de carga y descarga en Torrent con sus coordenadas. 2016,Comunidad Valenciana,Valencia,Torrent,L01462444,Ayuntamiento de Torrent,http://datosabiertos.torrent.es/dataset/places-carrega-i-descarrega,https://datos.gob.es/catalogo/l01462444-places-aparcament-carrega-i-descarrega-plazas-aparcamiento-carga-y-descarga,CSV | JSON,http://datosabiertos.torrent.es/dataset/c4c94960-bb6f-405e-b13e-5bd5b01388ad/resource/9a60ec66-1eb1-4613-9585-30d602668685/download/CargayDescargaXY.csv | http://datosabiertos.torrent.es/dataset/c4c94960-bb6f-405e-b13e-5bd5b01388ad/resource/cef0d04c-310b-4c1d-a63d-3dbe90de8f62/download/CargayDescargaXY.geojson,,"lun, 25 abr 2022 22:00:00 GMT+0000"
Places d'aparcament per a persones amb mobilitat reduïda 2019 / Plazas de aparcamiento para personas con movilidad reducida 2019,Relació de places d'aparcament senyalitzades a Torrent per l'aparcament de vehicles de persones amb mobilitat reduïda. / Relación de plazas de aparcamiento señalizadas a Torrent por el aparcamiento de vehículos de personas con movilidad reducida.,Comunidad Valenciana,Valencia,Torrent,L01462444,Ayuntamiento de Torrent,http://datosabiertos.torrent.es/dataset/places-aparcament-per-a-persones-amb-mobilitat-reduida-2019xy,https://datos.gob.es/catalogo/l01462444-places-aparcament-per-a-persones-amb-mobilitat-reduida-2019-plazas-aparcamiento-para-personas-con-movilidad-reducida-2019,X-ZIPPED-SHP | JSON | CSV,http://datosabiertos.torrent.es/dataset/3166b957-3326-4f36-a548-b624f73c54cf/resource/0cef7d83-ff8f-4eb1-bfe4-5f724b68f77f/download/MReducidaXY.shp | http://datosabiertos.torrent.es/dataset/3166b957-3326-4f36-a548-b624f73c54cf/resource/414ed388-8947-4053-ae04-679254f34a3a/download/MovReducidad.geojson | http://datosabiertos.torrent.es/dataset/3166b957-3326-4f36-a548-b624f73c54cf/resource/054a943a-4ff5-4be3-8a51-790459497187/download/MReducidaXY2.csv,,"mié, 02 feb 2022 23:00:00 GMT+0000"
Places d'aparcaments amb sensors / Plazas de aparcamiento con sensores,Places d'aparcament per a minusvàlids i per a càrrega i descàrrega amb sistema de sensors que permetet al ciutadà conéixer si estan lliures o ocupades a través de l'APP de l'Ajuntament / Plazas de aparcamiento para minusválidos y de carga y descarga con sistema de sensores que permiten al ciudadano ,Comunidad Valenciana,Valencia,Torrent,L01462444,Ayuntamiento de Torrent,http://datosabiertos.torrent.es/dataset/places-aparcaments-amb-sensors-plazas-de-aparcamiento-con-sensores,https://datos.gob.es/catalogo/l01462444-places-daparcaments-amb-sensors-plazas-de-aparcamiento-con-sensores,CSV,http://datosabiertos.torrent.es/dataset/8803faac-01a6-4598-ba4b-ba315d2aacf0/resource/4ad841f4-159c-4819-b84b-e753c0ac5541/download/ODTRAparcamientoSensorizado.csv,,"lun, 13 jun 2016 22:00:00 GMT+0000"
