titulo,descripcion,comunidad_autonoma,provincia,municipio,publicador_codigo,publicador_nombre,identificador,url_catalogo,formatos,urls_descarga,licencia,fecha_modificacion
Servicio de Estacionamiento Regulado (SER). Calles y número de plazas,"Este conjunto de datos ofrece el listado georreferenciado de calles del Servicio de Estacionamiento Regulado (SER) de la ciudad de la ciudad de Madrid, así como el número de plazas por calle, número y tipo de zona (zona azul, zona verde, estacionamientos de larga estancia y de ámbito sanitario). 
**",Comunidad de Madrid,Madrid,Madrid,L01280796,Ayuntamiento de Madrid,https://datos.madrid.es/dataset/218228-0-ser-calles,https://datos.gob.es/catalogo/l01280796-servicio-de-estacionamiento-regulado-ser-calles-y-numero-de-plazas1,PDF | XLSX | XLSX | CSV | CSV | XLSX | XLSX | XLSX | XLSX | XLSX | PDF | CSV | CSV | XLSX | CSV | CSV | XLSX | CSV | CSV | CSV | PDF | CSV | CSV | XLSX | XLSX | CSV | XLSX,https://datos.madrid.es/dataset/218228-0-ser-calles/resource/218228-17-ser-calles/download/estructuracallesser2025.pdf | https://datos.madrid.es/dataset/218228-0-ser-calles/resource/218228-0-ser-calles-xlsx/download/calles-ser-2026-06-30.xlsx | https://datos.madrid.es/dataset/218228-0-ser-calles/resource/218228-8-ser-calles-xlsx/download/218228-8-ser-calles-xlsx.xlsx | https://datos.madrid.es/dataset/218228-0-ser-calles/resource/218228-24-ser-calles-csv/download/218228-24-ser-calles-csv.csv | https://datos.madrid.es/dataset/218228-0-ser-calles/resource/218228-13-ser-calles-csv/download/218228-13-ser-calles-csv.csv | https://datos.madrid.es/dataset/218228-0-ser-calles/resource/218228-16-ser-calles-xlsx/download/218228-16-ser-calles-xlsx.xlsx | https://datos.madrid.es/dataset/218228-0-ser-calles/resource/218228-9-ser-calles-xlsx/download/218228-9-ser-calles-xlsx.xlsx | https://datos.madrid.es/dataset/218228-0-ser-calles/resource/218228-12-ser-calles-xlsx/download/218228-12-ser-calles-xlsx.xlsx | https://datos.madrid.es/dataset/218228-0-ser-calles/resource/218228-22-ser-calles-xlsx/download/218228-22-ser-calles-xlsx.xlsx | https://datos.madrid.es/dataset/218228-0-ser-calles/resource/218228-4-ser-calles-xlsx/download/218228-4-ser-calles-xlsx.xlsx | https://datos.madrid.es/dataset/218228-0-ser-calles/resource/218228-19-ser-calles/download/estructura_ds_zonasserprevias2024.pdf | https://datos.madrid.es/dataset/218228-0-ser-calles/resource/218228-1-ser-calles-csv/download/calles-ser-2026-06-30.csv | https://datos.madrid.es/dataset/218228-0-ser-calles/resource/218228-26-ser-calles-csv/download/218228-26-ser-calles-csv.csv | https://datos.madrid.es/dataset/218228-0-ser-calles/resource/218228-10-ser-calles-xlsx/download/218228-10-ser-calles-xlsx.xlsx | https://datos.madrid.es/dataset/218228-0-ser-calles/resource/218228-20-ser-calles-csv/download/218228-20-ser-calles-csv.csv | https://datos.madrid.es/dataset/218228-0-ser-calles/resource/218228-11-ser-calles-csv/download/218228-11-ser-calles-csv.csv | https://datos.madrid.es/dataset/218228-0-ser-calles/resource/218228-3-ser-calles-xlsx/download/218228-3-ser-calles-xlsx.xlsx | https://datos.madrid.es/dataset/218228-0-ser-calles/resource/218228-7-ser-calles-csv/download/218228-7-ser-calles-csv.csv | https://datos.madrid.es/dataset/218228-0-ser-calles/resource/218228-25-ser-calles-csv/download/218228-25-ser-calles-csv.csv | https://datos.madrid.es/dataset/218228-0-ser-calles/resource/218228-15-ser-calles-csv/download/218228-15-ser-calles-csv.csv | https://datos.madrid.es/dataset/218228-0-ser-calles/resource/218228-18-ser-calles/download/estructura_20ds_plazas_ser.pdf | https://datos.madrid.es/dataset/218228-0-ser-calles/resource/218228-6-ser-calles-csv/download/218228-6-ser-calles-csv.csv | https://datos.madrid.es/dataset/218228-0-ser-calles/resource/218228-2-ser-calles-csv/download/218228-2-ser-calles-csv.csv | https://datos.madrid.es/dataset/218228-0-ser-calles/resource/218228-23-ser-calles-xlsx/download/218228-23-ser-calles-xlsx.xlsx | https://datos.madrid.es/dataset/218228-0-ser-calles/resource/218228-5-ser-calles-xlsx/download/218228-5-ser-calles-xlsx.xlsx | https://datos.madrid.es/dataset/218228-0-ser-calles/resource/218228-21-ser-calles-csv/download/218228-21-ser-calles-csv.csv | https://datos.madrid.es/dataset/218228-0-ser-calles/resource/218228-14-ser-calles-xlsx/download/218228-14-ser-calles-xlsx.xlsx,https://datos.madrid.es/bnode/N48b333e66b314810846837f7badf1a5c,"mié, 15 jul 2026 00:00:00 GMT+0000"
Servicio de Estacionamiento Regulado (SER). Carga y descarga. Tiques de estacionamiento en reservas de carga y descarga de mercancías en vía pública en la zona SER,"Este conjunto de datos recoge la relación de tiques de estacionamiento obtenidos por vehículos industriales en reservas de carga y descarga de mercancías en vía pública ubicadas dentro del AER (Área de Estacionamiento Regulado). 
El conjunto de datos proporciona información sobre los vehículos, como",Comunidad de Madrid,Madrid,Madrid,L01280796,Ayuntamiento de Madrid,https://datos.madrid.es/dataset/300747-0-tiques-carga-descarga,https://datos.gob.es/catalogo/l01280796-servicio-de-estacionamiento-regulado-ser-carga-y-descarga-tiques-de-estacionamiento-en-reservas-de-carga-y-descarga-de-mercancias-en-via-publica-en-la-zona-ser1,CSV | CSV | CSV | CSV | CSV | CSV | CSV | CSV | CSV | CSV | PDF | CSV | CSV | CSV | CSV | CSV | CSV | CSV | CSV | CSV | CSV | CSV | CSV | CSV | CSV | CSV | CSV | CSV | CSV | CSV | CSV | CSV | CSV | CSV | CSV | CSV | CSV | CSV | CSV | CSV | CSV | CSV,https://datos.madrid.es/dataset/300747-0-tiques-carga-descarga/resource/300747-10-tiques-carga-descarga-csv/download/300747-10-tiques-carga-descarga-csv.csv | https://datos.madrid.es/dataset/300747-0-tiques-carga-descarga/resource/300747-14-tiques-carga-descarga-csv/download/300747-14-tiques-carga-descarga-csv.csv | https://datos.madrid.es/dataset/300747-0-tiques-carga-descarga/resource/300747-34-tiques-carga-descarga-csv/download/300747-34-tiques-carga-descarga-csv.csv | https://datos.madrid.es/dataset/300747-0-tiques-carga-descarga/resource/300747-12-tiques-carga-descarga-csv/download/300747-12-tiques-carga-descarga-csv.csv | https://datos.madrid.es/dataset/300747-0-tiques-carga-descarga/resource/300747-25-tiques-carga-descarga-csv/download/300747-25-tiques-carga-descarga-csv.csv | https://datos.madrid.es/dataset/300747-0-tiques-carga-descarga/resource/300747-39-tiques-carga-descarga/download/marzo-2026.csv | https://datos.madrid.es/dataset/300747-0-tiques-carga-descarga/resource/300747-17-tiques-carga-descarga-csv/download/300747-17-tiques-carga-descarga-csv.csv | https://datos.madrid.es/dataset/300747-0-tiques-carga-descarga/resource/300747-9-tiques-carga-descarga-csv/download/300747-9-tiques-carga-descarga-csv.csv | https://datos.madrid.es/dataset/300747-0-tiques-carga-descarga/resource/300747-27-tiques-carga-descarga-csv/download/300747-27-tiques-carga-descarga-csv.csv | https://datos.madrid.es/dataset/300747-0-tiques-carga-descarga/resource/300747-3-tiques-carga-descarga-csv/download/300747-3-tiques-carga-descarga-csv.csv | https://datos.madrid.es/dataset/300747-0-tiques-carga-descarga/resource/300747-26-tiques-carga-descarga/download/estructurads_cargaydescargatiques.pdf | https://datos.madrid.es/dataset/300747-0-tiques-carga-descarga/resource/300747-40-tiques-carga-descarga/download/abril-2026.csv | https://datos.madrid.es/dataset/300747-0-tiques-carga-descarga/resource/300747-18-tiques-carga-descarga-csv/download/300747-18-tiques-carga-descarga-csv.csv | https://datos.madrid.es/dataset/300747-0-tiques-carga-descarga/resource/300747-6-tiques-carga-descarga-csv/download/300747-6-tiques-carga-descarga-csv.csv | https://datos.madrid.es/dataset/300747-0-tiques-carga-descarga/resource/300747-21-tiques-carga-descarga-csv/download/300747-21-tiques-carga-descarga-csv.csv | https://datos.madrid.es/dataset/300747-0-tiques-carga-descarga/resource/300747-7-tiques-carga-descarga-csv/download/300747-7-tiques-carga-descarga-csv.csv | https://datos.madrid.es/dataset/300747-0-tiques-carga-descarga/resource/300747-4-tiques-carga-descarga-csv/download/300747-4-tiques-carga-descarga-csv.csv | https://datos.madrid.es/dataset/300747-0-tiques-carga-descarga/resource/300747-2-tiques-carga-descarga-csv/download/300747-2-tiques-carga-descarga-csv.csv | https://datos.madrid.es/dataset/300747-0-tiques-carga-descarga/resource/300747-8-tiques-carga-descarga-csv/download/300747-8-tiques-carga-descarga-csv.csv | https://datos.madrid.es/dataset/300747-0-tiques-carga-descarga/resource/300747-22-tiques-carga-descarga-csv/download/300747-22-tiques-carga-descarga-csv.csv | https://datos.madrid.es/dataset/300747-0-tiques-carga-descarga/resource/300747-16-tiques-carga-descarga-csv/download/300747-16-tiques-carga-descarga-csv.csv | https://datos.madrid.es/dataset/300747-0-tiques-carga-descarga/resource/300747-33-tiques-carga-descarga-csv/download/300747-33-tiques-carga-descarga-csv.csv | https://datos.madrid.es/dataset/300747-0-tiques-carga-descarga/resource/300747-31-tiques-carga-descarga-csv/download/300747-31-tiques-carga-descarga-csv.csv | https://datos.madrid.es/dataset/300747-0-tiques-carga-descarga/resource/300747-29-tiques-carga-descarga-csv/download/300747-29-tiques-carga-descarga-csv.csv | https://datos.madrid.es/dataset/300747-0-tiques-carga-descarga/resource/300747-11-tiques-carga-descarga-csv/download/300747-11-tiques-carga-descarga-csv.csv | https://datos.madrid.es/dataset/300747-0-tiques-carga-descarga/resource/300747-35-tiques-carga-descarga-csv/download/300747-35-tiques-carga-descarga-csv.csv | https://datos.madrid.es/dataset/300747-0-tiques-carga-descarga/resource/300747-24-tiques-carga-descarga-csv/download/300747-24-tiques-carga-descarga-csv.csv | https://datos.madrid.es/dataset/300747-0-tiques-carga-descarga/resource/300747-36-tiques-carga-descarga-csv/download/300747-36-tiques-carga-descarga-csv.csv | https://datos.madrid.es/dataset/300747-0-tiques-carga-descarga/resource/300747-37-tiques-carga-descarga-csv/download/300747-37-tiques-carga-descarga-csv.csv | https://datos.madrid.es/dataset/300747-0-tiques-carga-descarga/resource/300747-23-tiques-carga-descarga-csv/download/300747-23-tiques-carga-descarga-csv.csv | https://datos.madrid.es/dataset/300747-0-tiques-carga-descarga/resource/300747-32-tiques-carga-descarga-csv/download/300747-32-tiques-carga-descarga-csv.csv | https://datos.madrid.es/dataset/300747-0-tiques-carga-descarga/resource/300747-30-tiques-carga-descarga-csv/download/300747-30-tiques-carga-descarga-csv.csv | https://datos.madrid.es/dataset/300747-0-tiques-carga-descarga/resource/300747-15-tiques-carga-descarga-csv/download/300747-15-tiques-carga-descarga-csv.csv | https://datos.madrid.es/dataset/300747-0-tiques-carga-descarga/resource/300747-19-tiques-carga-descarga-csv/download/300747-19-tiques-carga-descarga-csv.csv | https://datos.madrid.es/dataset/300747-0-tiques-carga-descarga/resource/300747-38-tiques-carga-descarga/download/febrero-2026.csv | https://datos.madrid.es/dataset/300747-0-tiques-carga-descarga/resource/300747-41-tiques-carga-descarga/download/mayo-2026.csv | https://datos.madrid.es/dataset/300747-0-tiques-carga-descarga/resource/300747-1-tiques-carga-descarga-csv/download/300747-1-tiques-carga-descarga-csv.csv | https://datos.madrid.es/dataset/300747-0-tiques-carga-descarga/resource/300747-13-tiques-carga-descarga-csv/download/300747-13-tiques-carga-descarga-csv.csv | https://datos.madrid.es/dataset/300747-0-tiques-carga-descarga/resource/300747-20-tiques-carga-descarga-csv/download/300747-20-tiques-carga-descarga-csv.csv | https://datos.madrid.es/dataset/300747-0-tiques-carga-descarga/resource/300747-28-tiques-carga-descarga-csv/download/300747-28-tiques-carga-descarga-csv.csv | https://datos.madrid.es/dataset/300747-0-tiques-carga-descarga/resource/300747-0-tiques-carga-descarga-csv/download/300747-0-tiques-carga-descarga-csv.csv | https://datos.madrid.es/dataset/300747-0-tiques-carga-descarga/resource/300747-5-tiques-carga-descarga-csv/download/300747-5-tiques-carga-descarga-csv.csv,https://datos.madrid.es/bnode/Nc38d8aeb148b4814b7ef9608c50964d7,"jue, 30 jul 2026 00:00:00 GMT+0000"
Servicio de Estacionamiento Regulado (SER). Parquímetros,"Este conjunto de datos recoge los datos de parquímetros desde el año 2014 (vigentes e histórico) del Servicio de Estacionamiento Regulado (SER).
****
En este portal también están disponibles otros conjuntos de datos relacionados con el Servicio de Estacionamiento Regulado:
****
  * [Servicio de Esta",Comunidad de Madrid,Madrid,Madrid,L01280796,Ayuntamiento de Madrid,https://datos.madrid.es/dataset/300481-0-ser-parquimetros,https://datos.gob.es/catalogo/l01280796-servicio-de-estacionamiento-regulado-ser-parquimetros1,PDF | CSV | XLSX | KMZ,https://datos.madrid.es/dataset/300481-0-ser-parquimetros/resource/300481-2-ser-parquimetros/download/estructura_ds_parquimetrosser.pdf | https://datos.madrid.es/dataset/300481-0-ser-parquimetros/resource/300481-1-ser-parquimetros-csv/download/parquimetros-2026-06-30.csv | https://datos.madrid.es/dataset/300481-0-ser-parquimetros/resource/300481-3-ser-parquimetros-xlsx/download/parquimetros-2026-06-30.xlsx | https://datos.madrid.es/dataset/300481-0-ser-parquimetros/resource/300481-0-ser-parquimetros-kmz/download/parquimetros-2026-06-30.kmz,https://datos.madrid.es/bnode/N34fa1c0e7d9a4a6d8290ec278e6a028b,"mié, 15 jul 2026 00:00:00 GMT+0000"
Servicio de Estacionamiento Regulado (SER). Recaudación de parquímetros,"El Servicio de Estacionamiento Regulado (SER) tiene por objeto la gestión, regulación y control del estacionamiento de vehículos en determinadas zonas de la vía pública en la ciudad de Madrid, con la finalidad de racionalizar y compatibilizar el uso del espacio público y el estacionamiento de vehícu",Comunidad de Madrid,Madrid,Madrid,L01280796,Ayuntamiento de Madrid,https://datos.madrid.es/dataset/300444-0-recaudacion-parquimetros,https://datos.gob.es/catalogo/l01280796-servicio-de-estacionamiento-regulado-ser-recaudacion-de-parquimetros,XLS | CSV | XLSX | CSV | CSV | XLS | XLSX | CSV | XLS | PDF | CSV | XLS | CSV,https://datos.madrid.es/dataset/300444-0-recaudacion-parquimetros/resource/300444-9-recaudacion-parquimetros-xls/download/300444-9-recaudacion-parquimetros-xls | https://datos.madrid.es/dataset/300444-0-recaudacion-parquimetros/resource/300444-4-recaudacion-parquimetros-csv/download/300444-4-recaudacion-parquimetros-csv.csv | https://datos.madrid.es/dataset/300444-0-recaudacion-parquimetros/resource/300444-1-recaudacion-parquimetros-xlsx/download/300444-1-recaudacion-parquimetros-xlsx | https://datos.madrid.es/dataset/300444-0-recaudacion-parquimetros/resource/300444-12-recaudacion-parquimetros-csv/download/300444-12-recaudacion-parquimetros-csv.csv | https://datos.madrid.es/dataset/300444-0-recaudacion-parquimetros/resource/300444-5-recaudacion-parquimetros-csv/download/300444-5-recaudacion-parquimetros-csv.csv | https://datos.madrid.es/dataset/300444-0-recaudacion-parquimetros/resource/300444-11-recaudacion-parquimetros-xls/download/300444-11-recaudacion-parquimetros-xls | https://datos.madrid.es/dataset/300444-0-recaudacion-parquimetros/resource/300444-8-recaudacion-parquimetros-xlsx/download/300444-8-recaudacion-parquimetros-xlsx | https://datos.madrid.es/dataset/300444-0-recaudacion-parquimetros/resource/300444-10-recaudacion-parquimetros-csv/download/300444-10-recaudacion-parquimetros-csv.csv | https://datos.madrid.es/dataset/300444-0-recaudacion-parquimetros/resource/300444-2-recaudacion-parquimetros-xls/download/300444-2-recaudacion-parquimetros-xls | https://datos.madrid.es/dataset/300444-0-recaudacion-parquimetros/resource/300444-7-recaudacion-parquimetros/download/estructura20de20datos.20recaudacic3b3n20parquc3admetros20ser.pdf | https://datos.madrid.es/dataset/300444-0-recaudacion-parquimetros/resource/300444-3-recaudacion-parquimetros-csv/download/300444-3-recaudacion-parquimetros-csv.csv | https://datos.madrid.es/dataset/300444-0-recaudacion-parquimetros/resource/300444-6-recaudacion-parquimetros-xls/download/300444-6-recaudacion-parquimetros-xls | https://datos.madrid.es/dataset/300444-0-recaudacion-parquimetros/resource/300444-0-recaudacion-parquimetros-csv/download/300444-0-recaudacion-parquimetros-csv.csv,https://datos.madrid.es/bnode/N24f8f8cc0b2c49818960b0e8049aefa3,"vie, 26 jun 2026 00:00:00 GMT+0000"
Servicio de Estacionamiento Regulado (SER). Tiques de aparcamiento,"Este conjunto de datos recoge los datos de tiques del Servicio de Estacionamiento Regulado (SER) expedidos en parquímetros de este servicio y desde las aplicaciones de pago por móvil. La información está desagregada por tique proporcionando para cada uno de ellos la matrícula del parquímetro, fecha ",Comunidad de Madrid,Madrid,Madrid,L01280796,Ayuntamiento de Madrid,https://datos.madrid.es/dataset/300470-0-ser-uso-parquimetros,https://datos.gob.es/catalogo/l01280796-servicio-de-estacionamiento-regulado-ser-tiques-de-aparcamiento1,ZIP | ZIP | ZIP | PDF | ZIP | ZIP | ZIP | ZIP | ZIP | ZIP | ZIP | ZIP | ZIP | ZIP | ZIP | ZIP | ZIP | ZIP | ZIP | ZIP | ZIP | ZIP | ZIP | ZIP | ZIP,https://datos.madrid.es/dataset/300470-0-ser-uso-parquimetros/resource/300470-12-ser-uso-parquimetros-zip/download/300470-12-ser-uso-parquimetros-zip.zip | https://datos.madrid.es/dataset/300470-0-ser-uso-parquimetros/resource/300470-2-ser-uso-parquimetros-zip/download/300470-2-ser-uso-parquimetros-zip.zip | https://datos.madrid.es/dataset/300470-0-ser-uso-parquimetros/resource/300470-3-ser-uso-parquimetros-zip/download/300470-3-ser-uso-parquimetros-zip.zip | https://datos.madrid.es/dataset/300470-0-ser-uso-parquimetros/resource/300470-21-ser-uso-parquimetros/download/estructura_ds_tiques_aparcamiento_ser.pdf | https://datos.madrid.es/dataset/300470-0-ser-uso-parquimetros/resource/300470-8-ser-uso-parquimetros-zip/download/300470-8-ser-uso-parquimetros-zip.zip | https://datos.madrid.es/dataset/300470-0-ser-uso-parquimetros/resource/300470-10-ser-uso-parquimetros-zip/download/300470-10-ser-uso-parquimetros-zip.zip | https://datos.madrid.es/dataset/300470-0-ser-uso-parquimetros/resource/300470-22-ser-uso-parquimetros-zip/download/300470-22-ser-uso-parquimetros-zip.zip | https://datos.madrid.es/dataset/300470-0-ser-uso-parquimetros/resource/300470-0-ser-uso-parquimetros-zip/download/300470-0-ser-uso-parquimetros-zip.zip | https://datos.madrid.es/dataset/300470-0-ser-uso-parquimetros/resource/300470-4-ser-uso-parquimetros-zip/download/300470-4-ser-uso-parquimetros-zip.zip | https://datos.madrid.es/dataset/300470-0-ser-uso-parquimetros/resource/300470-9-ser-uso-parquimetros-zip/download/300470-9-ser-uso-parquimetros-zip.zip | https://datos.madrid.es/dataset/300470-0-ser-uso-parquimetros/resource/300470-6-ser-uso-parquimetros-zip/download/300470-6-ser-uso-parquimetros-zip.zip | https://datos.madrid.es/dataset/300470-0-ser-uso-parquimetros/resource/300470-18-ser-uso-parquimetros-zip/download/300470-18-ser-uso-parquimetros-zip.zip | https://datos.madrid.es/dataset/300470-0-ser-uso-parquimetros/resource/300470-11-ser-uso-parquimetros-zip/download/300470-11-ser-uso-parquimetros-zip.zip | https://datos.madrid.es/dataset/300470-0-ser-uso-parquimetros/resource/300470-5-ser-uso-parquimetros-zip/download/300470-5-ser-uso-parquimetros-zip.zip | https://datos.madrid.es/dataset/300470-0-ser-uso-parquimetros/resource/300470-17-ser-uso-parquimetros-zip/download/300470-17-ser-uso-parquimetros-zip.zip | https://datos.madrid.es/dataset/300470-0-ser-uso-parquimetros/resource/300470-14-ser-uso-parquimetros-zip/download/300470-14-ser-uso-parquimetros-zip.zip | https://datos.madrid.es/dataset/300470-0-ser-uso-parquimetros/resource/300470-16-ser-uso-parquimetros-zip/download/300470-16-ser-uso-parquimetros-zip.zip | https://datos.madrid.es/dataset/300470-0-ser-uso-parquimetros/resource/300470-1-ser-uso-parquimetros-zip/download/300470-1-ser-uso-parquimetros-zip.zip | https://datos.madrid.es/dataset/300470-0-ser-uso-parquimetros/resource/300470-15-ser-uso-parquimetros-zip/download/300470-15-ser-uso-parquimetros-zip.zip | https://datos.madrid.es/dataset/300470-0-ser-uso-parquimetros/resource/300470-24-ser-uso-parquimetros/download/segundo-trimestre.zip | https://datos.madrid.es/dataset/300470-0-ser-uso-parquimetros/resource/300470-23-ser-uso-parquimetros/download/primertrimestre2026.zip | https://datos.madrid.es/dataset/300470-0-ser-uso-parquimetros/resource/300470-7-ser-uso-parquimetros-zip/download/300470-7-ser-uso-parquimetros-zip.zip | https://datos.madrid.es/dataset/300470-0-ser-uso-parquimetros/resource/300470-19-ser-uso-parquimetros-zip/download/300470-19-ser-uso-parquimetros-zip.zip | https://datos.madrid.es/dataset/300470-0-ser-uso-parquimetros/resource/300470-20-ser-uso-parquimetros-zip/download/300470-20-ser-uso-parquimetros-zip.zip | https://datos.madrid.es/dataset/300470-0-ser-uso-parquimetros/resource/300470-13-ser-uso-parquimetros-zip/download/300470-13-ser-uso-parquimetros-zip.zip,https://datos.madrid.es/bnode/N781c80240a464065a4fb1fd45756d03c,"jue, 16 jul 2026 00:00:00 GMT+0000"
Zonas del Servicio de Estacionamiento Regulado SER,"Viales de la ciudad y su zona SER asociada.
Importante: también existe en el catálogo otro conjunto de datos que se llama “**Callejero vigente de la ciudad: calles o viales, edificios y/o numeraciones, tramos postales y cruces** ”, en el cual existe un fichero descargable que es “**Direcciones posta",Comunidad de Madrid,Madrid,Madrid,L01280796,Ayuntamiento de Madrid,https://datos.madrid.es/dataset/200077-0-zona-ser,https://datos.gob.es/catalogo/l01280796-zonas-del-servicio-de-estacionamiento-regulado-ser1,PDF | TXT | PDF | CSV | PDF | PDF | PDF,https://datos.madrid.es/dataset/200077-0-zona-ser/resource/200077-2-zona-ser/download/plazas_ser.20ambito_diferenciado_sanitario.pdf | https://datos.madrid.es/dataset/200077-0-zona-ser/resource/200077-1-zona-ser-txt/download/200077-1-zona-ser-txt.txt | https://datos.madrid.es/dataset/200077-0-zona-ser/resource/200077-3-zona-ser/download/ambito_diferenciado_larga_estancia_plano_general.pdf | https://datos.madrid.es/dataset/200077-0-zona-ser/resource/200077-0-zona-ser-csv/download/200077-0-zona-ser-csv.csv | https://datos.madrid.es/dataset/200077-0-zona-ser/resource/200077-4-zona-ser/download/ambito_diferenciado_larga_estancia_cuesta_de_la_vega.pdf | https://datos.madrid.es/dataset/200077-0-zona-ser/resource/200077-6-zona-ser/download/ambito_diferenciado_larga_estancia_parque_del_oeste.pdf | https://datos.madrid.es/dataset/200077-0-zona-ser/resource/200077-5-zona-ser/download/ambito_20diferenciado_larga20estancia_templo_20de_debod.pdf,https://datos.madrid.es/bnode/Nabf6a95d396b42e1baa8ec51dd6e15a5,"lun, 27 jul 2026 00:00:00 GMT+0000"
Aparcamiento para personas con movilidad reducida ,Plazas de estacionamiento en vía pública para personas con movilidad reducida ,Comunidad de Madrid,Madrid,Pozuelo de Alarcón,L01281150,Ayuntamiento de Pozuelo de Alarcón,,https://datos.gob.es/catalogo/l01281150-aparcamiento-para-personas-con-movilidad-reducida,CSV,https://www.pozuelodealarcon.org/tu-ayuntamiento/datos-abiertos/datos-abiertos-aparcamiento-para-personas-con-movilidad-reducida,,"dom, 09 mar 2025 23:00:00 GMT+0000"
Aparcamientos públicos,"Datos de estacionamientos y aparcamientos públicos gratuitos, de pago o controlados ",Comunidad de Madrid,Madrid,Pozuelo de Alarcón,L01281150,Ayuntamiento de Pozuelo de Alarcón,,https://datos.gob.es/catalogo/l01281150-aparcamientos-publicos,CSV,https://www.pozuelodealarcon.org/tu-ayuntamiento/datos-abiertos/datos-abiertos-aparcamientos-publicos,,"dom, 09 mar 2025 23:00:00 GMT+0000"
Aparcamientos públicos,"Inventario de los aparcamientos públicos ubicados en el municipio de San Lorenzo de El Escorial, incluyendo su localización y características básicas. 
Fuente: Ayuntamiento de San Lorenzo de El Escorial.",Comunidad de Madrid,Madrid,San Lorenzo de El Escorial,L01281317,Ayuntamiento de San Lorenzo de El Escorial,f896c53e-a2f4-49c4-ac47-e239c68907f2,https://datos.gob.es/catalogo/l01281317-aparcamientos-publicos,CSV | XLSX,https://datosabiertos.aytosanlorenzo.es/dataset/f896c53e-a2f4-49c4-ac47-e239c68907f2/resource/8c791fe0-5c76-46fe-931a-adf2a01252cc/download/8.aparcamientos-publicos.csv | https://datosabiertos.aytosanlorenzo.es/dataset/f896c53e-a2f4-49c4-ac47-e239c68907f2/resource/0e46ae96-b756-461d-8504-e102002aaa9d/download/8.aparcamientos-publicos.xlsx,http://creativecommons.org/licenses/by/4.0/,"mar, 13 ene 2026 13:32:21 GMT+0000"
Edificios destinados a viviendas que disponen de garaje según nº de inmuebles por nº de plazas de garaje (Identificador API: /t20/e244/edificios/p02/l0/00010.px),"Tabla de INEbase
Edificios destinados a viviendas que disponen de garaje según nº de inmuebles por nº de plazas de garaje. Nacional. Censos de Población y Viviendas",España (estatal),,,EA0042823,Instituto Nacional de Estadística (INE),urn:ine:es:TABLA:PX:t20:e244:edificios:p02:00010,https://datos.gob.es/catalogo/ea0042823-edificios-destinados-a-viviendas-que-disponen-de-garaje-segun-n-de-inmuebles-por-n-de-plazas-de-garaje-identificador-api-t20-e244-edificios-p02-l0-00010-px1,JSON | CSV | CSV | HTML | PC-AXIS | application/vnd.openxmlformats-officedocument.spreadsheetml.sheet,https://servicios.ine.es/wstempus/js/es/DATOS_TABLA/t20/e244/edificios/p02/00010.px?tip=AM | https://www.ine.es/jaxi/files/_px/csv_bdsc/t20/e244/edificios/p02/00010.csv | https://www.ine.es/jaxi/files/_px/csv_bd/t20/e244/edificios/p02/00010.csv | https://www.ine.es/jaxi/Tabla.htm?path=/t20/e244/edificios/p02/&file=00010.px | https://www.ine.es/jaxi/files/_px/px/t20/e244/edificios/p02/00010.px | https://www.ine.es/jaxi/files/_px/xlsx/t20/e244/edificios/p02/00010.xlsx,,"mié, 09 oct 2013 14:05:00 GMT+0000"
"Edificios destinados principal o exclusivamente a viviendas que disponen de garaje por municipios (con más de 2.000 habitantes), nº de plazas de garaje y nº de inmuebles (Identificador API: /t20/e244/edificios/p04/l0/4mun00.px)","Tabla de INEbase
Edificios destinados principal o exclusivamente a viviendas que disponen de garaje por municipios (con más de 2.000 habitantes), nº de plazas de garaje y nº de inmuebles. Censos de Población y Viviendas",España (estatal),,,EA0042823,Instituto Nacional de Estadística (INE),urn:ine:es:TABLA:PX:t20:e244:edificios:p04:4mun00,https://datos.gob.es/catalogo/ea0042823-edificios-destinados-principal-o-exclusivamente-a-viviendas-que-disponen-de-garaje-por-municipios-con-mas-de-2-000-habitantes-n-de-plazas-de-garaje-y-n-de-inmuebles-identificador-api-t20-e244-edificios-p04-l0-4mun00-px1,PC-AXIS | CSV | HTML | CSV | JSON | application/vnd.openxmlformats-officedocument.spreadsheetml.sheet,https://www.ine.es/jaxi/files/_px/px/t20/e244/edificios/p04/4mun00.px | https://www.ine.es/jaxi/files/_px/csv_bdsc/t20/e244/edificios/p04/4mun00.csv | https://www.ine.es/jaxi/Tabla.htm?path=/t20/e244/edificios/p04/&file=4mun00.px | https://www.ine.es/jaxi/files/_px/csv_bd/t20/e244/edificios/p04/4mun00.csv | https://servicios.ine.es/wstempus/js/es/DATOS_TABLA/t20/e244/edificios/p04/4mun00.px?tip=AM | https://www.ine.es/jaxi/files/_px/xlsx/t20/e244/edificios/p04/4mun00.xlsx,,"mié, 09 oct 2013 14:59:29 GMT+0000"
