Código Reserva;Gis_X;Gis_Y;Fecha de Alta;Distrito;Barrio;Calle;Nº Finca;Tipo de Reserva;Línea / Batería;Número de Plazas;Longitud Reserva;Texto Cajetines;Longitud;Latitud
0301032;442353.6500000000;4473054.1400000000;07/09/22;3 Retiro;31 Pacífico;VALDERRIBAS, CALLE, DE;4;Carga y descarga 360;Batería;4;15;LAB.DE 8 A 14 H. Y DE 16,30 A 19 H. EXCEPTO CARGA Y DESCARGA MÁX 45 MINUTOS 0301032;-3.6793737050;40.4061060800
0301033;442457.6900000000;4472995.9800000000;07/09/22;3 Retiro;31 Pacífico;VALDERRIBAS, CALLE, DE;12 B;Carga y descarga 360;Batería;4;12,9;LAB.DE 8 A 14 H. Y DE 16,30 A 19 H. EXCEPTO CARGA Y DESCARGA MÁX 45 MINUTOS 0301033;-3.6781424190;40.4055891570
0301034;442536.6100000000;4472960.0700000000;07/09/22;3 Retiro;31 Pacífico;VALDERRIBAS, CALLE, DE;29;Carga y descarga 360;Línea;3;15;LABORABLES DE 8 A 14H Y DE 16.30 A 19 H.EXCEPTO CARGA Y DESCARGA EN LÍNEA MÁX 45 MINUTOS 0301034 ;-3.6772091850;40.4052711660
0301035;442687.6900000000;4472854.2500000000;18/08/22;3 Retiro;31 Pacífico;VALDERRIBAS, CALLE, DE;30;Carga y descarga 360;Batería;25;67;LAB.DE 8 A 14 H. Y DE 16,30 A 19 H. EXCEPTO CARGA Y DESCARGA MÁX 45 MINUTOS 0301035;-3.6754192650;40.4043285930
0301036;442573.1900000000;4472939.4900000000;07/09/22;3 Retiro;31 Pacífico;VALDERRIBAS, CALLE, DE;31;Carga y descarga 360;Línea;3;15;LAB.DE 8 A 14 H. Y DE 16,30 A19 H. EXCEPTO CARGA Y DESCARGA MÁX 45 MINUTOS 0301036;-3.6767761430;40.4050886210
0301037;442562.3200000000;4472665.9600000000;07/09/22;3 Retiro;31 Pacífico;VIGO, CALLE, DE;1;Carga y descarga 360;Línea;3;14;LABORABLES DE 9 A 14 H. Y DE 16,30 A 20 H.EXCEPTO CARGA Y DESCARGA MÁX 45 MINUTOS 0301037;-3.6768795620;40.4026240430
0302001;442891.4900000000;4472575.0000000000;08/09/22;3 Retiro;32 Adelfas;ANDALUCIA, CALLE, DE;11;Carga y descarga 360;Línea;2;12;LUNES A VIERNES DE 8:30 A 15:00 EXCEPTO CARGA Y DESCARGA MÁX 45 MINUTOS 0302001;-3.6729925590;40.4018274030
0302002;443230.5700000000;4472362.4000000000;09/09/22;3 Retiro;32 Adelfas;ARREGUI Y ARUEJ, CALLE, DE;13;Carga y descarga 360;Línea;2;10,16;LAB. DE 8 A 14 H Y DE 16:30 A 19:30 H EXCEPTO CARGA Y DESCARGA MÁX 45 MINUTOS 0302002;-3.6689780160;40.3999346940
0302003;442927.4100000000;4472407.2200000000;08/09/22;3 Retiro;32 Adelfas;CATALINA SUAREZ, CALLE, DE;2;Carga y descarga 360;Línea;2;13,67;LAB.DE 8 A 14 H. Y DE 16,30 A19 H. EXCEPTO CARGA Y DESCARGA MÁX 45 MINUTOS 0302003;-3.6725542470;40.4003177160
0302004;443032.5700000000;4472570.6400000000;08/09/22;3 Retiro;32 Adelfas;CATALINA SUAREZ, CALLE, DE;26;Carga y descarga 360;Línea;3;13,99;LABORABLES DE 8:00 A 19:00 H. EXCEPTO CARGA Y DESCARGA. MÁX 45 MINUTOS 0302004;-3.6713297210;40.4017971510
0302005;443123.2700000000;4472194.7300000000;24/10/22;3 Retiro;32 Adelfas;CERRO NEGRO, CALLE, DEL;2;Carga y descarga 360;Batería;2;12;LABORABLES DE 8 A14 H  Y DE 16.30 A 19 H,  EXCEPTO CARGA Y DESCARGA MÁX 45 MINUTOS 0302005;-3.6702274080;40.3984172730
0302006;443022.9600000000;4472900.1500000000;09/09/22;3 Retiro;32 Adelfas;DOCTOR ESQUERDO, CALLE, DEL;183;Carga y descarga 360;Línea;5;18,96;LABORABLES DE 8 A 14 H.EXCEPTO CARGA Y DESCARGA MÁX 45 MINUTOS 03002006;-3.6714724450;40.4047650150
0302007;442802.9100000000;4472592.5200000000;08/09/22;3 Retiro;32 Adelfas;DOCTOR ESQUERDO, CALLE, DEL;213;Carga y descarga 360;Línea;3;14,7;LABORABLES  DE 8 A  14:30 H EXCEPTO CARGA Y DESCARGA MÁX 45 MINUTOS 0302007;-3.6740379210;40.4019782630
0302008;442970.5600000000;4472218.6900000000;08/09/22;3 Retiro;32 Adelfas;GANDIA, CALLE, DE;1;Carga y descarga 360;Batería;5;10,1;LAB. DE 8 A 14 H. Y DE 16,30 A 19 H.EXCEPTO CARGA Y DESCARGA MÁX 45 MINUTOS 0302008;-3.6720289020;40.3986221620
0302009;443034.7400000000;4472156.6200000000;08/09/22;3 Retiro;32 Adelfas;GANDIA, CALLE, DE;6;Carga y descarga 360;Batería;4;10,1;LAB.DE 8 A 14 H. Y DE 16,30 A 19 H. EXCEPTO CARGA Y DESCARGA MÁX 45 MINUTOS 0302009;-3.6712670970;40.3980679970
0302010;443044.0000000000;4472343.3500000000;08/09/22;3 Retiro;32 Adelfas;LUIS MITJANS, CALLE, DE;1;Carga y descarga 360;Línea;3;15;LAB.DE 8 A 14 H. Y DE 16,30 A19 H. EXCEPTO CARGA Y DESCARGA MÁX 45 MINUTOS 0302010;-3.6711747360;40.3997510040
0302011;443012.2100000000;4472665.7400000000;18/08/22;3 Retiro;32 Adelfas;LOS PAJARITOS, CALLE, DE;6;Carga y descarga 360;Línea;1;7;EXCEPTO CARGA Y DESCARGA SIN HORARIO MÁX 45 MINUTOS 0302011;-3.6715781560;40.4026529200
0302012;443122.7400000000;4472822.9000000000;08/09/22;3 Retiro;32 Adelfas;HERBERTO GUT, CALLE, DE;4;Carga y descarga 360;Línea;2;11,7;LAB.DE 8 A 14 H. Y DE 16,30 A19 H. EXCEPTO CARGA Y DESCARGA MÁX 45 MINUTOS 0302012;-3.6702898030;40.4040757460
0302013;442984.2300000000;4472287.1500000000;28/03/26;3 Retiro;32 Adelfas;SECO, CALLE, DE;2;Carga y descarga 360;Línea;3;15;LABORABLES DE 8:00 A 17:00 H EXCEPTO CARGA Y DESCARGA MÁX 45 MIUTOS LUNES LABORABLES DE 19:00 A 21:00 H EXCEPTO SERVICIO PUNTO LIMPIO 0302013  ;-3.6718740310;40.3992399250
0302013;442984.2300000000;4472287.1500000000;28/03/26;3 Retiro;32 Adelfas;SECO, CALLE, DE;2;Carga y descarga 360;Línea;3;15;LABORABLES DE 8:00 A 17:00 H EXCEPTO CARGA Y DESCARGA MÁX 45 MIUTOS LUNES LABORABLES DE 14:00 A 15:30 H EXCEPTO SERVICIO PUNTO LIMPIO 0302013;-3.6718740310;40.3992399250
0302014;442964.6700000000;4472236.2700000000;08/09/22;3 Retiro;32 Adelfas;SECO, CALLE, DE;3;Carga y descarga 360;Línea;3;14,8;LAB.DE 8 A 14 H. Y DE 16,30 AA 19 H. EXCEPTO CARGA Y DESCARGA MÁX 45 MINUTOS 0302014;-3.6720999480;40.3987808140
0302015;442930.8600000000;4472210.1400000000;08/09/22;3 Retiro;32 Adelfas;SECO, CALLE, DE;12;Carga y descarga 360;Línea;3;15;LAB.DE 8 A 14 H. YDE 16,30 A19 H. EXCEPTOCARGA Y DESCARGA MÁX 45 MINUTOS 0302015;-3.6724959190;40.3985430370
0303001;443431.4900000000;4474318.4300000000;08/09/22;3 Retiro;33 Estrella;ALCALDE SAINZ DE BARANDA, CALLE, DEL;80;Carga y descarga 360;Línea;3;14;LAB. DE 8 A 14 H Y 16,30 A 19 EXCEPTO CARGA Y DESCARGA MÁX 45 MINUTOS 0303001 ;-3.6667843900;40.4175691320
0303002;443315.8400000000;4473609.4000000000;08/09/22;3 Retiro;33 Estrella;ASTROS, CALLE, DE LOS;S/N;Carga y descarga 360;Línea;3;13,3;LAB. DE 8 A 14 H. Y DE 16,30 A 19 H. EXCEPTO CARGA Y DESCARGA MÁX 45 MINUTOS 0303002;-3.6680842590;40.4111742350
0303003;443246.0200000000;4474497.0500000000;19/08/22;3 Retiro;33 Estrella;DOCTOR ESQUERDO, CALLE, DEL;69;Carga y descarga 360;Línea;4;19;LAB. DE 8 A 14 H. Y DE 16,30 A 19 H. EXCEPTO CARGA Y DESCARGA MÁX 45 MINUTOS 0303003;-3.6689863810;40.4191657930
0303004;443164.0400000000;4473351.8000000000;19/08/22;3 Retiro;33 Estrella;DOCTOR ESQUERDO, CALLE, DEL;159;Carga y descarga 360;Línea;1;7;LABORABLES DE 08:00 A 14:30 H  EXCEPTO CARGA Y DESCARGA MÁX 45 MINUTOS 0303004;-3.6698502870;40.4088439010
0303005;443154.8800000000;4473222.0900000000;08/09/22;3 Retiro;33 Estrella;DOCTOR ESQUERDO, CALLE, DEL;169;Carga y descarga 360;Línea;3;20;LAB. DE 8 A 14 H. Y DE 16,30 A 19 H. EXCEPTO CARGA Y DESCARGA MÁX 45 MINUTOS 0303005;-3.6699466580;40.4076744370
0303006;443187.7400000000;4473447.3200000000;23/08/22;3 Retiro;33 Estrella;ESTRELLA POLAR, CALLE, DE LA;0;Carga y descarga 360;Línea;4;19,2;LAB. DE 8 A 14 H. Y DE 16,30 A 19 H. EXCEPTO CARGA Y DESCARGA MÁX 45 MINUTOS 0303006;-3.6695794500;40.4097056300
0303007;443389.6800000000;4473553.7400000000;08/09/22;3 Retiro;33 Estrella;ESTRELLA POLAR, CALLE, DE LA;5;Carga y descarga 360;Batería;3;9;DE LUNES A VIERNES DE 8:00 A 17:00 H SÁBADOS DE 9:00 A 14:00 H EXCEPTO CARGA Y DESCARGA  MÁX 45 MINUTOS 0303007;-3.6672091230;40.4106775380
0303008;443236.3500000000;4473443.9200000000;23/08/22;3 Retiro;33 Estrella;ESTRELLA POLAR, CALLE, DE LA;S/N;Carga y descarga 360;Línea;3;11,4;LAB. DE 8 A 14 H. Y DE 16,30 A19 H. EXCEPTO CARGA Y DESCARGA MÁX 45 MINUTOS 0303008;-3.6690063200;40.4096782420
0303009;443669.0300000000;4474394.2100000000;27/07/23;3 Retiro;33 Estrella;MARQUES DE LOZOYA, CALLE, DEL;44;Carga y descarga 360;Batería;6;18;LABORABLES DE LUNES A VIERNES DE 8 A 19 H. Y SÁBADOS DE 8 A 14 H. EXCEPTO CARGA Y DESCARGA  MÁX 45 MINUTOS 0303009;-3.6639912200;40.4182682550
0303010;443280.6300000000;4473173.2800000000;08/09/22;3 Retiro;33 Estrella;PERSEO, CALLE, DE;4;Carga y descarga 360;Línea;3;14;LAB. DE 8 A 17 H EXCEPTO CARGA Y DESCARGA MÁX 45 MINUTOS 0303010;-3.6684604060;40.4072436300
0303011;443492.7300000000;4473881.6400000000;16/01/23;3 Retiro;33 Estrella;PEZ AUSTRAL, CALLE, DEL;3;Carga y descarga 360;Línea;3;15;lab. de lunes viernes de 9 a 21 h. y sábados de 9 a 15 h. CÓDIGO 0303011;-3.6660238460;40.4136392710
0303012;443477.4600000000;4473173.8800000000;29/01/25;3 Retiro;33 Estrella;PERSEO, CALLE, DE;7;Carga y descarga 360;Línea;5;25;LAB. DE 8 A 14 H. Y DE 16:30 A 19:30 H EXCEPTO CARGA Y DESCARGA MÁX 45 MINUTOS 0303012  ;-3.6661408430;40.4072622510
0304001;442594.3900000000;4474270.5500000000;19/08/22;3 Retiro;34 Ibiza;ALCALDE SAINZ DE BARANDA, CALLE, DEL;11;Carga y descarga 360;Línea;3;15;LAB.DE 8 A 14 H. Y DE 16,30 A 19 H. EXCEPTO CARGA Y DESCARGA MÁX 45 MINUTOS 0304001 ;-3.6766464830;40.4170810290
0304002;443036.9500000000;4474334.0400000000;19/08/22;3 Retiro;34 Ibiza;ANTONIO ARIAS, CALLE, DE;3;Carga y descarga 360;Línea;3;15;LAB. DE 8 A 14 H. Y DE 16,30A 19 H. EXCEPTO CARGA Y DESCARGA MÁX 45 MINUTOS 0304002;-3.6714359480;40.4176829780
0304003;443022.4200000000;4474248.6700000000;12/09/22;3 Retiro;34 Ibiza;ANTONIO ARIAS, CALLE, DE;14;Carga y descarga 360;Línea;3;14,6;LAB. DE 8 A 14 H. Y DE 16,30 A 19 H. EXCEPTO CARGA Y DESCARGA MÁX 45 MINUTOS 0304003;-3.6715995840;40.4169136110
0304004;442582.3900000000;4474116.6500000000;10/09/22;3 Retiro;34 Ibiza;DOCE DE OCTUBRE, CALLE, DEL;7;Carga y descarga 360;Línea;3;15;LAB.DE 8 A 14 H. Y DE 16,30 A 19 H. EXCEPTO CARGA Y DESCARGA MÁX 45 MINUTOS 0304004;-3.6767740230;40.4156936690
0304005;442374.6600000000;4474658.9500000000;10/09/22;3 Retiro;34 Ibiza;DOCTOR CASTELO, CALLE, DEL;1;Carga y descarga 360;Línea;2;12;LAB. DE 8 A 14 H. Y DE 16,30 A 19 H. EXCEPTO CARGA Y DESCARGA MÁX 45 MINUTOS 0304005;-3.6792714890;40.4205643260
0304006;442496.3900000000;4474649.7000000000;12/09/22;3 Retiro;34 Ibiza;DOCTOR CASTELO, CALLE, DEL;15;Carga y descarga 360;Línea;2;12,4;LAB. DE 8 A 14 H. Y DE 16,30 A 19 H. EXCEPTO CARGA Y DESCARGA MÁX 45 MINUTOS 0304006;-3.6778358860;40.4204899560
0304007;442532.1900000000;4474647.3400000000;20/08/22;3 Retiro;34 Ibiza;DOCTOR CASTELO, CALLE, DEL;17;Carga y descarga 360;Línea;3;12,4;LAB. DE 8 A 14 H. Y DE 16,30 A 19 H. EXCEPTO CARGA Y DESCARGA MÁX 45 MINUTOS 0304007;-3.6774136160;40.4204705900
0304008;442671.8300000000;4474637.2000000000;19/08/22;3 Retiro;34 Ibiza;DOCTOR CASTELO, CALLE, DEL;27;Carga y descarga 360;Línea;3;15;LAB. DE 8 A 14 H. Y DE 16,30A 19 H. EXCEPTO CARGA Y DESCARGA MÁX 45 MINUTOS 0304008 ;-3.6757668210;40.4203895160
0304009;442758.3900000000;4474630.7600000000;10/09/22;3 Retiro;34 Ibiza;DOCTOR CASTELO, CALLE, DEL;35;Carga y descarga 360;Línea;4;20;LAB. DE 8 A 14 H. Y DE 16,30 A19 H. EXCEPTO CARGA Y DESCARGA MÁX 45 MINUTOS 0304009;-3.6747459250;40.4203370910
0304010;442796.4100000000;4474627.9900000000;19/08/22;3 Retiro;34 Ibiza;DOCTOR CASTELO, CALLE, DEL;39;Carga y descarga 360;Línea;2;8;LAB. DE 8 A 14 H. Y DE 16,30 A19 H. EXCEPTO CARGA Y DESCARGA MÁX 45 MINUTOS 0304010 ;-3.6742974710;40.4203149750
0304011;443203.5800000000;4474325.9300000000;09/09/22;3 Retiro;34 Ibiza;DOCTOR ESQUERDO, CALLE, DEL;48;Carga y descarga 360;Línea;7;35,3;LAB. DE 8 A 14 H. Y DE 16,30 A 19 H. EXCEPTO CARGA Y DESCARGA MÁX 45 MINUTOS 0304011;-3.6694712750;40.4176211560
0304012;442792.0300000000;4474727.9200000000;10/09/22;3 Retiro;34 Ibiza;FERNAN GONZALEZ, CALLE, DE;35;Carga y descarga 360;Línea;3;15,5;LAB. DE 8 A 14 H. Y DE 16,30 A19 H. EXCEPTO CARGA Y DESCARGA MÁX 45 MINUTOS 0304012;-3.6743582040;40.4212146330
0304013;442539.1100000000;4474396.0100000000;19/08/22;3 Retiro;34 Ibiza;IBIZA, CALLE, DE;10;Carga y descarga 360;Línea;10;41,4;LAB. DE 8 A 15 H. EXCEPTO CARGA Y DESCARGA MÁX 45 MINUTOS 0304013 ;-3.6773093380;40.4182072350
0304014;442538.7300000000;4474421.9500000000;14/09/22;3 Retiro;34 Ibiza;IBIZA, CALLE, DE;11;Carga y descarga 360;Línea;3;15,56;LAB. DE 8 A 15 H. EXCEPTO CARGA Y DESCARGA MÁX 45 MINUTOS 0304014;-3.6773162130;40.4184411730
0304015;442667.8900000000;4474386.1200000000;20/08/22;3 Retiro;34 Ibiza;IBIZA, CALLE, DE;22;Carga y descarga 360;Línea;3;15;LAB. DE 8 A 15 H. EXCEPTO CARGA Y DESCARGA MÁX 45 MINUTOS 0304015 ;-3.6757905990;40.4181271930
0304016;442711.3900000000;4474383.6600000000;12/09/22;3 Retiro;34 Ibiza;IBIZA, CALLE, DE;28;Carga y descarga 360;Línea;2;10,9;LAB. DE 8 A 15 H. EXCEPTO CARGA Y DESCARGA MÁX 45 MINUTOS 0304016;-3.6752775720;40.4181082850
0304017;443052.8100000000;4474359.3500000000;13/09/22;3 Retiro;34 Ibiza;IBIZA, CALLE, DE;60;Carga y descarga 360;Línea;2;12;LAB. DE 8 A 15 H. EXCEPTO CARGA Y DESCARGA MÁX 45 MINUTOS 0304017;-3.6712513410;40.4179119900
0304018;442508.7400000000;4474624.1000000000;10/09/22;3 Retiro;34 Ibiza;LOPE DE RUEDA, CALLE, DE;36;Carga y descarga 360;Línea;4;18;LAB. DE 8 A 14 H. Y DE 16,30 A 19 H. EXCEPTO CARGA Y DESCARGA MÁX 45 MINUTOS 0304018;-3.6776879480;40.4202603140
0304019;442503.6200000000;4474561.5800000000;20/08/22;3 Retiro;34 Ibiza;LOPE DE RUEDA, CALLE, DE;44;Carga y descarga 360;Línea;3;14,47;LAB. DE 8 A 14 H. Y DE 16,30A 19 H. EXCEPTO CARGA Y DESCARGA MÁX 45 MINUTOS 0304019;-3.6777426090;40.4196960080
0304020;442496.1500000000;4474371.0600000000;15/09/22;3 Retiro;34 Ibiza;LOPE DE RUEDA, CALLE, DE;53;Carga y descarga 360;Batería;5;14;LAB. DE 7 A 20 H EXCEPTO CARGA Y DESCARGA EN LINEA MÁX 45 MINUTOS 0304020;-3.6778134260;40.4179792550
0304021;442894.1100000000;4474620.8600000000;11/10/22;3 Retiro;34 Ibiza;DOCTOR CASTELO, CALLE, DEL;45;Carga y descarga 360;Línea;2;12;LAB. DE 8 A 14 H. Y DE 16,30 A19 H. EXCEPTO CARGA Y DESCARGA MÁX 45 MINUTOS 0304021;-3.6731453670;40.4202572780
0304022;442893.7800000000;4474413.4100000000;15/09/22;3 Retiro;34 Ibiza;MAIQUEZ, CALLE, DE;40;Carga y descarga 360;Línea;4;18;LABORABLES DE 09:00 A 19:00 H SÁBADOS DE 09:00 A 15:00 H EXCEPTO CARGA Y DESCARGA MÁX 45 MINUTOS 0304022;-3.6731304700;40.4183882890
0304023;442881.9600000000;4474259.9700000000;15/09/22;3 Retiro;34 Ibiza;MAIQUEZ, CALLE, DE;60;Carga y descarga 360;Línea;4;15;LAB. DE 8 A 14 H. Y DE 16,30 A 19 H. EXCEPTO CARGA Y DESCARGA MÁX 45 MINUTOS 0304023;-3.6732561200;40.4170055700
0304024;442404.5400000000;4474552.0400000000;12/09/22;3 Retiro;34 Ibiza;MENORCA, CALLE, DE;1;Carga y descarga 360;Batería;5;16;LAB. DE 8 A 17 HEXCEPTO CARGA Y DESCARGA MÁX 45 MINUTOS 0304024;-3.6789095520;40.4196038770
0304025;442663.1700000000;4474525.6600000000;12/09/22;3 Retiro;34 Ibiza;MENORCA, CALLE, DE;26;Carga y descarga 360;Línea;3;16;LAB. DE 8 A 14 H. Y DE 16,30A 19 H. EXCEPTO CARGA Y DESCARGA MÁX 45 MINUTOS 0304025;-3.6758588380;40.4193834030
0304026;442754.8200000000;4474519.1700000000;10/09/22;3 Retiro;34 Ibiza;MENORCA, CALLE, DE;34;Carga y descarga 360;Línea;3;15;LAB. DE 8 A 14 H. Y DE 16,30 A19 H. EXCEPTO CARGA Y DESCARGA MÁX 45 MINUTOS 0304026;-3.6747778960;40.4193314350
0304027;442800.9800000000;4474516.1500000000;30/12/24;3 Retiro;34 Ibiza;MENORCA, CALLE, DE;36;Carga y descarga 360;Línea;5;24,85;LAB. DE 8 A 14 H. Y DE 16,30 A 19 H. EXCEPTO CARGA Y DESCARGA MÁX 45 MINUTOS 0304027;-3.6742336430;40.4193072560
0304028;442882.6000000000;4474510.2700000000;15/09/22;3 Retiro;34 Ibiza;MENORCA, CALLE, DE;44;Carga y descarga 360;Línea;4;20,3;LAB. DE 8 A 14 H. Y DE 16,30 A 19 H. EXCEPTO CARGA Y DESCARGA MÁX 45 MINUTOS 0304028;-3.6732710740;40.4192601020
0304029;442632.3500000000;4474568.3200000000;12/09/22;3 Retiro;34 Ibiza;NARVAEZ, CALLE, DE;48;Carga y descarga 360;Línea;5;25;LAB. DE 8 A 14 H. Y DE 16,30A 19 H. EXCEPTO CARGA Y DESCARGA MÁX 45 MINUTOS 030429;-3.6762258750;40.4197659090
0304030;442618.7000000000;4474366.3000000000;20/08/22;3 Retiro;34 Ibiza;NARVAEZ, CALLE, DE;66;Carga y descarga 360;Línea;4;20;LAB.DE 8 A 14 H. Y DE 16,30A 19 H. EXCEPTO CARGA Y DESCARGA MÁX 45 MINUTOS 0304030;-3.6763685980;40.4179451070
0304031;442620.4600000000;4474144.1000000000;12/09/22;3 Retiro;34 Ibiza;NARVAEZ, CALLE, DE;71;Carga y descarga 360;Línea;3;14,5;LAB.DE 8 A 14 H. Y DE 16,30 A 19 H. EXCEPTO CARGA Y DESCARGA MÁX 45 MINUTOS 0304031;-3.6763278040;40.4159439940
0304032;442614.1000000000;4474289.2900000000;20/08/22;3 Retiro;34 Ibiza;NARVAEZ, CALLE, DE;74;Carga y descarga 360;Línea;3;14,9;LAB.DE 8 A 14 H. Y DE 16,30A 19 H. EXCEPTO CARGA Y DESCARGA MÁX 45 MINUTOS 0304032;-3.6764158100;40.4172513690
0304033;442604.8300000000;4474147.8100000000;20/08/22;3 Retiro;34 Ibiza;NARVAEZ, CALLE, DE;86;Carga y descarga 360;Línea;3;15;LAB.DE 8 A 14 H. Y DE 16,30 A 19 H. EXCEPTO CARGA Y DESCARGA MÁX 45 MINUTOS 0304033;-3.6765123540;40.4159763660
0304034;442374.3300000000;4474777.3700000000;12/09/22;3 Retiro;34 Ibiza;O'DONNELL, CALLE, DE;6;Carga y descarga 360;Línea;3;15;LAB. DE 8 A 14 H. Y DE 16,30 A 19 H.  EXCEPTO CARGA Y DESCARGA MÁX 45 MINUTOS 0304034;-3.6792861000;40.4216315170
0304035;442577.7400000000;4474763.2100000000;12/09/22;3 Retiro;34 Ibiza;O'DONNELL, CALLE, DE;20;Carga y descarga 360;Línea;2;12,2;LAB. DE 08:00 A 17:00 H EXCEPTO CARGA Y DESCARGA MÁX 45 MINUTOS 0304035;-3.6768871250;40.4215175560
0304036;442766.4100000000;4474748.9900000000;12/09/22;3 Retiro;34 Ibiza;O'DONNELL, CALLE, DE;34;Carga y descarga 360;Línea;3;15;LAB. DE 8 A 14 H. Y DE 16,30 A 21 H. EXCEPTO CARGA Y DESCARGA MÁX 45 MINUTOS 0304036;-3.6746620440;40.4214032510
0304037;442339.1900000000;4474732.8500000000;16/11/22;3 Retiro;34 Ibiza;MENENDEZ PELAYO, AVENIDA, DE;9;Carga y descarga 360;Línea;1;7,5;LAB. DE LUNES A SÁBADO DE 8 A 17 H. EXCEPTO CARGA Y DESCARGA MÁX. 45  MINUTOS  0304037;-3.6796963370;40.4212279830
0304038;442885.7700000000;4474192.3500000000;02/02/23;3 Retiro;34 Ibiza;MAIQUEZ, CALLE, DE;31;Carga y descarga 360;Línea;3;15;LAB. DE LUNES A VIERNES DE 9 A 14 H. Y DE 16:30 A 19 H. SÁBADOS DE 9 A 13 H. EXCEPTO CARGA Y DESCARGA MÁX 45 MINUTOS 0304038;-3.6732051270;40.4163962300
0304039;442845.8800000000;4474249.2500000000;02/04/24;3 Retiro;34 Ibiza;ALCALDE SAINZ DE BARANDA, CALLE, DEL;35;Carga y descarga 360;Línea;3;15;LAB. DE LUNES A SÁBADOS DE 8:00 A 14:30 H. EXCEPTO CARGA Y DESCARGA MÁX 45 MINUTOS COD 0304039    ;-3.6736804520;40.4169065630
0304040;442452.8200000000;4474308.3800000000;25/07/24;3 Retiro;34 Ibiza;MENENDEZ PELAYO, AVENIDA, DE;45;Carga y descarga 360;Línea;2;10;LAB. DE LUNES A SÁBADOS DE 8 A 14:30 H EXCEPTO CARGA Y DESCARGA MÁX. 45 MINUTOS   0304040;-3.6783184310;40.4174121410
0305001;441477.3700000000;4474015.3800000000;01/01/00;3 Retiro;35 Los Jerónimos;ACADEMIA, CALLE, DE LA;6;Carga y descarga 360;Batería;4;14,2;LAB. DE 8 A 14 H. Y DE 16,30 A 19 H. EXCEPTO CARGA Y DESCARGA MÁX 45 MINUTOS 0305001;-3.6897884160;40.4147044000
0305002;442118.2000000000;4473180.5600000000;13/09/22;3 Retiro;35 Los Jerónimos;ANDRES TORREJON, CALLE, DE;13;Carga y descarga 360;Línea;4;15;LAB.DE 8 A 14 H. Y DE 16,30 A 19 H. EXCEPTO CARGA Y DESCARGA MÁX 45 MINUTOS 0305002;-3.6821597690;40.4072289050
