Código Reserva;Gis_X;Gis_Y;Fecha de Alta;Distrito;Barrio;Calle;Nº Finca;Tipo de Reserva;Línea / Batería;Número de Plazas;Longitud Reserva;Texto Cajetines;Longitud;Latitud
0704011;440701.0400000000;4476470.1800000000;19/09/22;7 Chamberí;74 Almagro;GARCIA DE PAREDES, CALLE, DE;25;Carga y descarga 360;Línea;3;18,8;LABORABLES DE 8 A 14 H.Y DE 16,30 A 19 H. EXCEPTO CARGA Y DESCARGA MÁXIMO 45 MINUTOS;-3.6991671050;40.4367638480
0704012;441101.5800000000;4476458.5000000000;13/04/23;7 Chamberí;74 Almagro;GARCIA DE PAREDES, CALLE, DE;47;Carga y descarga 360;Batería;6;18,7;LABORABLES DE 9 A 20 HORAS EXCEPTO CARGA Y DESCARGA. MÁX 45 MIN;-3.6944438130;40.4366863840
0704013;441242.4900000000;4476453.8800000000;14/04/23;7 Chamberí;74 Almagro;GARCIA DE PAREDES, CALLE, DE;59;Carga y descarga 360;Batería;4;15;LABORABLES DE 8 A 14 H. Y DE 16,30 A 19 H. EXCEPTO CARGA Y DESCARGA MÁX 45 MIN ;-3.6927821200;40.4366546420
0704014;441207.1600000000;4476446.9200000000;21/09/22;7 Chamberí;74 Almagro;GARCIA DE PAREDES, CALLE, DE;82;Carga y descarga 360;Línea;3;15,84;LAB. DE 9 A 20 H. EXCEPTO CARGA Y DESCARGA MÁXIMO 45 MINUTOS;-3.6931980310;40.4365897260
0704015;441265.0700000000;4476443.1100000000;14/04/23;7 Chamberí;74 Almagro;GARCIA DE PAREDES, CALLE, DE;84;Carga y descarga 360;Línea;3;15;LAB. DE 8 A 20 H. EXCEPTO CARGA Y DESCARGA MÁXIMO 45 MINUTOS;-3.6925148360;40.4365594740
0704016;441436.6100000000;4476438.9300000000;14/04/23;7 Chamberí;74 Almagro;GARCIA DE PAREDES, CALLE, DE;96;Carga y descarga 360;Línea;3;16,12;LAB DE 8 A 14 H. Y DE 16,30 A 19 H. EXCEPTO CARGA Y DESCARGA MÁX 45 MIN;-3.6904920650;40.4365340920
0704018;441176.9500000000;4476610.6300000000;19/09/22;7 Chamberí;74 Almagro;JOSE ABASCAL, CALLE, DE;48;Carga y descarga 360;Línea;5;24,9;LAB. DE 8 A 14 H Y DE 16.30 A 19 H EXCEPTO CARGA Y DESCARGA MÁXIMO 45 MINUTOS;-3.6935693070;40.4380623420
0704019;441378.3200000000;4476367.7400000000;20/09/22;7 Chamberí;74 Almagro;MIGUEL ANGEL, CALLE, DE;20;Carga y descarga 360;Línea;3;16,5;LAB DE 8 A 14 H. Y DE 16,30 A 19 H. EXCEPTO CARGA Y DESCARGA. MÁX 45 MIN;-3.6911727390;40.4358883690
0704020;440922.4100000000;4476312.1400000000;14/11/22;7 Chamberí;74 Almagro;MODESTO LAFUENTE, CALLE, DE;1;Carga y descarga 360;Línea;3;16,7;LABORABLES DE 8 A 14 H. EXCEPTO CARGA Y DESCARGA MÁX 45 MIN;-3.6965425570;40.4353554610
0704021;441328.9600000000;4475860.8800000000;14/04/23;7 Chamberí;74 Almagro;MONTE ESQUINZA, CALLE, DEL;47;Carga y descarga 360;Batería;1;6;LABORABLES DE 8 A 17 HORAS EXCEPTO CARGA Y DESCARGA. TIEMPO MÁX 45 MIN;-3.6917078250;40.4313194890
0704022;440697.7400000000;4476561.7100000000;28/02/23;7 Chamberí;74 Almagro;MOREJON, CALLE, DE;2;Carga y descarga 360;Línea;3;15;LABORABLES DE 8 A 20 HORAS EXCEPTO CARGA Y DESCARGA MÁX 45 MIN;-3.6992146600;40.4375878190
0704023;440854.9700000000;4476121.4400000000;07/10/22;7 Chamberí;74 Almagro;RAFAEL CALVO, CALLE, DE;3;Carga y descarga 360;Línea;3;15;LABORABLES DE 8 A 19 H.EXCEPTO CARGA Y DESCARGA MÁXIMO 45 MINUTOS;-3.6973198890;40.4336330350
0704024;441076.9800000000;4476158.5300000000;21/09/22;7 Chamberí;74 Almagro;RAFAEL CALVO, CALLE, DE;13;Carga y descarga 360;Línea;3;16,7;LABORABLES DE 7 A 14 H.Y DE 16,30 A 20 H. EXCEPTO CARGA Y DESCARGA MÁXIMO 45 MINUTOS;-3.6947060550;40.4339825390
0704025;441181.8300000000;4476153.3600000000;17/04/23;7 Chamberí;74 Almagro;RAFAEL CALVO, CALLE, DE;24;Carga y descarga 360;Batería;6;17,4;LABORABLES DE 9 A 14 H.Y DE 16,30 A 20 H. EXCEPTO CARGA Y DESCARGA MÁXIMO 45 MINUTOS;-3.6934693830;40.4339435780
0704026;441220.4100000000;4476162.9800000000;20/09/22;7 Chamberí;74 Almagro;RAFAEL CALVO, CALLE, DE;25;Carga y descarga 360;Línea;3;17,7;LABORABLES DE 8 A 14 H.Y DE 16,30 A 19 H. EXCEPTO CARGA Y DESCARGA MÁXIMO 45 MINUTOS;-3.6930155430;40.4340333600
0704027;441394.5200000000;4476169.4500000000;20/09/22;7 Chamberí;74 Almagro;RAFAEL CALVO, CALLE, DE;35;Carga y descarga 360;Línea;4;23,9;LAB DE 8 A 14 H. Y DE 16,30 A 19 H. EXCEPTO CARGA Y DESCARGA MÁXIMO 45 MINUTOS;-3.6909634950;40.4341034900
0704028;441447.3000000000;4476162.2600000000;17/04/23;7 Chamberí;74 Almagro;RAFAEL CALVO, CALLE, DE;42;Carga y descarga 360;Batería;4;12;LAB DE 8 A 14 H. Y DE 16,30 A 19 H. EXCEPTO CARGA Y DESCARGA MÁXIMO 45 MINUTOS;-3.6903406330;40.4340425850
0704029;440773.4500000000;4476176.1900000000;20/09/22;7 Chamberí;74 Almagro;SANTA ENGRACIA, CALLE, DE;50;Carga y descarga 360;Línea;2;12;LABORABLES DE 8 A 14:30H. EXCEPTO CARGA Y DESCARGA MÁX 45 MIN;-3.6982860680;40.4341205070
0704030;440627.1100000000;4476631.4000000000;17/04/23;7 Chamberí;74 Almagro;SANTA ENGRACIA, CALLE, DE;100;Carga y descarga 360;Batería;4;17,68;LABORABLES DE 8 A 14 H. Y DE 16,30 A 19 H.EXCEPTO CARGA Y DESCARGA. MÁX 45 MIN;-3.7000537570;40.4382102230
0704031;440729.5300000000;4476364.3000000000;18/04/23;7 Chamberí;74 Almagro;VIRIATO, CALLE, DE;45;Carga y descarga 360;Batería;4;13,29;LABORABLES DE 8 A 14 H.Y DE 16,30 A 20 H. EXCEPTOCARGA Y DESCARGA. MÁX 45 MIN;-3.6988213250;40.4358118210
0704032;440839.9900000000;4476347.1100000000;20/09/22;7 Chamberí;74 Almagro;VIRIATO, CALLE, DE;52;Carga y descarga 360;Línea;2;12;LABORABLES DE LUNES A VIERNES DE 8 A 20 H. Y SÁBADOS DE 8 A 15 H. EXCEPTO CARGA Y DESCARGA MÁX 45 MIN;-3.6975175590;40.4356651440
0704033;441155.3600000000;4475580.9900000000;19/09/22;7 Chamberí;74 Almagro;ZURBANO, CALLE, DE;15;Carga y descarga 360;Línea;2;11,7;LABORABLES DE 8 A 14 H. Y DE 16,30 A 19 H. EXCEPTO CARGA Y DESCARGA MÁX 45 MIN ;-3.6937284180;40.4287856970
0704034;441189.4800000000;4476061.1300000000;19/09/22;7 Chamberí;74 Almagro;ZURBANO, CALLE, DE;37;Carga y descarga 360;Línea;3;15;LABORABLES DE 9 A 20 H. EXCEPTO CARGA Y DESCARGA. MÁX 45 MIN;-3.6933707770;40.4331137060
0704035;441204.2900000000;4476141.9000000000;19/09/22;7 Chamberí;74 Almagro;ZURBANO, CALLE, DE;50;Carga y descarga 360;Línea;3;14;LABORABLES DE 8 A 14 H.Y DE 16,30 A 19 H. EXCEPTO CARGA Y DESCARGA MÁX 45 MIN;-3.6932035310;40.4338415340
0704036;441212.4900000000;4476256.6600000000;18/04/23;7 Chamberí;74 Almagro;ZURBANO, CALLE, DE;60;Carga y descarga 360;Línea;3;18,55;LABORABLES DE 8 A 14 H.EXCEPTO CARGA Y DESCARGA. MÁX 45 MIN;-3.6931175300;40.4348766400
0704037;441215.7900000000;4476427.7300000000;19/09/22;7 Chamberí;74 Almagro;ZURBANO, CALLE, DE;65;Carga y descarga 360;Línea;3;16;LABORABLES DE 8 A 14 H.Y DE 16,30 A 19 H. EXCEPTO CARGA Y DESCARGA. MÁX 45 MIN;-3.6930943820;40.4364177820
0704038;441218.9100000000;4476470.1200000000;18/04/23;7 Chamberí;74 Almagro;ZURBANO, CALLE, DE;67;Carga y descarga 360;Línea;2;10,77;LABORABLES DE 8 A 20 HORAS EXCEPTO CARGA Y DESCARGA MÁX 45 MIN;-3.6930616090;40.4367994290
0704039;441233.9900000000;4476553.6200000000;18/04/23;7 Chamberí;74 Almagro;ZURBANO, CALLE, DE;84;Carga y descarga 360;Línea;2;13,12;LAB. DE 8 A 14 H Y DE 16.30 A 19 HEXCEPTO CARGA Y DESCARGA MÁX 45 MIN;-3.6928915550;40.4375531550
0704040;441437.0400000000;4475397.3800000000;19/03/26;7 Chamberí;74 Almagro;CASTELLANA, PASEO, DE LA;7;Carga y descarga 360;Línea;1;9,5;LABORABLES DE LUNES A SÁBADOS DE 8 A 14 H. EXCEPTO CARGA Y DESCARGA MÁXIMO 45 MINUTOS;-3.6903911100;40.4271515070
0705001;441011.4400000000;4477511.8800000000;11/08/22;7 Chamberí;75 Ríos Rosas;MODESTO LAFUENTE, CALLE, DE;92;Carga y descarga 360;Línea;3;14,9;Laborables de 08:00 a 14:00 y de 16:30 a 19:00 MÁXIMO 45 MINUTOS ;-3.6956042810;40.4461694660
0705002;440754.0000000000;4477527.3000000000;11/08/22;7 Chamberí;75 Ríos Rosas;PONZANO, CALLE, DE;100;Carga y descarga 360;Línea;3;16,6;Laborables de 08:00 a 14:00 y de 16:30 a 19:00 MÁXIMO 45 MINUTOS  ;-3.6986413590;40.4462901880
0705003;440610.5900000000;4477289.3900000000;11/08/22;7 Chamberí;75 Ríos Rosas;MARIA DE GUZMAN, CALLE, DE;18;Carga y descarga 360;Línea;2;13,6;Laborables de 09:00 a 14:00 y de 16:30 a 20:00 MÁXIMO 45 MINUTOS ;-3.7003100980;40.4441371270
0705004;440336.9000000000;4477430.4700000000;11/08/22;7 Chamberí;75 Ríos Rosas;MAUDES, CALLE, DE;4;Carga y descarga 360;Línea;3;14,8;Laborables de 09:00 a 14:00 y de 16:30 a 20:00 MÁXIMO 45 MINUTOS ;-3.7035504040;40.4453883530
0705005;440425.2200000000;4477432.7200000000;11/08/22;7 Chamberí;75 Ríos Rosas;MAUDES, CALLE, DE;13;Carga y descarga 360;Línea;3;15,2;Laborables de 08:00 a 14:00 y de 16:30 a 19:00 MÁXIMO 45 MINUTOS ;-3.7025092250;40.4454144220
0705006;440397.3300000000;4477053.6400000000;16/08/22;7 Chamberí;75 Ríos Rosas;RIOS ROSAS, CALLE, DE;12;Carga y descarga 360;Línea;3;15,2;Laborables de 09:00 a 14:00 y de 16:30 a 20:00 MÁXIMO 45 MINUTOS ;-3.7028025220;40.4419981610
0705007;440638.3500000000;4477176.0200000000;16/08/22;7 Chamberí;75 Ríos Rosas;CRISTOBAL BORDIU, CALLE, DE;21;Carga y descarga 360;Línea;3;15;Laborables de 08:00 a 14:00 MÁXIMO 45 MINUTOS ;-3.6999722250;40.4431178350
0705008;440860.7100000000;4477296.0800000000;16/08/22;7 Chamberí;75 Ríos Rosas;ALONSO CANO, CALLE, DE;91;Carga y descarga 360;Línea;3;15,1;Laborables de 08:00 a 14:00 y de 16:30 a 19:00 MÁXIMO 45 MINUTOS ;-3.6973614280;40.4442149920
0705009;440829.6100000000;4477153.3400000000;16/08/22;7 Chamberí;75 Ríos Rosas;CRISTOBAL BORDIU, CALLE, DE;40;Carga y descarga 360;Línea;1;7;Laborables de 08:00 a 14:00 y de 16:30 a 19:00 MÁXIMO 45 MINUTOS ;-3.6977150010;40.4429264680
0705010;440847.5300000000;4477107.8100000000;17/12/24;7 Chamberí;75 Ríos Rosas;ALONSO CANO, CALLE, DE;77;Carga y descarga 360;Línea;3;15;LAB. DE 08:00 A 14:00 Y DE 16:30 A 19:00 MÁXIMO 45 MINUTOS;-3.6974994540;40.4425175480
0705011;440979.2600000000;4477166.2200000000;16/08/22;7 Chamberí;75 Ríos Rosas;MODESTO LAFUENTE, CALLE, DE;45;Carga y descarga 360;Línea;2;12,2;Laborables de 08:00 a 14:00 y de 16:30 a 19:00 MAXIMO 45 MINUTOS  ;-3.6959517230;40.4430538360
0705012;440853.2200000000;4477390.8100000000;16/08/22;7 Chamberí;75 Ríos Rosas;MAUDES, CALLE, DE;52;Carga y descarga 360;Batería;6;15;Laborables de 08:00 a 14:00 y de 16:30 a 19:00 MAXIMO 45 MINUTOS  ;-3.6974587170;40.4450675540
0705013;440899.7200000000;4477014.5800000000;17/08/22;7 Chamberí;75 Ríos Rosas;RIOS ROSAS, CALLE, DE;44;Carga y descarga 360;Línea;3;17,3;Laborables de 08:00 a 14:00 MAXIMO 45 MINUTOS ;-3.6968753310;40.4416816590
0705014;440923.4300000000;4477032.7700000000;17/08/22;7 Chamberí;75 Ríos Rosas;RIOS ROSAS, CALLE, DE;51;Carga y descarga 360;Línea;3;15;Laborables de 08:00 a 14:00 y de 16:30 a 19:00 MÁXIMO 45 MINUTOS;-3.6965975610;40.4418469580
0705015;440577.0300000000;4476673.0900000000;26/08/22;7 Chamberí;75 Ríos Rosas;JOSE ABASCAL, CALLE, DE;15;Carga y descarga 360;Línea;3;16,6;Laborables de 08:00 a 14:00 y de 16:30 a 19:00 MÁXIMO 45 MINUTOS ;-3.7006480860;40.4385825310
0705016;441222.5900000000;4476689.4800000000;17/08/22;7 Chamberí;75 Ríos Rosas;MALAGA, CALLE, DE;10;Carga y descarga 360;Línea;3;16,3;Laborables de 08:00 a 14:00 y de 16:30 a 19:00 MÁXIMO 45 MINUTOS ;-3.6930384620;40.4387760760
0705017;441106.4900000000;4476860.8000000000;17/08/22;7 Chamberí;75 Ríos Rosas;FERNANDEZ DE LA HOZ, CALLE, DE;59;Carga y descarga 360;Línea;2;11,3;Laborables de 08:00 a 14:00 y de 16:30 a 19:00 MÁXIMO 45 MINUTOS ;-3.6944231860;40.4403112590
0705018;441236.2900000000;4476953.1200000000;17/08/22;7 Chamberí;75 Ríos Rosas;SAN JUAN DE LA CRUZ, PLAZA, DE;1;Carga y descarga 360;Línea;2;13,3;Laborables de 08:00 a 14:00 y de 16:30 a 19:00 MÁXIMO 45 MINUTOS ;-3.6929014100;40.4411517880
0705019;440308.7400000000;4477454.5500000000;17/08/22;7 Chamberí;75 Ríos Rosas;BRAVO MURILLO, CALLE, DE;88;Carga y descarga 360;Línea;2;11,5;Laborables de 08:00 a 14:00 y de 16:30 a 19:00 MÁXIMO 45 MINUTOS ;-3.7038847250;40.4456029250
0705020;441095.7400000000;4476714.6900000000;17/08/22;7 Chamberí;75 Ríos Rosas;FERNANDEZ DE LA HOZ, CALLE, DE;72;Carga y descarga 360;Línea;2;9,3;Lab. de lunes a viernes de 08:00 a 20:00  sabados 08:00 a 15:00 MÁXIMO 45 MINUTOS ;-3.6945363450;40.4389941440
0705021;440710.0600000000;4477410.7900000000;17/08/22;7 Chamberí;75 Ríos Rosas;MAUDES, CALLE, DE;27;Carga y descarga 360;Línea;4;21;Laborables de 08:00 a 14:00 y de 16:30 a 19:00 MÁXIMO 45 MINUTOS ;-3.6991485410;40.4452371490
0705022;440371.0300000000;4477185.8700000000;18/08/22;7 Chamberí;75 Ríos Rosas;CRISTOBAL BORDIU, CALLE, DE;10;Carga y descarga 360;Línea;3;16;Laborables de 08:00 a 14:00 y de 16:30 a 19:00 MÁXIMO 45 MINUTOS ;-3.7031250970;40.4431869340
0705023;440695.1100000000;4476693.6600000000;02/03/26;7 Chamberí;75 Ríos Rosas;PONZANO, CALLE, DE;24;Carga y descarga 360;Línea;3;15,1;LAB. DE 08:00 A 14:30 H. EXCEPTO CARGA Y DESCARGA MÁXIMO 45 MINUTOS;-3.6992578610;40.4387759610
0705023;440833.9900000000;4476793.6400000000;18/08/22;7 Chamberí;75 Ríos Rosas;ALONSO CANO, CALLE, DE;24;Carga y descarga 360;Línea;2;10;Laborables de 08:00 a 17:00 MÁXIMO 45 MINUTOS ;-3.6976298020;40.4396866780
0705024;440359.4200000000;4477073.7200000000;18/08/22;7 Chamberí;75 Ríos Rosas;RIOS ROSAS, CALLE, DE;5;Carga y descarga 360;Línea;2;9,7;Laborables de 08:00 a 17:00 MÁXIMO 45 MINUTOS ;-3.7032514340;40.4421760650
0705025;440966.9600000000;4476861.4100000000;18/08/22;7 Chamberí;75 Ríos Rosas;MODESTO LAFUENTE, CALLE, DE;40;Carga y descarga 360;Línea;2;12;Laborables de 07:00 a 21:00 MÁXIMO 45 MINUTOS ;-3.6960683770;40.4403069620
0705026;440301.6500000000;4477242.4300000000;18/08/22;7 Chamberí;75 Ríos Rosas;BRAVO MURILLO, CALLE, DE;62;Carga y descarga 360;Línea;3;13,3;Laborables de 08:00 a 14:00 y de 16:30 a 19:00 MÁXIMO 45 MINUTOS ;-3.7039484380;40.4436915380
0705027;440366.8400000000;4477195.1800000000;18/08/22;7 Chamberí;75 Ríos Rosas;CRISTOBAL BORDIU, CALLE, DE;5 A;Carga y descarga 360;Línea;2;10;De lunes a viernes de 08:00 a 14:00 y sabados de 08:00 a 15:00 MÁXIMO 45 MINUTOS ;-3.7031753460;40.4432704140
0705029;440320.1800000000;4477310.5900000000;19/08/22;7 Chamberí;75 Ríos Rosas;MARIA DE GUZMAN, CALLE, DE;2;Carga y descarga 360;Línea;2;10,4;lab. de lunes a sabado de 08:00 a 14:00 MÁXIMO 45 MINUTOS ;-3.7037362710;40.4443071810
0705031;440351.0600000000;4477491.1500000000;19/08/22;7 Chamberí;75 Ríos Rosas;SANTA ENGRACIA, CALLE, DE;160;Carga y descarga 360;Línea;2;13;Laborables de 08:00 a 14:30 MÁXIMO 45 MINUTOS ;-3.7033891740;40.4459354130
0705032;440845.2000000000;4476949.3900000000;19/08/22;7 Chamberí;75 Ríos Rosas;ALONSO CANO, CALLE, DE;42;Carga y descarga 360;Línea;3;18;Lab. de lunes a viernes de 08:00 a 14:30 y de 16:30 a 19:30 sabados de 08:00 a 14:30 MÁXIMO 45 MINUTOS ;-3.6975121740;40.4410909970
0705033;440883.3500000000;4477493.5900000000;26/09/22;7 Chamberí;75 Ríos Rosas;ALONSO CANO, CALLE, DE;103;Carga y descarga 360;Línea;2;12;lab. de lunes a viernes de 8 a 14,30 h y de 16,30 a 19,30 h Sábados de 8 a 14,30 h MÁXIMO 45 MINUTOS;-3.6971129370;40.4459958020
0705034;440720.1300000000;4476788.5900000000;02/03/23;7 Chamberí;75 Ríos Rosas;BRETON DE LOS HERREROS, CALLE, DE;21;Carga y descarga 360;Línea;4;20;lab de 8 a 20 h. MAXIMO 45 MINUTOS;-3.6989717260;40.4396336220
0705035;440727.2400000000;4476911.0800000000;02/03/23;7 Chamberí;75 Ríos Rosas;ESPRONCEDA, CALLE, DE;3;Carga y descarga 360;Línea;3;15;lab de 8 a 20 h. MÁXIMO 45 MINUTOS;-3.6988993620;40.4407367370
0705036;440712.1100000000;4476939.2400000000;23/11/23;7 Chamberí;75 Ríos Rosas;PONZANO, CALLE, DE;52;Carga y descarga 360;Línea;3;15;laborables de 08:00 a 20:00 h. MÁXIMO 45 MINUTOS;-3.6990803590;40.4409897560
0706001;439765.0200000000;4477568.4900000000;11/08/22;7 Chamberí;76 Vallehermoso;GENERAL IBAÑEZ DE IBERO, CALLE, DEL;1;Carga y descarga 360;Línea;2;12,1;Laborables de 09:00 a 20:00 MÁXIMO 45 MINUTOS;-3.7103066650;40.4465905900
0706002;439436.8700000000;4477197.9400000000;11/08/22;7 Chamberí;76 Vallehermoso;MAESTRO ÁNGEL LLORCA, CALLE, DEL;4;Carga y descarga 360;Línea;4;20;Laborables de 08:00 a 14:00 y de 16:30 a 19:00 EN LINEA MÁXIMO 45 MINUTOS;-3.7141407270;40.4432286450
0706003;439570.7600000000;4477067.8700000000;11/08/22;7 Chamberí;76 Vallehermoso;GUZMAN EL BUENO, CALLE, DE;104;Carga y descarga 360;Línea;3;15;Laborables de 08:00 a 14:00 y de 16:30 a 19:00 MÁXIMO 45 MINUTOS ;-3.7125495080;40.4420659420
0706004;439537.2800000000;4477137.2600000000;11/08/22;7 Chamberí;76 Vallehermoso;JULIAN ROMEA, CALLE, DE;2;Carga y descarga 360;Línea;7;23,5;Laborables de 09:00 a 20:00 EN LINEA MÁXIMO 45 MINUTOS;-3.7129510370;40.4426889190
0706005;439784.8200000000;4477336.3500000000;16/08/22;7 Chamberí;76 Vallehermoso;SAN FRANCISCO DE SALES, PASEO, DE;39;Carga y descarga 360;Batería;5;12,1;Laborables de 08:00 a 14:00 y de 16:30 a 19:00 MÁXIMO 45 MINUTOS ;-3.7100511830;40.4445000390
0706006;439403.4800000000;4477028.8000000000;11/08/22;7 Chamberí;76 Vallehermoso;GENERAL AMPUDIA, CALLE, DEL;1;Carga y descarga 360;Línea;3;15;Laborables de 08:00 a 14:00 y de 16:30 a 19:00 MÁXIMO 45 MINUTOS  ;-3.7145181910;40.4417022290
0706007;439296.5800000000;4477239.7100000000;16/08/22;7 Chamberí;76 Vallehermoso;VALLE, AVENIDA, DEL;11;Carga y descarga 360;Línea;3;15,8;Lab. de 08:00 a 20:00  y sabados 08:00 a 15:00 MÁXMIO 45 MINUTOS ;-3.7157988090;40.4435941350
0706008;440118.0400000000;4477575.8900000000;16/08/22;7 Chamberí;76 Vallehermoso;MARQUES DE LEMA, CALLE, DEL;15;Carga y descarga 360;Batería;6;18,8;Laborables de 08:00 a 14:00 y de 16:30 a 19:00 MÁXIMO 45 MINUTOS  ;-3.7061448710;40.4466827790
0706009;440210.0600000000;4477185.1700000000;16/08/22;7 Chamberí;76 Vallehermoso;ESQUILACHE, CALLE, DE;8;Carga y descarga 360;Línea;2;10,5;Laborables de 08:00 a 14:00 y de 16:30 a 19:00 MÁXIMO 45 MINUTOS ;-3.7050229630;40.4431690010
0706010;439785.3700000000;4476738.1500000000;16/08/22;7 Chamberí;76 Vallehermoso;GALILEO, CALLE, DE;87;Carga y descarga 360;Línea;4;20,9;Laborables de 08:00 a 20:00 MÁXIMO 45 MINUTOS ;-3.7099879860;40.4391119440
0706011;439381.1300000000;4476982.0200000000;16/08/22;7 Chamberí;76 Vallehermoso;SAN FRANCISCO DE SALES, PASEO, DE;23 A;Carga y descarga 360;Línea;3;18,5;Laborables de 08:00 a 14:00 y de 16:30 a 19:00 MÁXIMO 45 MINUTOS ;-3.7147772250;40.4412787560
0706012;439275.5500000000;4476890.2000000000;16/08/22;7 Chamberí;76 Vallehermoso;SAN FRANCISCO DE SALES, PASEO, DE;13;Carga y descarga 360;Línea;3;15;Laborables de 09:00 a 20:00 MAXIMO 45 MINUTOS ;-3.7160133250;40.4404442430
0706014;439510.8400000000;4476745.6700000000;16/08/22;7 Chamberí;76 Vallehermoso;CEA BERMUDEZ, CALLE, DE;50;Carga y descarga 360;Línea;3;15;Laborables de 08:00 a 14:00 y de 16:30 a 19:00 MAXIMO 45 MINUTOS ;-3.7132254840;40.4391590980
0706015;439696.6600000000;4476743.9600000000;17/08/22;7 Chamberí;76 Vallehermoso;BLASCO DE GARAY, CALLE, DE;94;Carga y descarga 360;Línea;3;16;Laborables de 09:00 a 20:00 MÁXIMO 45 MINUTOS ;-3.7110343210;40.4391578950
0706016;439994.3700000000;4476708.8500000000;17/08/22;7 Chamberí;76 Vallehermoso;CEA BERMUDEZ, CALLE, DE;16;Carga y descarga 360;Línea;3;17;Laborables de 09:00 a 14:00 y de 16:30 a 20:00 MÁXIMO 45 MINUTOS ;-3.7075211160;40.4388623630
0706017;440081.6500000000;4476811.8500000000;17/08/22;7 Chamberí;76 Vallehermoso;BOIX Y MORER, CALLE, DE;7;Carga y descarga 360;Línea;3;15;Laborables de 08:00 a 14:00 y de 16:30 a 19:00 MÁXIMO 45 MINUTOS ;-3.7065018240;40.4397969150
0706018;439486.5400000000;4477381.6400000000;22/12/22;7 Chamberí;76 Vallehermoso;POETA ANGELA FIGUERA, CALLE, DE LA;9;Carga y descarga 360;Línea;3;17,19;Laborables de  08:00 a 18:00 MÁXIMO 45 MINUTOS;-3.7135725820;40.4448870150
0706019;439342.1600000000;4476814.9700000000;17/08/22;7 Chamberí;76 Vallehermoso;GAZTAMBIDE, CALLE, DE;83;Carga y descarga 360;Línea;3;15;lab. de lunes a viernes de 08:00 a 20:00  sabados 08:00 a 15:00 MAXIMO 45 MINUTOS ;-3.7152208090;40.4397715330
0706020;439599.7500000000;4477491.3700000000;20/10/25;7 Chamberí;76 Vallehermoso;GUZMAN EL BUENO, CALLE, DE;116;Carga y descarga 360;Línea;4;18,3;Lab de 09:00 a 14:00 h y de 16:30 a 20:00h. MAXIMO 45 MINUTOS;-3.7122480750;40.4458832740
0706021;439773.7000000000;4476834.2300000000;22/04/24;7 Chamberí;76 Vallehermoso;FILIPINAS, AVENIDA, DE;18;Carga y descarga 360;Línea;2;14;lab. de lunes a viernes de 08:00 a 20:00 h. y sábados de 08:00 a 15:00 h. MÁXIMO 45 MINUTOS;-3.7101347200;40.4399757920
0706022;439201.5500000000;4476826.0300000000;18/08/22;7 Chamberí;76 Vallehermoso;SAN FRANCISCO DE SALES, PASEO, DE;3;Carga y descarga 360;Línea;2;13;lab. de lunes a Viernes de 08:00 a 14:00 y de 16:30 a 20:00 sabados de 08:00 a 14:30 MÁXIMO 45 MINUTOS ;-3.7168797510;40.4398605700
0706023;439931.8400000000;4476802.1000000000;17/06/24;7 Chamberí;76 Vallehermoso;VALLEHERMOSO, CALLE, DE;89;Carga y descarga 360;Línea;2;10;lab. de lunes a viernes de 08:00 a 17:00 h. y sábados de 08:00 a 14:30 h. MÁXIMO 45 MINUTOS;-3.7082671640;40.4396988240
0706024;439136.7000000000;4476862.7600000000;22/08/24;7 Chamberí;76 Vallehermoso;ISAAC PERAL, CALLE, DE;46;Carga y descarga 360;Línea;3;15;Laborables de lunes a sábados de 08:00 a 14:30 horas Máximo 45 minutos;-3.7176478590;40.4401865830
0706025;439506.6100000000;4477060.2500000000;02/07/26;7 Chamberí;76 Vallehermoso;SAN FRANCISCO DE SALES, PASEO, DE;34;Carga y descarga 360;Línea;2;10,1;DE LUNES A SÁBADO DE 08:00 A 14:30 H. MÁXIMO 45 MINUTOS;-3.7133052970;40.4419933480
0706026;439860.6900000000;4476875.2800000000;06/07/26;7 Chamberí;76 Vallehermoso;FILIPINAS, AVENIDA, DE;22;Carga y descarga 360;Línea;2;10;LAB. DE 08:00 A 17:00 H. MÁXIMO 45 MINUTOS;-3.7091129650;40.4403522830
 Sin Datos;439184.3400000000;4481452.2000000000;23/03/05;8 Fuencarral - El Pardo;83 Peñagrande;ISLA DE TAVIRA, CALLE, DE LA;4;Carga y descarga;Línea;3;16,34;LAB DE 08:00 A 14:00 Y DE 16:30 A 19:00 H.EXCEPTO CARGA Y DESCARGA;-3.7175258180;40.4815340830
 Sin Datos;439396.2800000000;4481426.3600000000;05/02/04;8 Fuencarral - El Pardo;83 Peñagrande;FERMIN CABALLERO, CALLE, DE;75;Carga y descarga;Línea;3;15,3;LAB DE 08:00 A 14:00 Y DE 16:30 A 19:00 H.EXCEPTO CARGA Y DESCARGA;-3.7150230820;40.4813165310
 Sin Datos;438987.0000000000;4481153.3900000000;26/05/15;8 Fuencarral - El Pardo;83 Peñagrande;FERMIN CABALLERO, CALLE, DE;89;Carga y descarga;Línea;1;15;LAB. DE 08:00 17:00 H. EXCEPTO CARGA Y DESCARGA;-3.7198252130;40.4788274300
