Gis_X;Gis_Y;Fecha de Alta;Distrito;Barrio;Calle;Nº Finca;Tipo de Reserva;Línea / Batería;Número de Plazas;Longitud Reserva;Texto Cajetines;Longitud;Latitud
447464.0200000000;4472294.5100000000;29/08/2019;19 VICALVARO;192 VALDEBERNARDO;CORDEL DE PAVONES, CALLE, DE;30;PMR;Línea;1;6;;-3.6190878300;40.3996014040
447465.6300000000;4472255.9700000000;17/10/2022;19 VICALVARO;192 VALDEBERNARDO;CORDEL DE PAVONES, CALLE, DE;34 F;PMR;Línea;1;8;;-3.6190656570;40.3992541350
447424.2000000000;4472124.1300000000;13/03/2018;19 VICALVARO;192 VALDEBERNARDO;CORDEL DE PAVONES, CALLE, DE;44;PMR;Línea;2;13,5;;-3.6195428740;40.3980634710
447353.9400000000;4471902.2400000000;04/11/2015;19 VICALVARO;192 VALDEBERNARDO;CORDEL DE PAVONES, CALLE, DE;54;PMR;Línea;1;5,5;;-3.6203524630;40.3960604680
447557.6800000000;4472549.0300000000;25/01/2023;19 VICALVARO;192 VALDEBERNARDO;CORDEL DE PAVONES, CALLE, DE;6 B;PMR;Línea;1;8,1;;-3.6180050550;40.4018998250
447299.4100000000;4472354.9400000000;10/11/2016;19 VICALVARO;192 VALDEBERNARDO;CORDEL DE PAVONES, CALLE, DE;S/N;PMR;Línea;1;5,5;;-3.6210325070;40.4001354010
447596.7900000000;4472673.1900000000;07/03/2024;19 VICALVARO;192 VALDEBERNARDO;CORDEL DE PAVONES, CALLE, DE;S/N;PMR;Línea;1;8;;-3.6175543660;40.4030207020
447430.6700000000;4472924.1800000000;23/05/2023;19 VICALVARO;192 VALDEBERNARDO;INDALECIO PRIETO, BULEVAR, DE;2;PMR;Línea;1;8;;-3.6195327320;40.4052714520
447270.1100000000;4472316.3600000000;19/04/2010;19 VICALVARO;192 VALDEBERNARDO;INDALECIO PRIETO, BULEVAR, DE;21;PMR;Línea;1;5,38;;-3.6213743900;40.3997855530
447211.9900000000;4472304.1700000000;23/04/2010;19 VICALVARO;192 VALDEBERNARDO;INDALECIO PRIETO, BULEVAR, DE;28;PMR;Línea;1;4;;-3.6220583870;40.3996720500
447080.1100000000;4471857.2400000000;24/02/2015;19 VICALVARO;192 VALDEBERNARDO;INDALECIO PRIETO, BULEVAR, DE;46 B;PMR;Línea;1;4,4;;-3.6235751210;40.3956372240
447124.5000000000;4471854.4600000000;12/01/2018;19 VICALVARO;192 VALDEBERNARDO;INDALECIO PRIETO, BULEVAR, DE;47 B;PMR;Línea;2;13,4;;-3.6230518960;40.3956151080
447286.7100000000;4472592.2800000000;26/02/2008;19 VICALVARO;192 VALDEBERNARDO;INDALECIO PRIETO, BULEVAR, DE;Fte 14;PMR;Línea;1;5,5;;-3.6212017580;40.4022725340
447231.5500000000;4472367.4000000000;25/04/2008;19 VICALVARO;192 VALDEBERNARDO;INDALECIO PRIETO, BULEVAR, DE;Fte 24;PMR;Línea;1;5,5;;-3.6218331000;40.4002428310
447158.4600000000;4471962.8000000000;31/07/2018;19 VICALVARO;192 VALDEBERNARDO;INDALECIO PRIETO, BULEVAR, DE;S/N;PMR;Línea;1;6,5;;-3.6226607380;40.3965938920
447406.8300000000;4472796.0800000000;23/05/2023;19 VICALVARO;192 VALDEBERNARDO;INDALECIO PRIETO, BULEVAR, DE;S/N;PMR;Línea;1;8;;-3.6198031110;40.4041159110
447269.0600000000;4472082.0000000000;26/02/2013;19 VICALVARO;192 VALDEBERNARDO;JOSE PRAT, BULEVAR, DE;23;PMR;Línea;1;5,5;;-3.6213674000;40.3976741460
447343.5400000000;4471976.5900000000;24/07/2009;19 VICALVARO;192 VALDEBERNARDO;JOSE PRAT, BULEVAR, DE;36;PMR;Línea;2;10,1;;-3.6204811490;40.3967296830
446979.4100000000;4472091.8800000000;15/04/2021;19 VICALVARO;192 VALDEBERNARDO;JOSE PRAT, BULEVAR, DE;8 A;PMR;Línea;1;5,5;;-3.6247813120;40.3977451930
447418.9300000000;4472630.9200000000;17/07/2024;19 VICALVARO;192 VALDEBERNARDO;JUGLARES, CALLE, DE LOS;16 E;PMR;Línea;1;8;;-3.6196468650;40.4026292570
447413.4200000000;4472643.7600000000;17/06/2025;19 VICALVARO;192 VALDEBERNARDO;JUGLARES, CALLE, DE LOS;18;PMR;Línea;1;8;;-3.6197129270;40.4027439630
447079.7900000000;4472581.8900000000;30/05/2017;19 VICALVARO;192 VALDEBERNARDO;LADERA DE LOS ALMENDROS, CALLE, DE LA;12;PMR;Batería;2;7;;-3.6236391780;40.4021660780
447149.9300000000;4472805.9500000000;14/06/2024;19 VICALVARO;192 VALDEBERNARDO;LADERA DE LOS ALMENDROS, CALLE, DE LA;2;PMR;Batería;6;18;DE 8:30 A 00:00 H ;-3.6228312500;40.4041891350
447040.4500000000;4472409.1600000000;30/05/2012;19 VICALVARO;192 VALDEBERNARDO;LADERA DE LOS ALMENDROS, CALLE, DE LA;23 E;PMR;Línea;2;12,4;;-3.6240884340;40.4006071750
447072.9500000000;4472338.6800000000;14/08/2002;19 VICALVARO;192 VALDEBERNARDO;LADERA DE LOS ALMENDROS, CALLE, DE LA;25 B;PMR;Línea;1;6;;-3.6236995680;40.3999739990
447018.2400000000;4472340.9400000000;09/08/2017;19 VICALVARO;192 VALDEBERNARDO;LADERA DE LOS ALMENDROS, CALLE, DE LA;27 A;PMR;Línea;1;5,5;;-3.6243444320;40.3999915310
446898.6200000000;4472008.0400000000;05/10/2018;19 VICALVARO;192 VALDEBERNARDO;LADERA DE LOS ALMENDROS, CALLE, DE LA;42;PMR;Batería;1;4,6;;-3.6257262340;40.3969849350
447108.3200000000;4472672.8800000000;02/04/2008;19 VICALVARO;192 VALDEBERNARDO;LADERA DE LOS ALMENDROS, CALLE, DE LA;6;PMR;Batería;2;10,1;;-3.6233105870;40.4029868970
447280.3400000000;4472119.2000000000;21/06/2022;19 VICALVARO;192 VALDEBERNARDO;MOCETES, CALLE, DE LOS;1;PMR;Línea;1;71;;-3.6212375680;40.3980106440
446963.1100000000;4471783.7000000000;18/02/2005;19 VICALVARO;192 VALDEBERNARDO;PERGAMINO, CALLE, DEL;11 B;PMR;Línea;1;5;;-3.6249476990;40.3949680670
446991.6400000000;4471762.2000000000;09/03/2017;19 VICALVARO;192 VALDEBERNARDO;PERGAMINO, CALLE, DEL;22;PMR;Línea;1;5,6;;-3.6246096540;40.3947754960
447267.8600000000;4471687.7200000000;19/02/2016;19 VICALVARO;192 VALDEBERNARDO;PERGAMINO, CALLE, DEL;37;PMR;Línea;2;10,6;;-3.6213489510;40.3941227250
447206.8200000000;4471694.4900000000;25/11/2009;19 VICALVARO;192 VALDEBERNARDO;PERGAMINO, CALLE, DEL;46;PMR;Línea;3;14,7;;-3.6220686430;40.3941795050
447038.7100000000;4472184.5900000000;25/01/2023;19 VICALVARO;192 VALDEBERNARDO;PERUCHOS, CALLE, DE LOS;7;PMR;Línea;1;8;;-3.6240901530;40.3985838890
447172.4300000000;4472224.8100000000;24/07/2024;19 VICALVARO;192 VALDEBERNARDO;PINILLAS, CALLE, DE LOS;22;PMR;Línea;1;8;;-3.6225177850;40.3989546500
447323.9300000000;4472176.7900000000;11/12/2023;19 VICALVARO;192 VALDEBERNARDO;PINILLAS, CALLE, DE LOS;28 B;PMR;Línea;1;8;;-3.6207288960;40.3985318070
447019.2200000000;4471966.8100000000;14/07/2017;19 VICALVARO;192 VALDEBERNARDO;POETAS, CALLE, DE LOS;15 A;PMR;Línea;1;5,4;;-3.6243018040;40.3966204200
447040.3000000000;4471960.2400000000;27/08/2017;19 VICALVARO;192 VALDEBERNARDO;POETAS, CALLE, DE LOS;15 B;PMR;Línea;1;5,8;;-3.6240528540;40.3965628370
447051.0400000000;4471945.1900000000;21/12/2020;19 VICALVARO;192 VALDEBERNARDO;POETAS, CALLE, DE LOS;8;PMR;Línea;1;5,5;;-3.6239249690;40.3964284790
447088.9100000000;4472504.3200000000;24/02/2005;19 VICALVARO;192 VALDEBERNARDO;RAYA, CALLE, DE LA;1;PMR;Línea;1;5;;-3.6235252740;40.4014675850
447157.9900000000;4472470.9600000000;06/08/2013;19 VICALVARO;192 VALDEBERNARDO;RAYA, CALLE, DE LA;10 A;PMR;Línea;1;4,8;;-3.6227084650;40.4011710220
447186.1600000000;4472473.5400000000;14/02/2023;19 VICALVARO;192 VALDEBERNARDO;RAYA, CALLE, DE LA;13 G;PMR;Línea;1;8;;-3.6223766660;40.4011958890
447381.0100000000;4472412.5600000000;18/02/2005;19 VICALVARO;192 VALDEBERNARDO;RAYA, CALLE, DE LA;15 D;PMR;Línea;1;5;;-3.6200756670;40.4006594860
447325.0700000000;4472418.3100000000;25/07/2013;19 VICALVARO;192 VALDEBERNARDO;RAYA, CALLE, DE LA;18 A;PMR;Línea;2;11;;-3.6207353710;40.4007072700
447334.9600000000;4472415.4800000000;28/06/2024;19 VICALVARO;192 VALDEBERNARDO;RAYA, CALLE, DE LA;18 A;PMR;Línea;1;8;;-3.6206185450;40.4006829770
448720.8600000000;4472061.5700000000;14/12/2004;19 VICALVARO;193 VALDERRIVAS;CALIZA, CALLE, DE LA;14;PMR;Batería;1;3,5;;-3.6042591100;40.3975814420
448639.2600000000;4472131.4900000000;28/12/2007;19 VICALVARO;193 VALDERRIVAS;CALIZA, CALLE, DE LA;6;PMR;Batería;1;3,2;;-3.6052263200;40.3982059660
448682.2600000000;4472116.1100000000;12/07/2016;19 VICALVARO;193 VALDERRIVAS;CALIZA, CALLE, DE LA;FRENTE  8;PMR;Batería;1;3;;-3.6047183350;40.3980696020
448674.7700000000;4471954.2800000000;12/04/2012;19 VICALVARO;193 VALDERRIVAS;CAMPO DE LA TORRE, CALLE, DEL;21;PMR;Batería;1;3,6;;-3.6047935650;40.3966119400
448551.2100000000;4472060.6200000000;14/11/2019;19 VICALVARO;193 VALDERRIVAS;CAMPO DE LA TORRE, CALLE, DEL;9;PMR;Batería;2;5,9;;-3.6062579880;40.3975619610
448567.3700000000;4472047.8900000000;13/02/2025;19 VICALVARO;193 VALDERRIVAS;CAMPO DE LA TORRE, CALLE, DEL;9;PMR;Batería;1;3,7;;-3.6060665620;40.3974480570
448387.1000000000;4471842.0800000000;05/02/2004;19 VICALVARO;193 VALDERRIVAS;DEHESA DE VICALVARO, CALLE, DE LA;107;PMR;Batería;1;3,3;;-3.6081740160;40.3955829650
448481.0200000000;4472247.8800000000;27/09/2012;19 VICALVARO;193 VALDERRIVAS;DEHESA DE VICALVARO, CALLE, DE LA;S/N;PMR;Línea;2;12;;-3.6071003500;40.3992449670
448300.3800000000;4471940.2700000000;24/02/2017;19 VICALVARO;193 VALDERRIVAS;DEHESA DE VICALVARO, CALLE, DE LA;S/N;PMR;Batería;1;3,7;;-3.6092037930;40.3964623980
449237.2100000000;4472401.5400000000;09/08/2023;19 VICALVARO;193 VALDERRIVAS;GRAN VIA DEL ESTE, AVENIDA, DE LA;15 B;PMR;Línea;1;8;;-3.5982020290;40.4006751850
449266.8700000000;4472462.3000000000;25/01/2023;19 VICALVARO;193 VALDERRIVAS;GRAN VIA DEL ESTE, AVENIDA, DE LA;16;PMR;Línea;1;8,2;;-3.5978573380;40.4012246510
449220.7900000000;4472416.5400000000;09/08/2023;19 VICALVARO;193 VALDERRIVAS;GRAN VIA DEL ESTE, AVENIDA, DE LA;32;PMR;Línea;1;8;;-3.5983966060;40.4008093710
449253.9300000000;4472448.8500000000;25/01/2023;19 VICALVARO;193 VALDERRIVAS;GRAN VIA DEL ESTE, AVENIDA, DE LA;36;PMR;Línea;1;8,1;;-3.5980087700;40.4011023250
449447.9100000000;4472678.0000000000;07/08/2023;19 VICALVARO;193 VALDERRIVAS;GRAN VIA DEL ESTE, AVENIDA, DE LA;4;PMR;Línea;1;8;;-3.5957412330;40.4031784370
449417.7800000000;4472636.2800000000;09/12/2016;19 VICALVARO;193 VALDERRIVAS;GRAN VIA DEL ESTE, AVENIDA, DE LA;8;PMR;Línea;1;4,9;;-3.5960929140;40.4028008010
448563.6700000000;4472177.9600000000;21/08/2002;19 VICALVARO;193 VALDERRIVAS;MARMOLINA, CALLE, DE LA;2;PMR;Batería;1;3;;-3.6061207070;40.3986195270
448299.6300000000;4471847.0800000000;12/07/2005;19 VICALVARO;193 VALDERRIVAS;MARMOLINA, CALLE, DE LA;21;PMR;Batería;1;3;;-3.6092051680;40.3956225560
448295.8700000000;4471842.8600000000;03/12/2018;19 VICALVARO;193 VALDERRIVAS;MARMOLINA, CALLE, DE LA;21;PMR;Batería;1;4,1;;-3.6092490570;40.3955842250
448282.3600000000;4471824.8700000000;19/02/2016;19 VICALVARO;193 VALDERRIVAS;MARMOLINA, CALLE, DE LA;21;PMR;Batería;2;5,31;;-3.6094067350;40.3954215630
448503.4500000000;4471851.7500000000;05/03/2024;19 VICALVARO;193 VALDERRIVAS;MINERVA, CALLE, DE;101;PMR;Línea;1;8;;-3.6068039020;40.3956769870
448428.9100000000;4471765.4900000000;10/02/2023;19 VICALVARO;193 VALDERRIVAS;MINERVA, CALLE, DE;141;PMR;Línea;2;16;;-3.6076752560;40.3948953010
449146.1300000000;4472623.9600000000;06/02/2014;19 VICALVARO;193 VALDERRIVAS;MINERVA, CALLE, DE;19;PMR;Línea;1;5,1;;-3.5992929980;40.4026731460
449094.0400000000;4472571.5500000000;12/06/2025;19 VICALVARO;193 VALDERRIVAS;MINERVA, CALLE, DE;27;PMR;Línea;1;8;;-3.5999026250;40.4021980490
449265.8600000000;4472781.2200000000;02/08/2016;19 VICALVARO;193 VALDERRIVAS;MINERVA, CALLE, DE;5;PMR;Línea;1;5,5;;-3.5978946950;40.4040978050
448907.7400000000;4472304.4300000000;17/10/2011;19 VICALVARO;193 VALDERRIVAS;MINERVA, CALLE, DE;57;PMR;Línea;1;7,5;;-3.6020765420;40.3997799380
448890.8300000000;4472287.7900000000;08/04/2024;19 VICALVARO;193 VALDERRIVAS;MINERVA, CALLE, DE;59;PMR;Línea;2;16;;-3.6022743840;40.3996294790
448756.9300000000;4472143.8500000000;05/03/2024;19 VICALVARO;193 VALDERRIVAS;MINERVA, CALLE, DE;79;PMR;Línea;2;8,8;;-3.6038406210;40.3983241670
448704.9800000000;4472119.5100000000;29/07/2010;19 VICALVARO;193 VALDERRIVAS;MINERVA, CALLE, DE;S/N;PMR;Batería;1;3,2;;-3.6044509360;40.3981024320
448362.3600000000;4471724.5100000000;27/01/2012;19 VICALVARO;193 VALDERRIVAS;MINERVA, CALLE, DE;S/N;PMR;Batería;1;3,4;;-3.6084559110;40.3945224200
448747.7100000000;4472168.7400000000;29/01/2021;19 VICALVARO;193 VALDERRIVAS;MINERVA, CALLE, DE;S/N;PMR;Batería;1;3,5;;-3.6039513170;40.3985477350
448409.1800000000;4471778.7300000000;10/02/2023;19 VICALVARO;193 VALDERRIVAS;MINERVA, CALLE, DE;S/N;PMR;Batería;1;3,3;;-3.6079087360;40.3950136170
448477.5100000000;4471933.9300000000;27/09/2023;19 VICALVARO;193 VALDERRIVAS;MOLINO VIEJO, CALLE, DEL;14 B;PMR;Batería;1;6,9;;-3.6071162210;40.3964160460
448354.8500000000;4471911.1000000000;27/04/2004;19 VICALVARO;193 VALDERRIVAS;MOLINO VIEJO, CALLE, DEL;14 O;PMR;Batería;1;3;;-3.6085595590;40.3962025620
448589.5200000000;4471836.6200000000;04/04/2024;19 VICALVARO;193 VALDERRIVAS;MOLINO VIEJO, CALLE, DEL;18;PMR;Batería;2;7,5;;-3.6057885630;40.3955468110
448605.3400000000;4471843.5400000000;07/02/2017;19 VICALVARO;193 VALDERRIVAS;MOLINO VIEJO, CALLE, DEL;21;PMR;Batería;1;3;;-3.6056026960;40.3956093780
449085.2800000000;4472357.0800000000;19/02/2016;19 VICALVARO;193 VALDERRIVAS;OMEGA, CALLE, DE;29;PMR;Línea;1;5,3;;-3.5999888550;40.4002652910
448725.3200000000;4472360.3100000000;22/02/2019;19 VICALVARO;193 VALDERRIVAS;OMEGA, CALLE, DE;36 B;PMR;Batería;3;12;;-3.6042305760;40.4002725100
448864.3900000000;4472352.8000000000;17/04/2024;19 VICALVARO;193 VALDERRIVAS;OMEGA, CALLE, DE;40;PMR;Línea;1;8;;-3.6025912300;40.4002132660
449130.6200000000;4472407.5700000000;20/02/2015;19 VICALVARO;193 VALDERRIVAS;OMEGA, CALLE, DE;41;PMR;Línea;1;5,5;;-3.5994584680;40.4007234280
448970.3600000000;4472333.4400000000;20/05/2024;19 VICALVARO;193 VALDERRIVAS;OMEGA, CALLE, DE;48;PMR;Línea;2;16;;-3.6013410930;40.4000459050
448645.1300000000;4472363.5100000000;29/06/2010;19 VICALVARO;193 VALDERRIVAS;OMEGA, CALLE, DE;6;PMR;Batería;1;3,5;;-3.6051757850;40.4002964020
449226.4500000000;4472514.9500000000;06/11/2023;19 VICALVARO;193 VALDERRIVAS;OMEGA, CALLE, DE;85;PMR;Línea;2;16;;-3.5983378770;40.4016966540
449139.9200000000;4472447.6000000000;21/06/2024;19 VICALVARO;193 VALDERRIVAS;TITANIO, CALLE, DEL;15;PMR;Batería;1;3,7;;-3.5993520700;40.4010846200
449048.9900000000;4472491.4800000000;19/02/2016;19 VICALVARO;193 VALDERRIVAS;TITANIO, CALLE, DEL;S/N;PMR;Línea;1;5,1;;-3.6004271680;40.4014739450
449326.6500000000;4472804.0000000000;12/06/2025;19 VICALVARO;193 VALDERRIVAS;VILLABLANCA, CALLE, DE;S/N;PMR;Línea;1;8;;-3.5971801020;40.4043064770
452855.3900000000;4471841.1200000000;15/11/2024;19 VICALVARO;194 CAÑAVERAL;ANGEL MARTIN RODRIGUEZ, CALLE, DE;S/N;PMR;Línea;1;8;;-3.5555248670;40.3958397070
453066.3100000000;4472068.8400000000;02/02/2024;19 VICALVARO;194 CAÑAVERAL;ANNA FRANK, CALLE, DE;S/N;PMR;Línea;1;8;;-3.5530563350;40.3979028710
453609.0700000000;4472291.0800000000;05/07/2022;19 VICALVARO;194 CAÑAVERAL;FERENC PUSKAS, CALLE, DE;S/N;PMR;Línea;1;6;;-3.5466771380;40.3999352670
452070.8400000000;4472751.9100000000;05/12/2024;19 VICALVARO;194 CAÑAVERAL;FRANCISCO GRANDE COVIAN, CALLE, DE;S/N;PMR;Línea;1;8;;-3.5648377800;40.4039999440
452984.3100000000;4472018.3600000000;05/12/2024;19 VICALVARO;194 CAÑAVERAL;MARIA PITA, CALLE, DE;S/N;PMR;Línea;1;8;;-3.5540189620;40.3974429580
453699.5200000000;4472271.8600000000;04/02/2021;19 VICALVARO;194 CAÑAVERAL;VEREDA DE LA CEBOLLA, CALLE, DE LA;45;PMR;Línea;1;6;;-3.5456100040;40.3997671610
447561.1100000000;4476723.6100000000;11/01/2013;20 SAN BLAS-CANILLEJAS;201 SIMANCAS;ALBADALEJO, CALLE, DE;2;PMR;Línea;1;5,58;;-3.6183088370;40.4395074570
447745.0300000000;4476343.4500000000;23/02/2019;20 SAN BLAS-CANILLEJAS;201 SIMANCAS;ALBADALEJO, CALLE, DE;40 A;PMR;Línea;1;6,5;;-3.6161091370;40.4360941750
447786.1000000000;4476255.1600000000;11/07/2012;20 SAN BLAS-CANILLEJAS;201 SIMANCAS;ALBADALEJO, CALLE, DE;44;PMR;Línea;1;5;;-3.6156176540;40.4353010300
446141.2700000000;4476557.3900000000;28/01/2021;20 SAN BLAS-CANILLEJAS;201 SIMANCAS;ALBARRACIN, CALLE, DE;10;PMR;Línea;2;10,1;;-3.6350351940;40.4379190460
446166.2300000000;4476510.5000000000;31/03/2011;20 SAN BLAS-CANILLEJAS;201 SIMANCAS;ALBARRACIN, CALLE, DE;16;PMR;Línea;1;5;;-3.6347370270;40.4374987240
446485.6100000000;4475942.9900000000;19/01/2005;20 SAN BLAS-CANILLEJAS;201 SIMANCAS;ALBARRACIN, CALLE, DE;33;PMR;Línea;1;5;;-3.6309236490;40.4324063320
446516.5500000000;4475880.9500000000;17/10/2014;20 SAN BLAS-CANILLEJAS;201 SIMANCAS;ALBARRACIN, CALLE, DE;35;PMR;Línea;1;5,5;;-3.6305537470;40.4318495890
446336.3600000000;4476316.0400000000;24/06/2013;20 SAN BLAS-CANILLEJAS;201 SIMANCAS;ALBASANZ, CALLE, DE;14 A;PMR;Línea;1;9,18;;-3.6327146580;40.4357575620
446608.1900000000;4476436.7000000000;01/02/2007;20 SAN BLAS-CANILLEJAS;201 SIMANCAS;ALBASANZ, CALLE, DE;15;PMR;Línea;1;6;;-3.6295200170;40.4368619380
446476.3600000000;4476367.6400000000;01/02/2007;20 SAN BLAS-CANILLEJAS;201 SIMANCAS;ALBASANZ, CALLE, DE;16;PMR;Línea;2;9,19;;-3.6310684350;40.4362311690
446763.0700000000;4476500.9000000000;25/01/2012;20 SAN BLAS-CANILLEJAS;201 SIMANCAS;ALBASANZ, CALLE, DE;25;PMR;Línea;1;5,27;;-3.6276994430;40.4374507100
446993.9100000000;4476569.3800000000;15/04/2019;20 SAN BLAS-CANILLEJAS;201 SIMANCAS;ALBASANZ, CALLE, DE;60;PMR;Línea;1;6,5;;-3.6249835090;40.4380817660
447224.5500000000;4476649.6900000000;27/09/2022;20 SAN BLAS-CANILLEJAS;201 SIMANCAS;ALBASANZ, CALLE, DE;78;PMR;Línea;1;9;DIAS LABORABLES DE LUNES A VIERNES DE 09:00 A 14:00 H.;-3.6222708980;40.4388204800
447450.6600000000;4476758.1500000000;09/03/2005;20 SAN BLAS-CANILLEJAS;201 SIMANCAS;ALBASANZ, CALLE, DE;79;PMR;Línea;1;5;;-3.6196139780;40.4398117540
445946.3100000000;4476565.1300000000;16/02/2016;20 SAN BLAS-CANILLEJAS;201 SIMANCAS;ALCALA, CALLE, DE;420;PMR;Línea;1;7;;-3.6373344160;40.4379765130
446162.2300000000;4476639.9800000000;23/10/2024;20 SAN BLAS-CANILLEJAS;201 SIMANCAS;ALCALA, CALLE, DE;450;PMR;Línea;1;7,05;;-3.6347951250;40.4386648650
446221.9500000000;4476660.5900000000;11/10/2011;20 SAN BLAS-CANILLEJAS;201 SIMANCAS;ALCALA, CALLE, DE;458;PMR;Línea;1;5,5;;-3.6340928500;40.4388542850
446011.5700000000;4476566.0800000000;09/11/2018;20 SAN BLAS-CANILLEJAS;201 SIMANCAS;APOLO, CALLE, DE;1;PMR;Línea;1;5,3;;-3.6365651630;40.4379888890
446303.1600000000;4476508.6200000000;11/08/2016;20 SAN BLAS-CANILLEJAS;201 SIMANCAS;ARGOS, CALLE, DE;27;PMR;Línea;1;5,4;;-3.6331224890;40.4374898430
445954.7500000000;4476557.0100000000;01/08/2025;20 SAN BLAS-CANILLEJAS;201 SIMANCAS;BORMONIA, CALLE, DE;1;PMR;Línea;1;9,51;;-3.6372343210;40.4379038620
446558.4300000000;4475531.6300000000;30/09/2014;20 SAN BLAS-CANILLEJAS;201 SIMANCAS;CANGAS DE NARCEA, CALLE, DE;14;PMR;Línea;1;6,24;;-3.6300305800;40.4287053110
446631.9100000000;4475541.6600000000;08/03/2005;20 SAN BLAS-CANILLEJAS;201 SIMANCAS;CANGAS DE ONIS, CALLE, DE;16;PMR;Línea;1;5,1;;-3.6291652410;40.4288006510
446673.5800000000;4475669.1600000000;08/03/2005;20 SAN BLAS-CANILLEJAS;201 SIMANCAS;CANGAS DE ONIS, CALLE, DE;30;PMR;Línea;2;9,56;;-3.6286847020;40.4299520670
446674.2200000000;4475713.2100000000;21/10/2022;20 SAN BLAS-CANILLEJAS;201 SIMANCAS;CANGAS DE ONIS, CALLE, DE;36;PMR;Línea;1;8,8;;-3.6286808060;40.4303482680
446674.7200000000;4475750.4400000000;23/04/2014;20 SAN BLAS-CANILLEJAS;201 SIMANCAS;CANGAS DE ONIS, CALLE, DE;40;PMR;Línea;2;11,3;;-3.6286780550;40.4306836200
447550.1100000000;4476305.3700000000;15/02/2019;20 SAN BLAS-CANILLEJAS;201 SIMANCAS;CARLOS IV, CALLE, DE;4;PMR;Línea;1;6,2;;-3.6184039480;40.4357391700
447578.5300000000;4476239.1600000000;09/07/2015;20 SAN BLAS-CANILLEJAS;201 SIMANCAS;CARLOS IV, CALLE, DE;6 C;PMR;Línea;1;5,35;;-3.6180635540;40.4351439250
446664.2000000000;4475543.4700000000;06/03/2017;20 SAN BLAS-CANILLEJAS;201 SIMANCAS;CASTILLO DE AREVALO, CALLE, DEL;13;PMR;Línea;2;10,8;;-3.6287847400;40.4288191010
446695.6500000000;4475625.1300000000;16/12/2012;20 SAN BLAS-CANILLEJAS;201 SIMANCAS;CASTILLO DE AREVALO, CALLE, DEL;23;PMR;Línea;1;5;;-3.6284208550;40.4295567840
446722.8500000000;4475545.7100000000;14/08/2008;20 SAN BLAS-CANILLEJAS;201 SIMANCAS;CASTILLO DE AREVALO, CALLE, DEL;5;PMR;Batería;1;3,2;;-3.6280935810;40.4288424200
446692.2800000000;4475817.9500000000;17/03/2016;20 SAN BLAS-CANILLEJAS;201 SIMANCAS;CASTILLO DE AREVALO, CALLE, DEL;S/N;PMR;Batería;1;4;;-3.6284767750;40.4312935910
446780.5900000000;4475636.6500000000;14/03/2024;20 SAN BLAS-CANILLEJAS;201 SIMANCAS;CASTILLO DE COCA, CALLE, DEL;7;PMR;Línea;1;8;;-3.6274205850;40.4296661040
446706.9400000000;4475411.1800000000;27/01/2009;20 SAN BLAS-CANILLEJAS;201 SIMANCAS;CASTILLO DE LA MOTA, PLAZA, DEL;3;PMR;Batería;1;3;;-3.6282698230;40.4276300410
446660.4900000000;4475512.6400000000;08/03/2005;20 SAN BLAS-CANILLEJAS;201 SIMANCAS;CASTILLO DE MADRIGAL DE LAS ALTAS TORRES, CALLE, D;0;PMR;Línea;1;8,3;;-3.6288258780;40.4285411020
446852.4500000000;4475482.4000000000;09/04/2015;20 SAN BLAS-CANILLEJAS;201 SIMANCAS;CASTILLO DE MADRIGAL DE LAS ALTAS TORRES, CALLE, D;S/N;PMR;Batería;1;3,4;;-3.6265604610;40.4282807500
446682.6100000000;4475516.6100000000;21/03/2018;20 SAN BLAS-CANILLEJAS;201 SIMANCAS;CASTILLO DE MADRIGAL DE LAS ALTAS TORRES, CALLE, D;S/N;PMR;Línea;2;16,1;;-3.6285654120;40.4285778850
446853.5300000000;4475410.0300000000;17/04/2012;20 SAN BLAS-CANILLEJAS;201 SIMANCAS;CASTILLO DE MANZANARES, CALLE, DEL;2;PMR;Batería;1;3,6;;-3.6265416680;40.4276286090
446867.1800000000;4475438.6600000000;16/12/2022;20 SAN BLAS-CANILLEJAS;201 SIMANCAS;CASTILLO DE MANZANARES, CALLE, DEL;9;PMR;Batería;1;3,7;;-3.6263832450;40.4278875290
446709.4500000000;4475453.9300000000;14/08/2015;20 SAN BLAS-CANILLEJAS;201 SIMANCAS;CASTILLO DE OROPESA, CALLE, DEL;21;PMR;Batería;1;2,6;;-3.6282437530;40.4280155850
446752.5400000000;4475492.2800000000;04/07/2006;20 SAN BLAS-CANILLEJAS;201 SIMANCAS;CASTILLO DE OROPESA, CALLE, DEL;31;PMR;Batería;1;4,2;;-3.6277390350;40.4283630840
446768.0000000000;4475495.2700000000;17/10/2014;20 SAN BLAS-CANILLEJAS;201 SIMANCAS;CASTILLO DE OROPESA, CALLE, DEL;33;PMR;Batería;1;3;;-3.6275571210;40.4283917890
446750.7200000000;4475417.4900000000;14/08/2015;20 SAN BLAS-CANILLEJAS;201 SIMANCAS;CASTILLO DE OROPESA, CALLE, DEL;35;PMR;Batería;1;3,61;;-3.6277542750;40.4276897440
446728.0800000000;4475379.7200000000;26/12/2005;20 SAN BLAS-CANILLEJAS;201 SIMANCAS;CASTILLO DE OROPESA, CALLE, DEL;37;PMR;Batería;2;6;;-3.6280179510;40.4273475160
