FID,ID,NOMBRE,DESCRIPCION,DIRECCION,SDOGEOMETRIA,URL,EMAIL,CONTACTO,HORARIOS,PRECIOS,TITULARIDAD,TARJETAJOVEN,ACCESOPMR,LONGITUD
da_aparcamientosMoto.fid--175d4967_1a012c2fafb_27c1,65803,APARCAMOTOS_285,Esquina con Cl. Rodrígo de Narváez,"CALLE RODRIGO NARVÁEZ, 12 ",POINT (-4.446979000018903 36.722997037630776),,,,,,MUNICIPAL,No,No,10
da_aparcamientosMoto.fid--175d4967_1a012c2fafb_27c2,65685,APARCAMOTOS_160,Esq. con Cl. Salitre,"CALLE PLAZA DE TOROS VIEJA, 14 ",POINT (-4.42806400001836 36.71293403761801),,,,24h,,MUNICIPAL,No,No,23
da_aparcamientosMoto.fid--175d4967_1a012c2fafb_27c3,65676,APARCAMOTOS_135,Esq. con Cl. Constancia,"CALLE PLAZA DE TOROS VIEJA, 9 ",POINT (-4.42743390800403 36.71245868027905),,,,24 H,,MUNICIPAL,No,No,10
da_aparcamientosMoto.fid--175d4967_1a012c2fafb_27c4,65696,APARCAMOTOS_171,Esq.Maestranza,"CALLE PERIODISTA LEOVIGILDO CABALLERO GUTIÉRREZ, 1 ",POINT (-4.410849000017921 36.71979303762674),,,,Laborables 8 a 20 h.,,MUNICIPAL,No,No,4
da_aparcamientosMoto.fid--175d4967_1a012c2fafb_27c5,76694,APARCAMOTOS_342,,"CALLE JUAN DE HERRERA, 30 ",POINT (-4.428005699067489 36.725549826417556),,,,,,MUNICIPAL,No,No,10
da_aparcamientosMoto.fid--175d4967_1a012c2fafb_27c6,78554,APARCAMOTOS_375,"C/ Don Juan de Austria N.º 33, esquina con C/ La Regente","CALLE DON JUAN DE AUSTRIA, 33 ",POINT (-4.428862573629474 36.72567829736694),,,,,,MUNICIPAL,No,No,12
da_aparcamientosMoto.fid--175d4967_1a012c2fafb_27c7,65739,APARCAMOTOS_241,Esq. Cl. La Regente,"CALLE DON JUAN DE AUSTRIA, 35 ",POINT (-4.428802000018403 36.72598703763461),,,,24 h.,,MUNICIPAL,No,No,10
da_aparcamientosMoto.fid--175d4967_1a012c2fafb_27c8,65595,APARCAMOTOS_204,Esq. con Cl. Carretería,"CALLE CARRETERÍA, 88 ",POINT (-4.421678000018216 36.72401503763205),,,,24 h,,MUNICIPAL,No,No,13
da_aparcamientosMoto.fid--175d4967_1a012c2fafb_27c9,78116,APARCAMOTOS_357,,"PLAZA DE JOHN F. KENNEDY, 2 ",POINT (-4.423610407062384 36.74994834646723),,,,,,MUNICIPAL,No,No,6
da_aparcamientosMoto.fid--175d4967_1a012c2fafb_27ca,65838,APARCAMOTOS_018,Esquina con Cl. Montalbán,"CALLE ANGOSTA DEL CARMEN, 17 ",POINT (-4.428395000018363 36.71495403762052),,,,24 h.,,MUNICIPAL,No,No,14
da_aparcamientosMoto.fid--175d4967_1a012c2fafb_27cb,65662,APARCAMOTOS_059,,"AVENIDA DE LA AURORA, 25 ",POINT (-4.4319120000184675 36.71620103762214),,,,24 h.,,MUNICIPAL,No,No,26
da_aparcamientosMoto.fid--175d4967_1a012c2fafb_27cc,80689,APARCAMOTOS_389,Paseo de los Curas esquina con Avenida Cánovas del Castillo,"PASEO DE LOS CURAS, 2 ",POINT (-4.413140477822558 36.71954233366271),,,,,,MUNICIPAL,No,No,85
da_aparcamientosMoto.fid--175d4967_1a012c2fafb_27cd,65791,APARCAMOTOS_275,,"PASEO DE LOS CURAS, 1 ",POINT (-4.418849000018117 36.718002037624416),,,,24 h.,,MUNICIPAL,No,No,64
da_aparcamientosMoto.fid--175d4967_1a012c2fafb_27ce,79310,APARCAMOTOS_381,Paseo de Los Curas esquina con la Plaza La Marina,"PASEO DE LOS CURAS, 1 ",POINT (-4.419324102044423 36.71787908260901),,,,,,MUNICIPAL,No,No,40
da_aparcamientosMoto.fid--175d4967_1a012c2fafb_27cf,65826,APARCAMOTOS_086,Esq. con Cl. Topete,"PASEO MARÍTIMO CIUDAD DE MELILLA, 9 ",POINT (-4.412367269414721 36.715920394118456),,,,24 h.,,MUNICIPAL,No,No,14
da_aparcamientosMoto.fid--175d4967_1a012c2fafb_27d0,65599,APARCAMOTOS_207,Esq. Alcalde Pedro Luis Alonso,"AVENIDA DE CERVANTES, 2 ",POINT (-4.415992000018053 36.71982303762681),,,,24 h,,MUNICIPAL,No,No,11
da_aparcamientosMoto.fid--175d4967_1a012c2fafb_27d1,79141,APARCAMOTOS_378,Avenida Cervantes esquina con C/ Juan Luis Peralta,"AVENIDA DE CERVANTES, 3 ",POINT (-4.416389021699958 36.719725982857135),,,,,,MUNICIPAL,No,No,20
da_aparcamientosMoto.fid--175d4967_1a012c2fafb_27d2,79311,APARCAMOTOS_382,Avenida Cervantes esquina con C/ Juan Luis Peralta,"AVENIDA DE CERVANTES, 3 ",POINT (-4.416369528314361 36.71970621542543),,,,,,MUNICIPAL,No,No,20
da_aparcamientosMoto.fid--175d4967_1a012c2fafb_27d3,65824,APARCAMOTOS_075,Esq. Angel Guimera,"CALLE BOLIVIA, 222 ",POINT (-4.371865242736606 36.72106268631479),,,,24 h.,,MUNICIPAL,No,No,27
da_aparcamientosMoto.fid--175d4967_1a012c2fafb_27d4,65640,APARCAMOTOS_090,Esq. Avenida Santiago Ramón y Cajal,"CALLE DOLORES CORTÉS, 5 ",POINT (-4.4235728681270725 36.7478124227695),,,,Días lectivos de 7:30 a 19h.,,MUNICIPAL,No,No,14
da_aparcamientosMoto.fid--175d4967_1a012c2fafb_27d5,65637,APARCAMOTOS_085,Esq. Pl. de la Malagueta,"PLAZA DE LA MALAGUETA, 5 ",POINT (-4.410066000017891 36.71784503762425),,,,24 h.,,MUNICIPAL,No,No,25
da_aparcamientosMoto.fid--175d4967_1a012c2fafb_27d6,65745,APARCAMOTOS_259,Esq. con Avda. Manuel Agustín Heredia,"CALLE SAN LORENZO, 33 ",POINT (-4.4234880000182315 36.71406003761944),,,,24 h.,,MUNICIPAL,No,No,10
da_aparcamientosMoto.fid--175d4967_1a012c2fafb_27d7,65817,APARCAMOTOS_288,Esq. con Cl. Don Cristian,"CALLE PESO DE LA HARINA, 15 ",POINT (-4.4314010000184645 36.720629037627766),,,,,,MUNICIPAL,No,No,11
da_aparcamientosMoto.fid--175d4967_1a012c2fafb_27d8,65635,APARCAMOTOS_077,,"CALLE BOLIVIA, 157 ",POINT (-4.369024000016888 36.72026203762747),,,,24 h,,MUNICIPAL,No,No,25
da_aparcamientosMoto.fid--175d4967_1a012c2fafb_27d9,65609,APARCAMOTOS_069,,"ALAMEDA DE CAPUCHINOS, 40 ",POINT (-4.419007000018159 36.730696037640605),,,,24 h.,,MUNICIPAL,No,No,15
da_aparcamientosMoto.fid--175d4967_1a012c2fafb_27da,75305,APARCAMOTOS_339,,"CALLE OBISPO FERNÁNDEZ DE CÓRDOVA, 2 ",POINT (-4.417968163266431 36.736264521429746),,,,,,MUNICIPAL,No,No, 
da_aparcamientosMoto.fid--175d4967_1a012c2fafb_27db,65728,APARCAMOTOS_229,Intersección c/ Bachiller Serrano,"CALLE GUILLÉN ROBLES, 7 ",POINT (-4.414051000018043 36.734282037645194),,,,,,MUNICIPAL,No,No,10
da_aparcamientosMoto.fid--175d4967_1a012c2fafb_27dc,65844,APARCAMOTOS_078,Esq. Practicante Pedro Román,"CALLE BOLIVIA, 119 ",POINT (-4.374503000017019 36.72154503762905),,,,24 h,,MUNICIPAL,No,No,20
da_aparcamientosMoto.fid--175d4967_1a012c2fafb_27dd,65634,APARCAMOTOS_076,Esq. con Cl. Cesar Riario,"CALLE BOLIVIA, 73 ",POINT (-4.37733493747036 36.72157867029008),,,,Laborables 8 a 20 h.,,MUNICIPAL,No,No,23
da_aparcamientosMoto.fid--175d4967_1a012c2fafb_27de,78130,APARCAMOTOS_366,,"CALLE BOLIVIA, 52 ",POINT (-4.378795069456116 36.72146327417222),,,,,,MUNICIPAL,No,No,10
da_aparcamientosMoto.fid--175d4967_1a012c2fafb_27df,65840,APARCAMOTOS_029,Nº17,"CALLE COMPOSITOR LEHMBERG RUIZ, 17 ",POINT (-4.4344920000185395 36.71790503762432),,,,Laborales 8 a 21 h.,,MUNICIPAL,No,No,22
da_aparcamientosMoto.fid--175d4967_1a012c2fafb_27e0,65769,APARCAMOTOS_308,Esq. C/Eduardo Marquina,"CALLE ABOGADO FEDERICO ORELLANA TOLEDANO, 6 ",POINT (-4.439250520018635 36.70245758760463),,,,,,MUNICIPAL,No,No,8
da_aparcamientosMoto.fid--175d4967_1a012c2fafb_27e1,80500,APARCAMOTOS_388,C/ Godino esquina con Avenida Doctor Marañón,"CALLE GODINO, 14 ",POINT (-4.428761575220552 36.730101202034504),,,,,,MUNICIPAL,No,No,15
da_aparcamientosMoto.fid--175d4967_1a012c2fafb_27e2,65596,APARCAMOTOS_187,Frente a Cl. Postigo de Arance.,"AVENIDA DE LA ROSALEDA, 8 ",POINT (-4.425377000018306 36.72278603763054),,,,24 h,,MUNICIPAL,No,No,30
da_aparcamientosMoto.fid--175d4967_1a012c2fafb_27e3,65604,APARCAMOTOS_213,Esq. Emilio la Cerda,"CALLE ALTAMIRA, 39 ",POINT (-4.437474000018583 36.70239303760458),,,,24 h,,MUNICIPAL,No,No,8
da_aparcamientosMoto.fid--175d4967_1a012c2fafb_27e4,65669,APARCAMOTOS_118,Esq. Kandisky,"AVENIDA DEL DOCTOR MANUEL DOMÍNGUEZ, 6 ",POINT (-4.466535151024236 36.714791591526485),,,,24 h.,,MUNICIPAL,No,No,17
da_aparcamientosMoto.fid--175d4967_1a012c2fafb_27e5,65647,APARCAMOTOS_105,Esq. Avenida Ortega y Gasset,"CALLE MAX ESTRELLA, 14 ",POINT (-4.464813843388858 36.707035731782604),,,,24 h.,,MUNICIPAL,No,No,31
da_aparcamientosMoto.fid--175d4967_1a012c2fafb_27e6,65700,APARCAMOTOS_176,"Esq, -Calixto y Melibea","ROBINSON CRUSOE, 22 ",POINT (-4.463553000019346 36.71102603761547),,,,24 h.,,MUNICIPAL,No,No,3
da_aparcamientosMoto.fid--175d4967_1a012c2fafb_27e7,65646,APARCAMOTOS_102,Esq. Shanti Andia,"CALLE MAX ESTRELLA, 2 ",POINT (-4.462097000019302 36.70859703761235),,,,De 9 a 22 h.,,MUNICIPAL,No,No,33
da_aparcamientosMoto.fid--175d4967_1a012c2fafb_27e8,75543,APARCAMOTOS_336,Esquina con Rio Arnoya,"CALLE CORREGIDOR FRANCISCO DE LUJÁN, 11 ",POINT (-4.450817701674907 36.7111150817993),,,,24h,,MUNICIPAL,No,No,10
da_aparcamientosMoto.fid--175d4967_1a012c2fafb_27e9,78392,APARCAMOTOS_344,Av. Nehemias esq. C/ Sanhedún,"AVENIDA DE NEHEMÍAS, 1 ",POINT (-4.455401146679442 36.70456104267907),,,,,,MUNICIPAL,No,No,12
da_aparcamientosMoto.fid--175d4967_1a012c2fafb_27ea,65602,APARCAMOTOS_211,,"CALLE CORREGIDOR FRANCISCO DE LUJÁN, 5 ",POINT (-4.449764700627578 36.71131625812081),,,,24 h,,MUNICIPAL,No,No,5
da_aparcamientosMoto.fid--175d4967_1a012c2fafb_27eb,65820,APARCAMOTOS_012,Nº 19,"AVENIDA DE LA AURORA, 28 ",POINT (-4.432184000018476 36.71639103762235),,,,De 8 a 20 h.,,MUNICIPAL,No,No,9
da_aparcamientosMoto.fid--175d4967_1a012c2fafb_27ec,80146,APARCAMOTOS_385, C/ Emilio Prados esquina con Avenida Sor Teresa Prat,"CALLE EMILIO PRADOS, 19 ",POINT (-4.441972742401847 36.69726334193377),,,,,,MUNICIPAL,No,No,10
da_aparcamientosMoto.fid--175d4967_1a012c2fafb_27ed,65735,APARCAMOTOS_238,,"CALLE MANUEL ALTOLAGUIRRE, 15 ",POINT (-4.443025000018725 36.69669503759726),,,,24 h.,,MUNICIPAL,No,No,11
da_aparcamientosMoto.fid--175d4967_1a012c2fafb_27ee,65819,APARCAMOTOS_011,Nº 22,"AVENIDA DE LA AURORA, 22 ",POINT (-4.431227000018452 36.71633903762229),,,,De 8 a 20 h.,,MUNICIPAL,No,No,11
da_aparcamientosMoto.fid--175d4967_1a012c2fafb_27ef,65665,APARCAMOTOS_115,Esq. Avda. de Velázquez,"CALLE FRIGILIANA, 3 ",POINT (-4.447716772575166 36.69763175023079),,,,24 h.,,MUNICIPAL,No,No,11
da_aparcamientosMoto.fid--175d4967_1a012c2fafb_27f0,65641,APARCAMOTOS_092,Esq. Arturo Reyes,"CALLE ARQUÍMEDES, 2 ",POINT (-4.439305000018709 36.729641037639226),,,,24 h.,,MUNICIPAL,No,No,8
da_aparcamientosMoto.fid--175d4967_1a012c2fafb_27f1,65818,APARCAMOTOS_028,Esq. Hilera,"CALLE COMPOSITOR LEHMBERG RUIZ, 1 ",POINT (-4.430594220775915 36.71816504941662),,,,24h,,MUNICIPAL,No,No,25
da_aparcamientosMoto.fid--175d4967_1a012c2fafb_27f2,65606,APARCAMOTOS_216,Esq. con Cl. Beethoven,"CALLE BEETHOVEN, 6 ",POINT (-4.450239000018919 36.69436903759428),,,,24 h,,MUNICIPAL,No,No,17
da_aparcamientosMoto.fid--175d4967_1a012c2fafb_27f3,65762,APARCAMOTOS_269,Esq. con Avda. de la Luz,"CALLE TRAVESÍA DE LA LUZ, 1 ",POINT (-4.452793000018997 36.696557037597024),,,,24 h.,,MUNICIPAL,No,No,7
da_aparcamientosMoto.fid--175d4967_1a012c2fafb_27f4,65816,APARCAMOTOS_068,Esq. Hilera,"CALLE COMPOSITOR LEHMBERG RUIZ, 2 ",POINT (-4.4307510000184385 36.718163037624606),,,,Laborables 8 a 20h.,,MUNICIPAL,No,No,26
da_aparcamientosMoto.fid--175d4967_1a012c2fafb_27f5,65867,APARCAMOTOS_340,,"CALLE CARRETERÍA, 70 ",POINT (-4.42257100001823 36.723723967631734),,,,,,MUNICIPAL,No,No,
da_aparcamientosMoto.fid--175d4967_1a012c2fafb_27f6,65777,APARCAMOTOS_319,,"CALLE MAESTRO TOMÁS BRETÓN, 31 ",POINT (-4.5033107200204405 36.6619229675527),,,,,,MUNICIPAL,No,No,10
da_aparcamientosMoto.fid--175d4967_1a012c2fafb_27f7,65691,APARCAMOTOS_167,Esq. Juan Luis Peralta,"CALLE GUILLÉN SOTELO, 2 ",POINT (-4.4164290000180655 36.720061037627126),,,,24 h.,,MUNICIPAL,No,No,31
da_aparcamientosMoto.fid--175d4967_1a012c2fafb_27f8,65600,APARCAMOTOS_208,Esq. Don Juan Temboury,"CALLE GUILLÉN SOTELO, 1 ",POINT (-4.416507000018068 36.720061037627076),,,,24 h,,MUNICIPAL,No,No,25
da_aparcamientosMoto.fid--175d4967_1a012c2fafb_27f9,65661,APARCAMOTOS_027,Esq. con Cl. Compositor Lehmberg Ruiz,"CALLE COMPOSITOR LEHMBERG RUIZ, 18 ",POINT (-4.432637000018495 36.717903037624275),,,,Laborables 8 a 21 h.,,MUNICIPAL,No,No,45
da_aparcamientosMoto.fid--175d4967_1a012c2fafb_27fa,78123,APARCAMOTOS_365,,"CALLE DE DEMÓSTENES, 8 ",POINT (-4.477242003058946 36.719294211010265),,,,,,MUNICIPAL,No,No,10
da_aparcamientosMoto.fid--175d4967_1a012c2fafb_27fb,78113,APARCAMOTOS_354,Esq Casas de Campo,"CALLE SAN LORENZO, 14 ",POINT (-4.4244215922779775 36.71568106361928),,,,,,MUNICIPAL,No,No,10
da_aparcamientosMoto.fid--175d4967_1a012c2fafb_27fc,78121,APARCAMOTOS_363,Esq. Obispo Ángel Herrera Oria,"CALLE MANUEL ESPAÑA LOBO, 5 ",POINT (-4.438046234129135 36.7179630230378),,,,,,MUNICIPAL,No,No,10
da_aparcamientosMoto.fid--175d4967_1a012c2fafb_27fd,65586,APARCAMOTOS_306,Esq. Rafael Andrades Navarrete,"AVENIDA DE GREGORIO DIEGO, 30 ",POINT (-4.452092290018954 36.69005151758872),,,,24 h,,MUNICIPAL,No,No,15
da_aparcamientosMoto.fid--175d4967_1a012c2fafb_27fe,65785,APARCAMOTOS_327,,"CAMINO DE SAN RAFAEL, 55 ",POINT (-4.448111210018888 36.707542207611034),,,,,,MUNICIPAL,No,No,12.5
da_aparcamientosMoto.fid--175d4967_1a012c2fafb_27ff,65680,APARCAMOTOS_151,Camino San Rafael nº 97 esquina Glorieta del Carnaval,"CAMINO DE SAN RAFAEL, 97 ",POINT (-4.453956000019052 36.70423503760679),,,,24 h,,MUNICIPAL,No,No,23
da_aparcamientosMoto.fid--175d4967_1a012c2fafb_2800,65804,APARCAMOTOS_282,Esquina con Cl. Casarabonela,"CALLE VALLE DE ABDALAJÍS, 8 ",POINT (-4.44874100001891 36.708680037612545),,,,,,MUNICIPAL,No,No,10
da_aparcamientosMoto.fid--175d4967_1a012c2fafb_2801,65776,APARCAMOTOS_321,C/Valle de Abdalajis esq. Cmno. San,"CALLE VALLE DE ABDALAJÍS, 3 ",POINT (-4.448617930018903 36.70769829761126),,,,,,MUNICIPAL,No,No,10
da_aparcamientosMoto.fid--175d4967_1a012c2fafb_2802,65860,APARCAMOTOS_042,,"CALLE MAURICIO MORO PARETO, 4 ",POINT (-4.434837000018544 36.71415003761951),,,,24 h,,MUNICIPAL,No,No,10
da_aparcamientosMoto.fid--175d4967_1a012c2fafb_2803,65620,APARCAMOTOS_005,Esq. con Cl. Trinidad Grund,"CALLE TRINIDAD GRUND, 39 ",POINT (-4.425007000018276 36.716260037622234),,,,Laborables 8 a 20 h.,,MUNICIPAL,No,No,18
da_aparcamientosMoto.fid--175d4967_1a012c2fafb_2804,78081,APARCAMOTOS_345,Paseo Sancha esquina con C/ Gutenberg,"PASEO DE SANCHA, 12 ",POINT (-4.405412566591712 36.7213919123821),,,,,,MUNICIPAL,No,No,10
da_aparcamientosMoto.fid--175d4967_1a012c2fafb_2805,65751,APARCAMOTOS_252,Esq. con Cl. San Lorenzo,"CALLE TRINIDAD GRUND, 40 ",POINT (-4.424636000018268 36.716436037622394),,,,24 h.,,MUNICIPAL,No,No,10
da_aparcamientosMoto.fid--175d4967_1a012c2fafb_2806,65873,APARCAMOTOS_335,,"PASEO DE SANCHA, 30 ",POINT (-4.4016055700176855 36.72168315762912),,,,,,MUNICIPAL,No,No,10
da_aparcamientosMoto.fid--175d4967_1a012c2fafb_2807,65834,APARCAMOTOS_108,Esq. Concejal Muñoz Cerván,"AVENIDA DE SOR TERESA PRAT, 15 ",POINT (-4.439758000018638 36.69956103760091),,,,24 h.,,MUNICIPAL,No,No,28
da_aparcamientosMoto.fid--175d4967_1a012c2fafb_2808,78294,APARCAMOTOS_368,C/ Ortega Munilla esquina con C/ Sor Lucía,"CALLE ORTEGA MUNILLA, 15 ",POINT (-4.36026372291136 36.719980376529875),,,,,,MUNICIPAL,No,No,17
da_aparcamientosMoto.fid--175d4967_1a012c2fafb_2809,78112,APARCAMOTOS_353,Esq. Plaza de la Solidaridad,"AVENIDA DE LAS AMÉRICAS, 7 ",POINT (-4.433379921936595 36.714405304182286),,,,,,MUNICIPAL,No,No,10
da_aparcamientosMoto.fid--175d4967_1a012c2fafb_280a,65851,APARCAMOTOS_013,Junto a Centro Comercial Larios,"CALLE DE WALT WHITMAN, 3 ",POINT (-4.433674000018512 36.71592003762179),,,,24 h.,,MUNICIPAL,No,No,25
da_aparcamientosMoto.fid--175d4967_1a012c2fafb_280b,78555,APARCAMOTOS_376,"C/ San Jorge N.º 11, esquina con C/ Salamanca","CALLE SAN JORGE, 11 ",POINT (-4.424692621407149 36.728699494178144),,,,,,MUNICIPAL,No,No,10
